symbol_a,symbol_b,pearson_rho,t_stat,p_value,n_obs,rank
CDSL,HDFCAMC,0.358781,80.7455,0.0,44132,448
JIOFIN,TMPV,0.358775,80.7439,0.0,44132,449
BHEL,RVNL,0.358772,80.7431,0.0,44132,450
BDL,IRCON,0.358649,80.7113,0.0,44132,451
DIXON,KALYANKJIL,0.358192,80.5936,0.0,44132,452
ADANIENT,NBCC,0.357965,80.5348,0.0,44132,453
BANKINDIA,IDBI,0.357964,80.5345,0.0,44132,454
LTF,RECLTD,0.3579,80.518,0.0,44132,455
HUDCO,INOXWIND,0.357764,80.4831,0.0,44132,456
BEML,IRCON,0.357441,80.3996,0.0,44132,457
BANKINDIA,LTF,0.357226,80.3443,0.0,44132,458
CANBK,IRFC,0.357155,80.326,0.0,44132,459
IOB,MAHABANK,0.357127,80.3186,0.0,44132,460
IDFCFIRSTB,PNB,0.356879,80.2549,0.0,44132,461
BDL,JIOFIN,0.356868,80.252,0.0,44132,462
CANBK,LTF,0.356793,80.2327,0.0,44132,463
HAL,IRFC,0.356724,80.2148,0.0,44132,464
HCLTECH,TATAELXSI,0.356585,80.1791,0.0,44132,465
JSWENERGY,NHPC,0.356549,80.1697,0.0,44132,466
INDHOTEL,JIOFIN,0.356464,80.1478,0.0,44132,467
BEL,JIOFIN,0.356445,80.1429,0.0,44132,468
CANBK,IDFCFIRSTB,0.356411,80.1344,0.0,44132,469
ADANIENSOL,JSWENERGY,0.356162,80.07,0.0,44132,470
AUROPHARMA,ZYDUSLIFE,0.356069,80.0461,0.0,44132,471
GRSE,NBCC,0.35604,80.0388,0.0,44132,472
JWL,MAZDOCK,0.356011,80.0312,0.0,44132,473
ABCAPITAL,PFC,0.355919,80.0077,0.0,44132,474
BANKBARODA,PFC,0.35573,79.9589,0.0,44132,475
JWL,RITES,0.355529,79.9073,0.0,44132,476
KPITTECH,TCS,0.35542,79.8792,0.0,44132,477
IREDA,JSWENERGY,0.35542,79.8791,0.0,44132,478
DIVISLAB,LAURUSLABS,0.355191,79.8204,0.0,44132,479
GMRAIRPORT,NBCC,0.355108,79.7988,0.0,44132,480
JIOFIN,LT,0.355064,79.7875,0.0,44132,481
EXIDEIND,IREDA,0.355026,79.7778,0.0,44132,482
GRSE,IRCON,0.354843,79.7308,0.0,44132,483
DLF,MAZDOCK,0.354766,79.711,0.0,44132,484
BHEL,IRFC,0.354557,79.6572,0.0,44132,485
CGPOWER,IREDA,0.35391,79.491,0.0,44132,486
GODREJPROP,IRFC,0.353756,79.4515,0.0,44132,487
ADANIPOWER,ATGL,0.353592,79.4095,0.0,44132,488
INDHOTEL,IREDA,0.353571,79.4041,0.0,44132,489
CANBK,FEDERALBNK,0.353418,79.3648,0.0,44132,490
BIOCON,LAURUSLABS,0.353273,79.3275,0.0,44132,491
EXIDEIND,NBCC,0.35311,79.2857,0.0,44132,492
GRSE,IRFC,0.352736,79.1899,0.0,44132,493
HINDZINC,JINDALSTEL,0.352664,79.1713,0.0,44132,494
AMBUJACEM,ULTRACEMCO,0.352639,79.165,0.0,44132,495
BANKBARODA,IREDA,0.352542,79.14,0.0,44132,496
ADANIPORTS,GMRAIRPORT,0.352505,79.1306,0.0,44132,497
LODHA,NBCC,0.352478,79.1237,0.0,44132,498
ABCAPITAL,IRFC,0.352264,79.0687,0.0,44132,499
ABCAPITAL,PNB,0.351973,78.9942,0.0,44132,500
