symbol_a,symbol_b,Q_beta,Q_alpha,R,half_life_minutes,capital_inr,skipped,skip_reason,error,total_trades,win_rate_pct,total_gross_pnl,total_net_pnl,total_fees_paid,avg_fees_multiple,avg_gross_pnl_per_trade,avg_net_pnl_per_trade,avg_trade_duration_minutes,max_drawdown_pct,sharpe_ratio,calmar_ratio,n_exits_mean_reversion,n_exits_halflife_timeout,n_exits_session_end,n_exits_data_end,lagging_asset,leader_asset,total_bars,live_bars,data_start,data_end,runtime_s,Z_ENTRY,EXIT_MODE
BDL,COCHINSHIP,1e-12,6.5688583e-07,0.00051259739,6.3743849,50000.0,False,,,196,58.673469387755105,10029.399999999676,-2732.853134096331,12762.253134096005,0.7810911436165322,51.17040816326361,-13.943128235185359,37.05102040816327,20.99753280218832,-0.6106419901576053,-0.40170109387708614,178,0,18,0,COCHINSHIP,BDL,44250,40500,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,41.107,2.0,z_zero
