symbol_a,symbol_b,Q_beta,Q_alpha,R,half_life_minutes,capital_inr,skipped,skip_reason,error,total_trades,win_rate_pct,gross_win_rate_pct,total_gross_pnl,total_net_pnl,total_fees_paid,avg_fees_multiple,avg_gross_pnl_per_trade,avg_net_pnl_per_trade,avg_trade_duration_minutes,max_drawdown_pct,sharpe_ratio,calmar_ratio,n_exits_mean_reversion,n_exits_halflife_timeout,n_exits_session_end,n_exits_data_end,lagging_asset,leader_asset,total_bars,live_bars,data_start,data_end,runtime_s,Z_ENTRY
BDL,COCHINSHIP,1e-12,6.5688583e-07,0.00051259739,6.3743849,50000.0,False,,,72,43.05555555555556,47.22222222222222,4889.39999999988,202.64196611988046,4686.75803388,1.038375736971297,67.90833333333167,2.8144717516650135,26.11111111111111,8.549254665631985,0.09801655921223508,0.07315704017461667,41,0,3,0,COCHINSHIP,BDL,44250,40500,2025-12-02 09:15:00+05:30,2026-05-26 15:29:00+05:30,41.017,3.0
