Pair,Half_Life,1D_Pearson,1D_ADF,Net_PnL
NCC-TRIDENT,577.37,0.6772252107070701,0.12976305184071774,3057.45
BATAINDIA-TBOTEK,440.62,0.9743726108065155,0.013091869477796706,3050.52
PVRINOX-SIGNATURE,564.36,0.6841163791555253,0.01564884496687979,3047.5
GODIGIT-ICICIPRULI,468.57,0.6619493994982688,0.13279941152344038,3043.6
GODIGIT-SBICARD,351.43,0.821512893659113,0.048470067496072515,3041.75
EIHOTEL-IRCTC,522.18,0.8531722340044349,0.0432849481211168,3035.31
BAJAJHFL-RAILTEL,580.79,0.8358874170205247,0.1597786060049326,3027.5
CESC-HSCL,412.32,0.814347874530944,0.028764917303667568,3025.4
CAPLIPOINT-TRITURBINE,593.3,0.7749278040484024,0.11801287353230772,3023.34
BIKAJI-DLF,585.1,0.8044979593623928,0.18151109741460453,3021.57
ABLBL-KOTAKBANK,534.34,0.8081354627616395,0.05200136102319628,3016.58
RBLBANK-SHYAMMETL,615.18,0.7387143591814531,0.010847974833866401,3011.16
ERIS-REDINGTON,582.57,0.7348009692748284,0.07207377222821797,3010.06
GMRAIRPORT-GRAVITA,610.3,0.8646878061257586,0.0023498658432991866,3004.91
CONCOR-SOBHA,511.27,0.8396850997819688,0.03791307105923362,3004.03
CANFINHOME-RVNL,383.8,0.8602542931367989,0.0016532354269911164,3001.23
ABBOTINDIA-KOTAKBANK,594.2,0.6854022615648623,0.1852846983708582,3000.59
AEGISVOPAK-PRESTIGE,513.37,0.9166498263075125,0.0016187606094101188,2998.58
EMCURE-SCHNEIDER,461.5,0.7343419744937446,0.05756226559930338,2998.42
EMCURE-IPCALAB,482.43,0.6591287901044969,0.07977670914971191,2995.78
ATUL-CARBORUNIV,508.86,0.6516073944822813,0.09672187282144384,2983.85
RHIM-UNOMINDA,584.66,0.9024606351427745,0.006556690407319442,2983.8
INDIAMART-RITES,435.69,0.686141631092189,0.09662714269806272,2983.4
IGL-INOXWIND,465.48,0.9336153479635566,0.04572604160719002,2979.58
EIHOTEL-GMRAIRPORT,515.2,0.8111769350992456,0.03435837876937591,2972.34
BHARTIHEXA-UNOMINDA,404.09,0.8456501336870479,0.00864086279009563,2957.41
BALRAMCHIN-CGPOWER,518.18,0.9245754543404774,0.0076296881339942835,2957.07
HEROMOTOCO-UCOBANK,587.92,0.8298469424747257,0.05277310951134631,2953.05
CREDITACC-SUMICHEM,601.25,0.7047935038970615,0.05283201063344151,2952.48
ABCAPITAL-PHOENIXLTD,418.09,0.8627212730013768,0.033869298560321816,2947.21
CANFINHOME-JUBLPHARMA,408.34,0.6640123719104617,0.16029814858500746,2938.05
JUBLPHARMA-LTTS,610.76,0.9001132030162583,0.13101503995775826,2933.73
BALRAMCHIN-STARHEALTH,586.78,0.7899141172552462,0.10901794179890284,2920.95
JUBLINGREA-WOCKPHARMA,593.9,0.8067546398707437,0.18372970487823193,2913.89
CHALET-HDFCBANK,520.44,0.8835094419023036,0.03840955668842083,2900.15
JYOTICNC-KALYANKJIL,494.27,0.8385049935701792,0.1547195130955742,2898.1
CUB-PINELABS,492.0,0.7890017527664646,0.08710990970100946,2896.18
FLUOROCHEM-NYKAA,570.84,0.7206974789505517,0.18431499784838146,2895.79
HYUNDAI-SBICARD,484.51,0.9448617115020492,0.11756242078334128,2893.67
LALPATHLAB-VIJAYA,319.21,0.9135867385496529,0.00014720166812969213,2887.03
BELRISE-THERMAX,564.98,0.8800594579299714,0.09184940134325187,2886.27
LTF-SJVN,603.18,0.695712089028937,0.043975698957343164,2884.95
HSCL-VIJAYA,605.29,0.8991612951802214,0.021694392891571875,2873.33
CANFINHOME-VMM,458.42,0.7840339168764885,0.03594798643683115,2872.31
ABFRL-AEGISLOG,522.2,0.8316777161962707,0.18554763967667315,2869.6
AIAENG-RECLTD,419.38,0.7450501071428974,0.008944402198262813,2867.32
IOB-SONATSOFTW,606.4,0.6745720498105702,0.03390750249850358,2857.05
DIVISLAB-MEDANTA,519.61,0.8261443293575269,0.013119916112883904,2852.2
EMCURE-SAIL,611.25,0.8384511964148087,0.0035672224606401134,2849.55
INDIAMART-IOC,481.47,0.756458381661779,0.012749900730981985,2849.24
ABLBL-BATAINDIA,349.77,0.9027547214698728,0.009132156791397436,2840.94
ABLBL-POONAWALLA,587.64,0.7554452642509132,0.06931766871749476,2832.74
ABSLAMC-NTPC,595.96,0.9280270676663598,0.06971470105332866,2823.88
HYUNDAI-PTCIL,615.42,0.8796820794818125,0.00198091183715848,2822.22
CUB-ESCORTS,598.22,0.8178151182925726,0.04712201733979813,2819.43
MSUMI-RITES,561.18,0.8640542802291808,0.016989329727780347,2812.92
HSCL-STARHEALTH,601.31,0.831626271476124,0.0321244975464587,2809.08
ASAHIINDIA-INDIACEM,428.68,0.6968654350904367,0.003782392085404234,2808.6
BHARTIHEXA-TCS,612.76,0.783374242304942,0.05029543615082338,2802.21
ABFRL-BATAINDIA,515.82,0.9053543519395219,0.1626459528202881,2800.56
HINDUNILVR-MSUMI,618.83,0.7551090363825343,0.1249360793626933,2791.76
ABFRL-HINDPETRO,548.12,0.9063081756111037,0.018101519482281895,2789.43
INDIACEM-VMM,579.02,0.7303343176711038,0.017889754696875548,2783.68
CANFINHOME-ZEEL,611.77,0.6888086341449156,0.07054245415113118,2781.9
NIVABUPA-SUZLON,417.64,0.677491006571772,0.16688645955975417,2780.42
ASTERDM-NATCOPHARM,474.14,0.9376076715262813,0.0028812714679572857,2778.61
ABCAPITAL-SOBHA,513.64,0.7939032828633941,0.02675152885419175,2776.26
ATUL-IFCI,437.39,0.758268380228351,0.11061638280463909,2774.95
ICICIAMC-SONACOMS,524.06,0.8778999942030563,0.0017559032689082024,2768.32
INDIAMART-SONATSOFTW,495.07,0.7325459881245939,0.13973444032874427,2753.03
EIHOTEL-MAPMYINDIA,587.81,0.8483270847361504,0.04927911506003027,2752.81
GVT&D-VTL,451.3,0.9621815778942739,0.0004618608548025333,2745.19
ABFRL-ANANTRAJ,580.87,0.8469316833257761,0.013985055353457109,2729.8
CONCOR-NCC,508.67,0.7555588424304158,0.1574250660748387,2715.88
ABFRL-RITES,547.34,0.8587929309463052,0.11260940456024149,2714.72
EIDPARRY-IGL,476.47,0.9406297895696933,0.12796068907124658,2712.92
IOB-JKCEMENT,500.75,0.7121067212036386,0.0011986413475979596,2707.14
ABCAPITAL-NSLNISP,442.51,0.834931792340113,0.0028491888066594644,2706.41
CONCOR-HOMEFIRST,604.83,0.7380216878187992,0.05861107198016047,2704.5
ABFRL-KOTAKBANK,586.57,0.8813279763612206,0.04215801631918224,2702.14
BHARTIHEXA-RELIANCE,546.79,0.8276156009667353,0.007320896648559813,2700.79
360ONE-IGL,500.47,0.8139404246270204,0.0517540389066749,2700.49
IREDA-JUBLINGREA,529.7,0.8433851869179404,0.11215361208452634,2696.23
BHARTIHEXA-IDFCFIRSTB,448.29,0.7786981007800821,0.06675078594237942,2695.91
ITCHOTELS-MARUTI,589.38,0.960794126115747,0.00024849568201768375,2681.91
ANANTRAJ-CONCOR,489.77,0.831558977668339,0.012869637434001222,2675.72
ASAHIINDIA-SHREECEM,546.6,0.7948479830770045,0.04448585937102349,2672.8
HBLENGINE-TTML,570.43,0.8440791541848136,0.10197293805843921,2671.54
360ONE-INDHOTEL,478.81,0.8650230731177361,0.10041640869689755,2671.33
AIAENG-HBLENGINE,382.23,0.6727354253485823,0.031209080760693196,2667.79
HDFCAMC-TMPV,601.83,0.8256260721610151,0.10140347034154878,2666.94
360ONE-BBTC,400.66,0.8384966144769396,0.07024883848876233,2661.32
EMCURE-NETWEB,551.1,0.6929821058436432,0.05084876906357094,2655.78
MOTILALOFS-NEULANDLAB,381.86,0.8747629794743134,0.033285867831947966,2654.42
GRASIM-VIJAYA,558.75,0.7571696396105774,0.10074808198703594,2653.2
ASAHIINDIA-CUB,438.11,0.7766348522832177,0.0527807722714809,2650.41
ANTHEM-ELGIEQUIP,593.38,0.8625925436284886,0.01939700763560374,2644.77
INDIAMART-JKTYRE,405.7,0.7498251004199946,0.008062511673419433,2635.01
INDIAMART-MUTHOOTFIN,430.68,0.7029830758757939,0.011191977131209703,2633.6
JSWINFRA-JUBLPHARMA,570.37,0.6812508705446019,0.009574201829191987,2633.18
GABRIEL-USHAMART,560.86,0.862120541680588,0.0030510725112458032,2633.1
JPPOWER-JUBLINGREA,500.03,0.8455356376448406,0.06328669332258965,2631.38
JKCEMENT-SHREECEM,510.35,0.81781969515652,0.001411677643036561,2620.05
AUBANK-ZEEL,554.12,0.7293980213910876,0.02380885044510547,2618.5
BATAINDIA-ESCORTS,500.09,0.938430565014957,0.0197642661624266,2614.82
CCL-MAHABANK,609.21,0.739076766223863,0.1453582471435022,2614.73
EIHOTEL-IGL,567.87,0.8790612585201233,0.007295540228988143,2614.42
EIHOTEL-SWANCORP,502.66,0.8227151600432511,0.05650498188833251,2613.71
ASAHIINDIA-RHIM,590.98,0.8574711004584489,0.052544699877465705,2613.48
BALRAMCHIN-IGIL,586.65,0.6799165934499389,0.03409828841779669,2613.3
GMRAIRPORT-MEDANTA,428.02,0.7425029385056706,0.06506121154307937,2612.35
JSWINFRA-POLICYBZR,575.98,0.6843056485739261,0.0022357591815427152,2610.19
BAJAJHFL-BATAINDIA,266.06,0.9301777185275417,0.15844851624697093,2606.83
INDGN-JUBLPHARMA,566.36,0.8449067713433545,0.019980403936193207,2603.7
ERIS-LATENTVIEW,498.36,0.8356049047987825,0.010863572840597054,2591.39
BIKAJI-KEC,480.87,0.7908693643897511,0.13763031123089026,2586.17
ETERNAL-TATACAP,579.93,0.6757272278381949,0.04201694291297533,2584.74
CCL-DMART,523.43,0.8271567940492883,0.014862083672200503,2583.5
CHENNPETRO-GESHIP,574.09,0.8198826014565676,0.02725246854943127,2581.82
ATUL-TENNIND,358.04,0.9016425516583234,0.001025521966669069,2580.68
ABSLAMC-ATUL,537.38,0.8305202986111756,0.09479601199490395,2577.59
PARADEEP-VMM,571.26,0.8966516513416115,0.05936290006750784,2575.1
NSLNISP-VIJAYA,569.04,0.7076330240094107,0.08709817406260917,2574.62
CGCL-NEULANDLAB,559.73,0.8295846424515662,0.0056162472772309305,2570.67
HDBFS-PIIND,414.71,0.8808364096401767,0.07117847105732446,2567.99
DELHIVERY-TENNIND,613.1,0.8414512799281336,0.022897895909242825,2567.81
MEDANTA-PPLPHARMA,473.93,0.9123884260659443,0.0024258082124534856,2563.78
MSUMI-SIGNATURE,606.4,0.8607893258834284,0.05970803412314135,2562.16
LTM-NAUKRI,556.31,0.9847070422531068,0.027784169725556883,2561.7
NSLNISP-SUMICHEM,471.96,0.8209076286500325,0.010240385599314466,2558.65
BBTC-IRCTC,362.87,0.9618286055337336,0.011665465132217102,2553.23
ASAHIINDIA-WIPRO,521.9,0.8837359822420134,0.062353742826700524,2548.59
EIDPARRY-SWANCORP,504.34,0.9376258804516392,0.05624907032031995,2545.5
ERIS-RITES,540.99,0.7216517615851301,0.033628248042358276,2539.21
DIVISLAB-FORTIS,447.83,0.8531804442801798,0.026534004698606225,2536.48
BIKAJI-PIIND,527.16,0.7218448029760796,0.12907502573716056,2535.52
ABLBL-VMM,583.7,0.8643658901657395,0.00765166986485707,2535.15
ABLBL-M&M,584.02,0.8614454300163642,0.030260367551084938,2532.42
PCBL-PFIZER,583.23,0.6884614321896465,0.05706468704376256,2531.74
EIHOTEL-GODREJPROP,505.16,0.8823399507136539,0.016728040044627378,2527.86
ITI-RPOWER,365.46,0.872091502436147,0.0017212961111532944,2526.39
DELHIVERY-ICICIAMC,584.85,0.8638980382609804,0.042510224950848295,2521.87
BEML-NIVABUPA,457.78,0.7602954102441898,0.022082685380464113,2517.56
GMRAIRPORT-LTF,422.99,0.9000257067679183,0.0001541478045925583,2516.72
BBTC-ICICIGI,510.72,0.8654414592647895,0.11566919130933484,2512.42
BHARTIHEXA-SWIGGY,568.16,0.8830702227325904,0.009854481285864594,2511.21
CYIENT-SONATSOFTW,539.74,0.9469382951005916,0.08952282765525427,2505.74
GICRE-NAM-INDIA,434.93,0.7043778813771376,0.012719916106295586,2498.89
JUBLINGREA-SUZLON,484.18,0.948709330183888,0.0013623192754838311,2498.2
CASTROLIND-ESCORTS,464.43,0.7314850319147508,0.0029342397070729245,2496.09
GPIL-THERMAX,524.37,0.8540972110592817,0.03159577533498964,2495.92
ACE-GABRIEL,357.4,0.6638670092914372,0.03380108697146548,2490.16
FLUOROCHEM-VIJAYA,497.23,0.7780198724175701,0.0320868414414821,2488.3
GICRE-RBLBANK,502.64,0.686258142258084,0.005170032077945033,2481.62
ABCAPITAL-PCBL,577.37,0.7097662260664171,0.13356750839798937,2480.15
NCC-ZEEL,445.96,0.7994828285275403,0.0761887077128584,2480.02
GODIGIT-HCLTECH,333.79,0.6581788410277155,0.15059077059181336,2478.67
CHALET-UCOBANK,565.56,0.8883063084018268,0.060732366215604336,2477.66
KPIL-TIINDIA,533.59,0.7872242580861581,0.026163161772550687,2476.32
AADHARHFC-NUVAMA,458.94,0.6582190821899322,0.00019929647474843372,2475.06
CLEAN-INTELLECT,555.48,0.9143874439066559,0.07770216532192502,2474.58
BIKAJI-RITES,469.73,0.7976939698392196,0.10968044375045971,2473.16
DEEPAKNTR-NIVABUPA,490.35,0.8011231198001235,0.0656238993000912,2472.89
NH-TATAINVEST,570.9,0.7264548079735703,0.10813216990715069,2472.3
AIAENG-SUZLON,589.03,0.6625610832083644,0.025839061289206714,2472.12
GMRAIRPORT-GODREJPROP,358.48,0.9078101148002351,0.0011554917075942872,2471.32
SWANCORP-TBOTEK,412.53,0.9571152572942425,0.06234745355792734,2470.5
IOB-PINELABS,424.7,0.709590823091473,0.017734976768034767,2466.54
GMRAIRPORT-IOB,459.05,0.7835324014124259,0.0427900210311569,2466.42
ABCAPITAL-MGL,567.97,0.7312639056115614,0.1291557485235194,2464.6
AMBUJACEM-INDIACEM,347.85,0.8205704525796083,0.01453789131560496,2464.23
INDIAMART-RHIM,315.55,0.7872969473976807,0.03903528532802964,2464.1
BBTC-HDBFS,295.62,0.9344055337062895,0.05853624182511955,2463.51
BAJAJHFL-DALBHARAT,551.33,0.7265526626048081,0.08062526597034575,2463.5
ABLBL-IKS,584.93,0.7093524391842725,0.06243037466457425,2462.09
ERIS-SONATSOFTW,535.94,0.8564636884894098,0.005389344213065835,2458.92
ABLBL-GODREJPROP,447.47,0.873281324543204,0.07803176229299884,2455.42
GODREJPROP-ZEEL,560.38,0.8387609807294163,0.1700702961407184,2450.98
GABRIEL-MEDANTA,575.1,0.846844032448976,0.03585184060438692,2448.87
PIIND-ZEEL,450.22,0.7765845881926544,0.08232372534931309,2446.25
360ONE-ABFRL,507.26,0.8413144663282224,0.03154437858783054,2440.62
ANURAS-TRITURBINE,528.06,0.7353084098987592,0.00034059234464113125,2437.64
NIVABUPA-WOCKPHARMA,357.88,0.8424981924566849,0.00020223927551270716,2431.64
ERIS-ITI,568.11,0.6625677840204152,0.05320131931886172,2428.83
INDIAMART-IRFC,374.39,0.7413844260169633,0.032979699960761735,2428.05
BEML-BERGEPAINT,610.89,0.6799338332245853,0.11307115795631179,2428.03
ABLBL-IDFCFIRSTB,522.29,0.798102235884549,0.022071758020267465,2424.57
EIDPARRY-KFINTECH,553.94,0.8973460523382706,0.025496394554815248,2418.89
ACC-CHOLAFIN,549.59,0.820329802437209,0.042740450778257916,2401.57
DLF-HINDPETRO,516.15,0.9220710455699814,0.011974348590490099,2398.29
NLCINDIA-THERMAX,544.97,0.9387411518055379,0.003325951863706221,2395.51
BAJAJHLDNG-CHOLAFIN,519.03,0.9186947273353335,0.0020559036258949643,2394.03
BALKRISIND-CHOLAFIN,594.44,0.7674110584964213,0.09931410601943658,2393.22
ABSLAMC-SCHNEIDER,556.5,0.8865047949854432,0.06794961727210312,2391.49
ABLBL-IRCTC,517.41,0.8909643257820702,0.00637208058212226,2388.63
INDIAMART-SBICARD,583.5,0.783794448423177,0.02653192932480404,2386.74
JSWENERGY-THERMAX,549.48,0.8614963806811681,0.0022804337948305864,2383.16
NH-OBEROIRLTY,552.02,0.6752375907853153,0.11447941121474059,2380.45
LTFOODS-POWERGRID,565.94,0.6784342361177559,0.030436008390326976,2374.04
GODIGIT-HAVELLS,435.06,0.7730950657330956,0.04560830223818381,2372.46
ATUL-GLENMARK,525.31,0.7884655408253382,0.11130504676376657,2368.35
GILLETTE-RAMCOCEM,503.52,0.7730462413859917,0.02170226910648761,2352.53
KOTAKBANK-PIIND,597.63,0.8132629342483617,0.1517493552238195,2347.25
GRAPHITE-MAHABANK,451.68,0.9324852211363563,0.004315695732215156,2344.66
DLF-ITCHOTELS,421.45,0.9514492111490459,0.056266679569286264,2341.65
NH-RAINBOW,414.52,0.7857949387638453,0.04741906472946051,2333.46
BATAINDIA-IRFC,540.58,0.9139033663785879,0.07698306345189698,2332.45
DELHIVERY-STARHEALTH,602.15,0.8288930235627625,0.0010138898261019638,2327.1
AEGISVOPAK-GRAVITA,484.4,0.8308884092613765,0.04331479575918681,2325.62
TECHNOE-VTL,488.07,0.7732198965107154,0.014989532279259612,2323.66
ABFRL-BAJAJFINSV,487.41,0.8754117979070503,0.08989292126154019,2315.79
DEEPAKNTR-GODREJIND,589.37,0.8503341651115567,0.00453278052396898,2309.45
NEULANDLAB-WOCKPHARMA,467.94,0.7621680928577912,0.1001708684122411,2307.55
PRESTIGE-RITES,563.13,0.8985389333649981,0.065878381746577,2306.66
BAJAJHLDNG-BBTC,377.5,0.8787675240752382,0.17617072394520245,2299.24
CHALET-CYIENT,578.68,0.9225706790403462,0.02232236467285331,2299.02
GMRAIRPORT-LT,522.65,0.7766196833407872,0.014255514112228395,2296.18
INDIAMART-LATENTVIEW,568.96,0.7954945370637936,0.03978660600571845,2290.14
ABLBL-GMRAIRPORT,434.31,0.8313478259290575,0.06899849283766016,2287.45
INDIAMART-INOXWIND,533.86,0.7053645020111436,0.15810997909062324,2285.94
ITCHOTELS-TBOTEK,448.62,0.9523698160479752,0.028168801073477946,2284.27
AADHARHFC-ABDL,418.19,0.6707998385421415,3.654823003862865e-05,2283.98
STARHEALTH-VIJAYA,569.64,0.7321239497942431,0.09425288897720446,2281.44
HDBFS-SBFC,500.8,0.8413463700948656,0.03112088995637699,2269.67
NEULANDLAB-USHAMART,463.91,0.8604390927456838,0.00041875281037674915,2267.79
CARTRADE-TCS,486.56,0.948627710295269,0.024577408674834593,2264.69
HEROMOTOCO-SAPPHIRE,579.32,0.7967498495877376,0.11506395130483099,2263.27
JSL-LTF,541.08,0.7684255629534936,0.0025634721513224865,2257.72
ASAHIINDIA-BBTC,541.37,0.9306777474043079,0.006901862639353394,2252.86
ATUL-NMDC,568.12,0.7650859630235377,0.15050075283016,2251.99
ASTRAL-SUPREMEIND,264.73,0.9263047280849188,0.03491937130225302,2240.97
BIKAJI-IRCON,543.07,0.7524805221316256,0.16942959474552416,2236.32
CHALET-HINDPETRO,475.52,0.9310551780955296,0.00015495097584972538,2235.04
INDIAMART-PNB,451.3,0.779037248969532,0.010610283222924151,2230.08
TIMKEN-VTL,404.54,0.9175813639231307,0.000466408835940623,2227.76
ABCAPITAL-ZEEL,609.7,0.8009140987823651,0.0691500304118306,2226.85
IRCON-RITES,219.07,0.9755137292190093,0.005869981896155196,2224.1
SIEMENS-TECHNOE,398.7,0.9129699726587006,0.008430647534493355,2218.5
CONCORDBIO-PIIND,596.39,0.8121130543374507,0.042701571849905216,2216.31
BALRAMCHIN-TIINDIA,545.38,0.8038284965083703,0.06525680440338323,2213.39
BAJAJHLDNG-MSUMI,418.88,0.8376044528007314,0.09992950847772564,2212.29
MARUTI-SBFC,571.26,0.8164016097861598,0.1863478365655889,2207.24
KPIL-NETWEB,499.52,0.7756754071123007,0.03774017007358802,2203.92
ACE-LICI,398.98,0.6943554857540619,0.029725184963738965,2201.12
MANAPPURAM-WOCKPHARMA,508.18,0.8126931728227735,0.02686680837629194,2197.5
BEML-HAL,596.96,0.9034182662149421,0.03590681088166525,2196.79
SIEMENS-STARHEALTH,392.94,0.9152110117309603,0.00025203515379684284,2191.29
KOTAKBANK-SWANCORP,565.04,0.9217790214269947,0.031121911030399355,2190.81
BAJAJFINSV-DEVYANI,590.29,0.8673213256672886,0.03054890030339253,2187.98
CUMMINSIND-ELGIEQUIP,439.14,0.9120139865595354,0.026387266820365737,2186.8
GICRE-HDFCAMC,400.78,0.6831820477579181,0.022569255201218098,2186.05
IGL-SBFC,551.65,0.8339203505155016,0.03390875457774606,2185.91
AEGISVOPAK-GODREJCP,593.31,0.6989032267072962,0.02725575816430208,2180.92
PIIND-RVNL,449.52,0.8058133741547174,0.00501899076038609,2180.06
IEX-JUBLPHARMA,612.83,0.8369572233547515,0.0074833641678545715,2179.41
MAPMYINDIA-PIIND,570.19,0.8596578589299378,0.03359250395155519,2178.62
NUVAMA-YESBANK,615.22,0.850903444511897,0.1098025554331919,2174.24
ANURAS-LLOYDSME,491.97,0.6680796076703458,0.021819115419944177,2173.43
BIKAJI-GRAVITA,577.88,0.8156950056837459,0.14085745370952552,2172.75
CHALET-IOB,501.18,0.7554124800449273,0.187818709812688,2172.19
CCL-GESHIP,565.09,0.8661263883629484,0.01311258492959656,2167.82
PIIND-SOBHA,596.69,0.7820436772875005,0.13413216625767282,2164.02
CGPOWER-VTL,471.88,0.9089737640242345,0.08785698649871282,2162.68
ABLBL-BAJAJHFL,370.27,0.9205377355128233,0.0025128085947839747,2161.35
SARDAEN-SCHNEIDER,432.74,0.8297194474487803,0.09115398135779584,2156.89
KPIL-TRITURBINE,439.44,0.8128979267774636,0.01504459062573769,2155.2
DLF-SWANCORP,444.17,0.9225737004950022,0.15782041970046967,2154.81
AADHARHFC-NCC,344.46,0.7453212504437587,1.8261989265699847e-06,2153.73
BAJAJFINSV-UTIAMC,602.55,0.8816924069769041,0.0662927561692266,2147.25
GMRAIRPORT-OBEROIRLTY,570.21,0.6660879165465133,0.12893009909746017,2146.24
LALPATHLAB-MANKIND,539.95,0.8336736550108996,0.0265700480905406,2143.6
DALBHARAT-INDIAMART,510.06,0.7952670140277074,0.0018197265138032435,2142.71
DELHIVERY-SONACOMS,494.69,0.9158925026760024,0.0006198187109128714,2138.97
CANFINHOME-RITES,339.98,0.8713534081842715,0.004173228025358286,2134.52
ABLBL-MSUMI,522.65,0.856625162367492,0.007519028204668385,2131.99
IGIL-SONACOMS,602.33,0.7944637202106207,0.00046299645677204025,2126.06
GMRAIRPORT-TTML,601.15,0.8423032176909505,0.0010629153268332545,2125.51
INDHOTEL-NBCC,572.57,0.9510023719453025,0.027797900042285422,2124.95
NAM-INDIA-WOCKPHARMA,607.56,0.7506290181534357,0.06760347158799476,2124.21
ANURAS-VIJAYA,396.3,0.7356054779018223,0.001305362479561467,2119.26
AIAENG-NIVABUPA,381.17,0.7308606423234345,0.0029095093238685065,2112.45
DLF-MAPMYINDIA,617.02,0.9124551518809769,0.09076491460214703,2110.15
NAUKRI-TCS,611.6,0.982359578720993,0.060826880132145385,2108.05
ATUL-HONASA,423.39,0.8548159089954088,0.012412844842168107,2105.93
CDSL-CHOICEIN,580.09,0.814395415712004,0.09065403763665364,2101.23
ACE-KAYNES,395.6,0.6515966180109949,0.08521336781962319,2100.88
JSWINFRA-JUBLINGREA,523.65,0.799993260117841,0.000441834801456542,2100.83
NH-SBFC,485.5,0.7719915515391857,0.03473969342238181,2100.08
CANFINHOME-CEATLTD,474.58,0.7516725992610105,0.022589828535451488,2094.12
CRISIL-GILLETTE,592.64,0.7217276835224007,0.13038060782846617,2091.78
CCL-SYRMA,610.01,0.7902582313364376,0.10404601190667195,2088.62
ABCAPITAL-BEML,500.87,0.8544035723531058,0.003286703278995972,2088.29
GLAXO-PGEL,616.93,0.6663325246151582,0.0470546180745959,2083.63
PATANJALI-UNOMINDA,548.17,0.831637531946851,0.12247212559322829,2080.95
GAIL-MGL,576.77,0.8373420656261784,0.05658608888504148,2080.14
CHOLAFIN-SIGNATURE,613.23,0.7956964590012683,0.015429874843113214,2076.21
KOTAKBANK-UCOBANK,451.05,0.9143313514056535,0.05504693317314838,2074.76
EMAMILTD-MSUMI,514.11,0.9170052923808123,0.02591339457331074,2074.33
INDIACEM-TATACAP,584.11,0.7925949816306703,0.13737672980209142,2074.24
OBEROIRLTY-PAGEIND,536.97,0.8600068806716638,0.021225494443420152,2068.5
ANANDRATHI-THERMAX,463.14,0.9342670740900565,0.06481294768458684,2066.92
BERGEPAINT-RPOWER,558.24,0.9092310933543896,0.09075541125835684,2063.82
CPPLUS-TIINDIA,550.81,0.8612994212024246,0.05584422933381847,2063.49
LTF-TATACONSUM,604.29,0.7142006942765616,0.04660924659274876,2059.92
LICHSGFIN-RAINBOW,597.89,0.6702031639276155,0.05421044412317447,2057.72
AMBUJACEM-CHOICEIN,486.57,0.9350903026427453,0.05514144441959305,2057.52
BAJAJHLDNG-HDBFS,464.3,0.9163673227852452,0.015553357899410265,2056.58
JUBLINGREA-OLECTRA,586.85,0.8915353349072694,0.01392781703085553,2055.62
KPIL-VBL,571.92,0.7491677506062934,0.13825278664008728,2055.36
JSWCEMENT-KEI,524.55,0.7781906547543967,8.206612687233743e-05,2054.09
CGCL-PHOENIXLTD,365.24,0.6903548585561595,0.17486812321370993,2053.36
GABRIEL-VIJAYA,506.56,0.8507426385524605,0.013655646388828314,2052.85
ASAHIINDIA-JKTYRE,562.1,0.7721026059673614,0.08161825668276596,2052.55
EMCURE-ZENTEC,554.74,0.6724477102554904,0.03212488340295122,2040.55
CCL-POWERGRID,491.22,0.8492160311648698,0.006751007451677537,2032.12
ABFRL-JUBLFOOD,616.49,0.8820796603513362,0.09280461223359432,2027.8
CHOLAFIN-MARUTI,568.4,0.841596377999361,0.04301033272439052,2022.54
ATUL-VTL,427.47,0.8515887401361655,0.06876246253469721,2016.58
GMRAIRPORT-MAPMYINDIA,527.12,0.6976903175421038,0.03693097704952733,2015.61
IREDA-SOBHA,591.15,0.7760964393889527,0.1644211214479832,2015.1
INDIAMART-KEC,539.04,0.7501376395074845,0.03899546318923641,2014.05
SONACOMS-STARHEALTH,512.57,0.8964735862500179,0.0017952615927501153,2013.5
ABCAPITAL-GRAVITA,436.92,0.8109699156454706,0.0690255734008674,2007.95
ASAHIINDIA-INDIAMART,436.4,0.8648148760044293,0.041755195267186476,2006.67
CHALET-INDIGO,395.77,0.9054482060946951,0.0007302251659593172,2005.17
CUB-SHREECEM,518.22,0.862488449618628,0.04854774316849162,2004.21
PINELABS-RVNL,473.59,0.8751506196044034,0.04286238691770697,2002.88
ACE-AEGISVOPAK,550.26,0.7279709786776486,0.035897029564593,1994.3
BAJAJFINSV-ICICIBANK,501.53,0.891390971957278,0.10442574209040467,1991.53
JSWINFRA-USHAMART,400.46,0.787574222193659,0.003723722387879147,1990.36
CGCL-KPIL,528.09,0.6876664174718206,0.06665742961475034,1987.52
STARHEALTH-TATAPOWER,415.62,0.8524824226360479,0.11006674274334571,1975.79
BAJAJHLDNG-KOTAKBANK,373.47,0.8918907793526895,0.0947322634136839,1972.1
ICICIGI-MFSL,352.92,0.7166043366545903,0.11673197920590489,1967.55
IOB-VMM,492.63,0.6910038361647202,0.017956921202499476,1966.94
3MINDIA-LICI,573.7,0.818627643669901,0.038774111615094836,1965.65
BHARTIHEXA-PRESTIGE,503.4,0.7866409038871937,0.07007712927175726,1963.49
BBTC-DEVYANI,291.5,0.9010150524413082,0.02102347004942428,1960.91
ABSLAMC-JSWENERGY,421.33,0.8283658487838874,0.021395030633087182,1958.07
ABLBL-UPL,518.41,0.8585682305411791,0.0014793064897142614,1956.56
ATHERENERG-CPPLUS,594.01,0.9472789034438841,0.014287381787236573,1953.38
ANANTRAJ-BAJAJHLDNG,575.21,0.8722663364954849,0.0007592770137401301,1947.41
