Pair,Half_Life,1D_Pearson,1D_ADF,Net_PnL
AADHARHFC-MOTILALOFS,464.51,0.6615502170212815,0.00010540699416675432,658.28
GODREJCP-SHREECEM,603.94,0.8769531814190962,0.11858453054011031,658.21
ERIS-VMM,518.56,0.7980582180327132,0.01808893175404473,656.02
BAJAJHFL-INDIAMART,487.78,0.8037702579241908,0.12564266953229458,648.69
GODREJCP-INDIACEM,473.24,0.8287868956695417,0.17881734467875354,644.45
LALPATHLAB-NEULANDLAB,417.89,0.8019503983990676,0.14900448893851065,644.03
KAJARIACER-OBEROIRLTY,559.91,0.7714794828996402,0.10217052345746869,642.66
ACE-EIDPARRY,603.67,0.6638323267342005,0.06876594818893468,641.28
BHARTIHEXA-EIDPARRY,598.29,0.8512594120373911,0.017854351812839845,641.24
HOMEFIRST-ULTRACEMCO,537.72,0.7176274306997787,0.08937886978901266,635.28
ABLBL-INDIGO,601.26,0.850482190618602,0.0872669042546777,633.67
CGCL-COHANCE,582.78,0.7188554177108861,0.10689980908266783,633.27
ABSLAMC-THERMAX,523.96,0.8774238765036285,0.12223049611045206,628.48
ABFRL-BIKAJI,593.26,0.7951567460670759,0.09581833960785346,626.39
BAJAJHLDNG-LICI,422.25,0.9060041000920029,0.0633870183727063,625.22
MGL-UCOBANK,569.7,0.6843585905166817,0.13429670871244814,625.2
GMRAIRPORT-ITCHOTELS,533.6,0.7674474798939234,0.042889717611088604,622.2
HDBFS-RITES,508.09,0.8807506431251563,0.1384105068643109,621.01
GICRE-KAJARIACER,465.13,0.6823746278352154,0.038094998191213356,620.18
BAJAJFINSV-HDBFS,564.99,0.9069725486122708,0.1874869408481062,617.3
GMRAIRPORT-SAPPHIRE,484.89,0.8343851322645859,0.0012280234294018378,616.02
CANFINHOME-INDIGO,587.73,0.7810423967297935,0.003042336906538818,615.79
ALKEM-PIIND,440.05,0.7335038356675357,0.0014172251660657484,610.4
CAMS-PHOENIXLTD,605.57,0.7756151253591576,0.13738650810515896,608.73
CANFINHOME-JUBLFOOD,518.82,0.7501791031310192,0.01231128755826996,603.82
ASAHIINDIA-INDIGO,462.67,0.9021146376056848,0.0043601928350894496,603.31
HDFCAMC-NYKAA,579.18,0.8303459772519068,0.022465131376525435,603.03
CASTROLIND-SIGNATURE,527.73,0.6904363766971598,0.0030791010830032786,602.33
JKCEMENT-RAMCOCEM,549.71,0.6520353289390823,0.01888974654240789,602.09
BHARTIHEXA-RITES,604.94,0.6717044389831838,0.1675510444734712,600.68
3MINDIA-JUBLFOOD,419.16,0.7779127267086937,0.04570071372344555,600.54
CGCL-JUBLINGREA,420.93,0.8614324504195602,0.005196923279148165,597.21
CHALET-LODHA,506.13,0.9164828712574082,0.01176480494966043,593.61
EIHOTEL-LODHA,439.56,0.8368024082870716,0.05777475906185757,592.6
GODIGIT-RELIANCE,365.24,0.6703742160952932,0.11188654075775228,587.17
SAREGAMA-TATACOMM,582.12,0.7001151834649829,0.05568168010973065,578.83
CRAFTSMAN-GODREJIND,489.27,0.748311303085013,0.05008019581109246,578.61
GMRAIRPORT-IDFCFIRSTB,603.2,0.6687319733004098,0.029227368051268767,576.98
JWL-RAILTEL,531.63,0.7722946124352589,0.02468001145659378,573.33
ABLBL-ACE,351.33,0.7779843174853642,0.050101860989526764,563.54
IGL-INTELLECT,550.85,0.9105682858090844,0.10122327736055303,562.34
AIAENG-MANAPPURAM,593.31,0.7109053018548676,0.002224089381585194,561.46
NIVABUPA-VBL,471.11,0.7924820577029416,0.040448995771369886,560.9
MARICO-RRKABEL,603.28,0.8393795648201442,0.01649579300860184,558.95
CGCL-ITI,386.19,0.7471741499841827,0.10985944247936091,555.47
PIDILITIND-TATACONSUM,519.85,0.7810432349939087,0.011199488309366418,554.7
BIKAJI-IREDA,497.6,0.8252226365141025,0.07145902241679766,553.72
BHARATFORG-ENRIN,559.34,0.6556550992670981,0.05560984464449311,551.95
ASAHIINDIA-SWANCORP,436.48,0.9411778194391817,0.005804351545731927,547.41
CHOLAHLDNG-MAPMYINDIA,523.28,0.8497250158945873,0.18691086141386498,543.99
BHARATFORG-SCHNEIDER,600.6,0.8847826506948552,0.14267004028302221,543.0
AFCONS-JUBLPHARMA,529.6,0.9013365203881429,0.06409874387348918,536.9
ABCAPITAL-NBCC,599.25,0.718580661717346,0.15399045221370355,536.81
LALPATHLAB-LAURUSLABS,463.47,0.7904322422845165,0.028966395760113416,534.43
ABLBL-RHIM,438.57,0.8179404580921016,0.024964754743268567,528.39
ABFRL-LODHA,373.8,0.9269613229573994,0.055181759937555516,527.35
ACC-INDIGO,541.89,0.9092264568685289,0.0242427833223405,523.9
ABLBL-AMBUJACEM,559.14,0.8203547418915509,0.06508261509508892,523.53
ABBOTINDIA-BERGEPAINT,418.44,0.7085688024380034,0.1440011813517323,521.99
BAJAJHLDNG-POONAWALLA,545.41,0.79825276854487,0.13637665797457454,520.02
ACC-AMBUJACEM,164.33,0.9806749309433773,0.0012508242886722742,519.79
JMFINANCIL-TATACOMM,468.39,0.7416677474377343,0.1739008721998161,519.69
HDBFS-IRCTC,576.32,0.9202520086146003,0.07223051121591524,516.2
KPRMILL-NCC,607.72,0.7533174499510764,0.018501052857743994,515.97
MSUMI-SOBHA,471.34,0.8183605020133687,0.14516168260961176,515.06
CASTROLIND-IRCON,533.28,0.6626778770326033,0.007259910193814942,513.32
NYKAA-VIJAYA,506.14,0.6596305709794618,0.09117622269691017,512.57
GMRAIRPORT-SIGNATURE,590.24,0.8379681655804159,0.0013365572676170162,510.77
SCHNEIDER-TIINDIA,524.24,0.8414641855798357,0.06394595516278878,510.72
AIAENG-ANANTRAJ,462.09,0.6629790125419361,0.02498195293807693,510.59
AIAENG-HOMEFIRST,467.83,0.6679558034341352,0.018928378443241103,503.71
HEROMOTOCO-TBOTEK,606.7,0.8119000041116696,0.08339440807005688,501.89
BALRAMCHIN-SCHNEIDER,510.01,0.9429711786761739,0.0019575029004935663,497.2
ABCAPITAL-NH,397.17,0.8304813157374932,0.0005396863914650556,496.01
KPIL-SONACOMS,566.41,0.6804314800870966,0.1268956710786449,490.12
BAJAJHFL-RPOWER,491.38,0.9136195632588439,0.12247303363628109,486.95
LINDEINDIA-SCHNEIDER,535.69,0.890252436827347,0.10700369873549098,475.28
BHARTIHEXA-IRCTC,492.24,0.8790599324829911,0.013605464817676383,470.55
IGL-PHOENIXLTD,562.47,0.6865018294774853,0.16637021723566453,468.98
GRANULES-HONASA,606.69,0.8871190581297786,0.06640971305967414,468.0
JUBLINGREA-PNBHOUSING,470.37,0.911360744725462,0.007360633695676278,467.01
CGCL-SUMICHEM,457.52,0.8314241855108074,0.008484691771593085,466.91
ABLBL-ZEEL,502.32,0.8015891337235922,0.11930918732047707,465.35
ASTERDM-BHARATFORG,618.6,0.7712423237472379,0.16952226449023905,462.66
INDGN-JMFINANCIL,592.95,0.8375860800443193,0.009298359045560764,461.01
COROMANDEL-JKTYRE,416.29,0.8718982160855523,0.1253297055458793,459.76
360ONE-ASIANPAINT,556.06,0.7507636167694395,0.060814562450784586,457.42
JSL-UCOBANK,522.04,0.7526997740706673,0.0030131831460759157,452.23
ANTHEM-SCHNEIDER,609.63,0.8892913859451366,0.07046414538201498,445.35
ASAHIINDIA-TBOTEK,538.1,0.9236725105071767,0.035727947131859825,444.88
GODREJCP-KOTAKBANK,507.59,0.8830578675927568,0.10361468374802107,444.31
AEGISVOPAK-ITCHOTELS,565.04,0.9160394524052816,0.029596121684149188,439.91
JSWINFRA-TATACONSUM,472.68,0.6606863216740452,0.006665357076775776,437.64
DEVYANI-LODHA,493.57,0.9402161854081754,0.00021550312818768453,436.06
BAJAJHLDNG-GODREJCP,522.38,0.8003005201438635,0.14558174429945803,430.62
APARINDS-CUMMINSIND,577.86,0.9611061266307527,0.0022327561520976333,426.78
BALKRISIND-CEATLTD,546.73,0.7857359525148523,0.0282320061720041,423.24
NAM-INDIA-SCHNEIDER,560.53,0.7997375541615003,0.11929651067961228,423.04
ABLBL-PAYTM,541.91,0.9092556627217362,0.0010420199869551105,421.78
JSWINFRA-NUVAMA,536.51,0.810131129760718,0.008541094962305951,419.08
ASAHIINDIA-IRFC,580.89,0.8566226572513835,0.046239350477867,418.06
CESC-USHAMART,457.39,0.8442393429839712,0.01962774132140611,417.22
HDBFS-SONATSOFTW,460.9,0.9253619153288751,0.04846769276838873,408.83
CCL-LUPIN,509.98,0.8017940270281835,0.03389603739185075,406.96
CASTROLIND-PRESTIGE,557.41,0.7010344831923934,0.005200641022923798,405.75
IREDA-JUBLPHARMA,589.88,0.8559758962075565,0.05872622099661615,405.25
USHAMART-ZYDUSLIFE,540.84,0.6926614045525848,0.15507389113234699,405.22
3MINDIA-CHOLAFIN,598.68,0.8289293917753259,0.009374680893722271,400.15
CASTROLIND-IRFC,502.92,0.6945400566287001,0.006483950455700711,399.85
HINDPETRO-KOTAKBANK,499.04,0.958024136191348,0.0001884324741921104,396.22
INDHOTEL-IRCTC,559.36,0.9196469217615011,0.06260894469070075,393.0
ANURAS-SUMICHEM,470.33,0.7058511427655384,0.0012118275290330532,391.77
STARHEALTH-ZENTEC,432.68,0.8515733414241101,0.012779752080781876,390.98
BHARTIHEXA-INTELLECT,431.61,0.7137738203988667,0.1078864452024274,389.69
GICRE-NYKAA,421.49,0.6866844791796384,0.04531274585162646,389.1
AADHARHFC-SUMICHEM,424.9,0.7064703348691479,3.6944318982730926e-05,388.86
ABLBL-CHOICEIN,611.6,0.7700374918575505,0.060673378909901286,386.72
ATUL-IGIL,452.38,0.6944047459243369,0.03260337724146561,384.87
ASAHIINDIA-SAGILITY,616.36,0.8480377370263852,0.07213322872223112,380.49
ERIS-INDIGO,517.41,0.7670201659933386,0.007712714365323469,378.85
BHARATFORG-CUMMINSIND,492.91,0.8579655830292937,0.11006660459138012,377.14
BHARTIHEXA-BRITANNIA,563.24,0.7010285020859022,0.13578614953594503,373.44
KPIL-RBLBANK,585.76,0.752756176380429,0.008462786312349079,372.31
JYOTICNC-KFINTECH,547.1,0.8985114663904463,0.007584383410932923,370.78
CASTROLIND-HINDPETRO,598.2,0.6979201904483813,0.0003945016880323142,367.84
3MINDIA-ABFRL,579.11,0.7309518221181087,0.1447238174403258,364.1
AUBANK-LTF,432.64,0.7493670240907019,0.11167417219725934,362.22
ASAHIINDIA-EIDPARRY,529.8,0.8835860710739473,0.18696167650125606,361.14
PFIZER-UTIAMC,614.96,0.6554936108432091,0.008761686271272348,358.81
FORTIS-MARICO,458.64,0.7410760985081407,0.01779907254901731,353.9
NHPC-SJVN,608.01,0.7612500599517259,0.03200414794250495,352.81
ENDURANCE-PIDILITIND,510.37,0.8248280662636532,0.01270078978569699,350.63
HDBFS-PRESTIGE,531.88,0.9307336406675916,0.035402512799501476,348.6
BRIGADE-RITES,555.37,0.8846233545186094,0.09983057225204595,345.59
JSL-RECLTD,577.36,0.7042336565652327,0.009751640099884265,340.96
RHIM-ULTRACEMCO,560.28,0.6752047426897106,0.11900958840196091,338.74
GODREJIND-YESBANK,325.15,0.8708696920203305,0.08330921627687193,333.45
PIIND-SBFC,573.76,0.8036603882486898,0.005083548261767014,332.01
HYUNDAI-UNITDSPR,601.4,0.7570529644781463,0.1623442532813214,323.05
NBCC-SONATSOFTW,550.61,0.9521265156932819,0.015383177178978769,321.33
BHARTIHEXA-INDHOTEL,495.57,0.8456092141081933,0.020535037939084712,319.58
ABBOTINDIA-CIPLA,481.42,0.8312923753341911,0.015309469182813758,309.6
CHALET-COROMANDEL,514.58,0.8420736958838315,0.08893947067410812,308.07
GODIGIT-JYOTICNC,429.88,0.7643247792377225,0.027038601384223662,298.72
CHALET-NBCC,349.94,0.8744154137763871,0.09589009339446553,296.75
KOTAKBANK-SHREECEM,540.46,0.8531017499073834,0.13450694000575458,293.19
ETERNAL-INDIACEM,611.66,0.8039714275806463,0.00011481633824523501,292.84
IOB-RHIM,364.0,0.7946068212096196,0.0050320538562563825,292.02
AADHARHFC-TATAINVEST,382.84,0.7377061091310956,2.339278181102251e-06,290.1
AEGISLOG-IGL,611.87,0.7658838455091729,0.14226326893792357,290.04
LICHSGFIN-USHAMART,564.85,0.805506506410349,0.0020175348754036338,289.41
PCBL-ZEEL,574.64,0.8831992481897735,0.002281255415271744,289.36
CCL-JSWENERGY,612.39,0.6943326866665134,0.09861697894963345,288.86
GODREJCP-TATACAP,536.61,0.8521405567221111,0.040705920856296526,284.31
GPIL-NLCINDIA,506.85,0.8471567404066908,0.11575387487177091,277.22
BATAINDIA-GODREJCP,601.89,0.8391301243960356,0.02915245479034363,272.63
IPCALAB-SOLARINDS,619.13,0.6741398856825934,0.008077545477197839,272.19
ANURAS-LAURUSLABS,559.2,0.7018105996502331,0.0144121130012184,270.22
3MINDIA-HYUNDAI,581.69,0.8249224721185093,0.01477645607944255,267.09
BBTC-BPCL,616.8,0.9138330434012103,0.045837047938965494,263.63
ICICIBANK-RAMCOCEM,509.81,0.8644360472908371,0.00508911903994449,263.35
BEML-NH,554.76,0.7543324050178692,0.07949478845502744,262.09
LINDEINDIA-TENNIND,575.07,0.7709324502125549,0.14008545402313838,261.72
INDIACEM-SOBHA,595.35,0.7937581609334895,0.003112014912150427,256.8
SARDAEN-VTL,585.69,0.8161747175220854,0.05596185937502729,256.32
ITI-JUBLPHARMA,351.44,0.8443143016059157,0.00459820992215176,252.26
INDGN-JUBLINGREA,588.91,0.8407497682979552,0.005402724689237936,240.93
ATUL-RKFORGE,447.93,0.7684032788134112,0.04622432608757698,238.16
CAMS-WELSPUNLIV,529.01,0.786490991502749,0.06761841100001315,237.82
ABBOTINDIA-NUVOCO,486.26,0.7316952811408654,0.057723906608401127,237.81
BEML-DEEPAKNTR,424.86,0.9005076363692776,0.000518353338188118,235.96
SCHNEIDER-STARHEALTH,555.48,0.8668729149982889,0.037250956239936794,234.46
IOB-JMFINANCIL,598.75,0.701493769223336,0.0864882601040291,233.52
APLAPOLLO-THELEELA,606.72,0.7221121030409581,0.06200195212185387,231.89
NH-NUVAMA,501.69,0.8091942043288362,0.0030412373067015917,224.25
CANFINHOME-SWIGGY,497.5,0.7359743501379234,0.027988312848973153,219.15
ATUL-STARHEALTH,380.26,0.7825042871113309,0.020953488985650866,216.76
NLCINDIA-SAILIFE,613.53,0.7899024554101094,0.08730582512182034,214.45
STARHEALTH-TIINDIA,360.0,0.8400038836274641,0.03039894520014689,205.92
AIAENG-GRASIM,452.21,0.6577631716599548,0.009823709861495191,205.56
CASTROLIND-RITES,541.83,0.6774766995873589,0.013318223694227431,199.69
NH-PPLPHARMA,534.85,0.8813562661556836,0.0012144585068606026,198.8
JSWINFRA-MAZDOCK,583.8,0.7297349549635154,0.009665808880674262,198.48
BHARTIARTL-INTELLECT,612.0,0.8369277869639684,0.07385813518838169,198.07
CASTROLIND-SOBHA,417.86,0.7184493393661898,0.0027350795608296896,195.4
GLAXO-MRF,594.54,0.66927957292806,0.1680331826923534,193.47
GMRAIRPORT-PIIND,590.33,0.736097248200207,0.01769266125823498,193.28
HDBFS-POONAWALLA,544.07,0.8007133362486628,0.17608712631055595,193.2
NBCC-VMM,574.95,0.9166759262707085,0.014281463348123791,192.0
LUPIN-SAILIFE,577.46,0.7112927614214581,0.09337705093784654,191.48
BBTC-COROMANDEL,531.12,0.8928610701191109,0.08089011001266483,189.2
ERIS-JUBLPHARMA,566.14,0.8034837964350512,0.06695040449010804,184.52
DOMS-TRIDENT,550.5,0.7686417862067575,0.1024329242056009,183.44
INDIAMART-UTIAMC,449.95,0.7992968006714111,0.03637107942014363,182.81
BALRAMCHIN-SAILIFE,602.46,0.9081213899324002,0.003188821476832447,182.51
CGCL-JPPOWER,585.4,0.8529574595470842,0.002673925314399673,176.84
CARTRADE-LTM,602.54,0.9567937008879909,0.022830842101489706,176.04
AMBUJACEM-BPCL,588.02,0.9301176153223816,0.15406311760077718,174.66
BAJAJHFL-EMAMILTD,579.8,0.9238387965086651,0.04369295744763663,174.66
IGIL-IRB,419.71,0.6611154905159955,0.07547450969478675,170.68
CEMPRO-INDGN,443.56,0.8903709691274367,0.10207789496094016,170.19
NH-PIDILITIND,493.55,0.8016314766769215,0.010584991671656808,170.11
NUVOCO-PAYTM,617.27,0.8579839756644623,0.10029656697557282,166.35
ABLBL-BHARTIARTL,574.52,0.8504052918763738,0.015091406991166857,159.35
TEGA-WIPRO,550.88,0.8331656918769091,0.04746803352891867,156.15
KIMS-MARICO,510.69,0.7370627107921977,0.005931321129406148,155.62
KOTAKBANK-UNOMINDA,503.86,0.8868932296321262,0.04767644522063204,155.57
NIACL-TATAINVEST,448.76,0.8624061092877368,0.045862979908242826,153.67
ADANIPORTS-LALPATHLAB,536.55,0.8306038903689659,0.0175721093289542,151.57
EMCURE-ICICIAMC,591.36,0.6551280236095673,0.17153097939782053,148.52
PHOENIXLTD-TATACONSUM,564.55,0.7777862899242071,0.04683884283077328,147.23
ICICIAMC-TATASTEEL,606.76,0.9072441344576886,0.007913474967714561,146.09
BAJAJHLDNG-LTF,374.57,0.8970830537884351,0.09270305919059396,145.98
AEGISVOPAK-GAIL,538.09,0.8340974567672269,0.05459569661816598,145.18
JUBLPHARMA-PARADEEP,533.27,0.9113512292951774,0.09563196856064421,143.18
INDGN-LICHSGFIN,514.27,0.7636912321146626,0.023108192027952813,141.1
PAYTM-PHOENIXLTD,496.82,0.7824780942080575,0.07945747841973966,139.06
GRANULES-NLCINDIA,561.13,0.9411268544921765,0.0015316232601250406,133.84
JSWSTEEL-MAHABANK,546.06,0.878435076211692,0.12221507255527186,132.59
HDFCAMC-NCC,581.63,0.7139691476784241,0.1331101483615733,128.55
BIKAJI-JSWINFRA,558.97,0.6876808647017219,0.09799981677842756,121.69
BALKRISIND-RAMCOCEM,282.75,0.8872856049774492,0.004467633611796234,120.91
FLUOROCHEM-INDGN,551.7,0.7742517729356734,0.05528211222638664,120.09
JKCEMENT-PHOENIXLTD,562.8,0.7149384993572738,0.014979875801347398,118.72
AEGISLOG-HONAUT,586.19,0.8424116478152756,0.022255191517921668,117.38
RITES-SOBHA,559.53,0.859447338526556,0.05576959240402527,116.51
BAJFINANCE-MEDANTA,592.51,0.6523312685344774,0.146741754538952,110.15
NH-VBL,514.31,0.7776489561032665,0.027201180767076352,108.89
ANURAS-FLUOROCHEM,411.12,0.8190991207983571,0.00013539612687627715,106.52
PCBL-ZFCVINDIA,588.14,0.7228436358401779,0.0026166381518822677,103.92
AEGISVOPAK-BATAINDIA,594.49,0.9023058549252927,0.02341368961972104,99.42
INDIAMART-TATAELXSI,499.52,0.7577929025919345,0.020826586840386543,97.04
GAIL-HOMEFIRST,605.59,0.7751079436000516,0.026475256254924476,97.01
ABCAPITAL-CHALET,587.53,0.6876537329361039,0.18130129602313294,96.85
CASTROLIND-LODHA,434.47,0.7831010155697344,0.000765792004201596,93.96
INDIAMART-UNOMINDA,610.9,0.7375390607513213,0.057150474561655354,90.3
HYUNDAI-SWANCORP,591.28,0.9266616351882861,0.0858692693461533,87.59
OBEROIRLTY-OLAELEC,607.57,0.8746574171486716,0.01389507227367872,87.06
GMRAIRPORT-UTIAMC,574.07,0.7895931154837972,0.04203805175415949,86.2
CGCL-OBEROIRLTY,485.96,0.8222913404117396,0.027788996103500805,79.7
IEX-MPHASIS,567.38,0.7673098037984809,0.010379955159873284,78.02
APOLLOHOSP-BHARATFORG,613.11,0.9043865153379533,0.15876385918618785,73.62
AEGISVOPAK-MSUMI,606.96,0.8824057489507713,0.0059908461850566,71.57
BBTC-CHOLAFIN,464.13,0.8565884908591428,0.011244442221585367,71.25
CHALET-GILLETTE,490.28,0.6776293430830158,0.1843466162419456,66.53
CHALET-CUB,551.12,0.7966049429556443,0.020449619774631195,65.34
IRCTC-KOTAKBANK,541.45,0.9361451886374247,0.04333027606724477,59.23
LALPATHLAB-NUVAMA,564.83,0.7326967542318844,0.0971423838361728,56.6
ABCAPITAL-GRASIM,435.04,0.730616195482079,0.1392898191309332,56.07
CGCL-NSLNISP,559.35,0.7130057933308136,0.0441639486595001,55.86
AUBANK-NUVAMA,587.92,0.7120658830456597,0.048379167768071794,54.83
ABLBL-EIDPARRY,411.3,0.9089043156287852,0.02498544057838326,54.36
CANFINHOME-CRISIL,345.05,0.7724442762281034,0.037500064886073374,53.61
BAJAJHFL-SBFC,586.5,0.8500487194662558,0.032029100632418615,48.48
JSWINFRA-TRENT,610.59,0.7461322595736187,0.0009125907544000698,46.95
AEGISVOPAK-EMAMILTD,618.2,0.8788426465318347,0.016114385608700908,45.84
ANURAS-DEEPAKNTR,552.33,0.7215157493331124,0.006108157605547759,45.02
3MINDIA-MFSL,591.36,0.7406166185684705,0.08378773546207924,43.62
INDIACEM-RITES,509.43,0.8212220002324361,0.007821045161895008,43.17
HINDUNILVR-SOBHA,590.38,0.8509721548972391,0.008046359902636127,42.03
HBLENGINE-INDGN,608.73,0.8008634569036708,0.06395441547750354,38.9
ITI-NEULANDLAB,603.56,0.6936556681275284,0.11084015412677678,37.57
3MINDIA-IDBI,509.15,0.9009458047128245,0.004157113263604119,36.86
NHPC-URBANCO,474.55,0.8173267903594632,6.386605795910879e-05,32.88
AEGISLOG-HINDPETRO,528.57,0.7476431145112233,0.12857925083380983,32.0
DATAPATTNS-VTL,585.31,0.9298952195435279,0.004494992499383886,29.25
CRAFTSMAN-VIJAYA,601.87,0.7865447034669015,0.032997613346483136,26.11
ITCHOTELS-KOTAKBANK,558.6,0.9396839388878817,0.009464543641395857,24.63
NMDC-WOCKPHARMA,553.14,0.6780293886450239,0.022056257857702516,23.4
IDEA-MEDANTA,532.0,0.8530536769429443,0.06250054027542404,22.53
BALKRISIND-HDFCBANK,521.86,0.7018778839660307,0.11591636798233584,20.31
INDIAMART-LEMONTREE,487.94,0.7188530971990903,0.11998894743218735,19.77
BHARTIHEXA-IGL,590.7,0.8134616302064978,0.032230732525466474,17.33
DALBHARAT-EIDPARRY,365.29,0.7238831626963135,0.13299301125382906,13.32
ABLBL-BIKAJI,524.72,0.8412545904062326,0.0028845199187833245,12.81
CHALET-SONATSOFTW,495.81,0.912614524322005,0.013557683640400898,12.67
ACC-SAPPHIRE,378.97,0.8923361972400802,0.16270071964540256,10.03
RHIM-SBFC,565.04,0.758348054294956,0.11204222622299292,8.3
ERIS-EXIDEIND,505.58,0.7273408790563913,0.11984850296715122,7.9
LTF-NEWGEN,604.52,0.7546738322196974,0.10356615993741314,1.31
ACE-MEDANTA,541.43,0.7302727099896867,0.1102193211490457,0.2
COROMANDEL-MRF,486.27,0.877976869089435,0.09564445240980401,0.0
MRF-UTIAMC,435.22,0.9370975255774593,0.0009358586111410247,0.0
BAJAJFINSV-MRF,596.75,0.9012516540675626,0.17095037018413983,0.0
MRF-PFIZER,371.14,0.7281837812029325,0.0845790186455797,0.0
INDIAMART-MRF,414.99,0.8077902789206491,0.013920817669011726,0.0
ICICIGI-MRF,523.53,0.8807554970855367,0.0790473702647449,0.0
ERIS-MRF,463.23,0.8007778684117977,0.03678914677758757,0.0
ABFRL-MRF,612.6,0.8606053501029945,0.12899914463031575,0.0
MEDANTA-PIDILITIND,537.02,0.7693721488498003,0.09516830837954238,-1.41
ICICIGI-LICI,597.61,0.8514395613526947,0.04399907016284805,-2.66
CIEINDIA-PFC,574.82,0.8844667043022069,0.03705947841330838,-2.74
GLAXO-UNITDSPR,459.56,0.7419268573689566,0.04317779833460044,-3.92
COROMANDEL-TATACAP,469.32,0.7480003435322425,0.13134428216422606,-4.66
ABCAPITAL-CAPLIPOINT,434.87,0.7452130827784352,0.05258432506489187,-10.48
ABCAPITAL-NEULANDLAB,426.89,0.702518858577537,0.07231743126787155,-15.11
IGL-SWANCORP,469.01,0.9340804927677975,0.03660995771279971,-18.41
SOBHA-YESBANK,575.37,0.8378073194800729,0.1017375884325818,-19.13
COROMANDEL-KEC,463.25,0.8448369801458657,0.14942610147349766,-26.16
NMDC-SHYAMMETL,500.18,0.7309815669875087,0.1264554189652583,-26.58
EIHOTEL-NBCC,566.8,0.8921018734320605,0.008410073076556968,-26.87
PATANJALI-SAPPHIRE,605.08,0.8589611297712157,0.09645002377198558,-28.43
ABCAPITAL-PRESTIGE,572.16,0.7763141029455087,0.14844447118402343,-28.63
BEML-CAPLIPOINT,444.46,0.6804508543889878,0.18704563663913693,-29.95
CHOLAHLDNG-RITES,617.6,0.8678774039754173,0.05513210127120273,-32.23
AEGISVOPAK-INTELLECT,488.73,0.8506429120525498,0.17369035510321207,-32.43
LTF-RITES,413.11,0.9286498225107304,0.001022816089614176,-33.53
INDIAMART-REDINGTON,599.96,0.8211681858693773,0.004410996457335828,-34.57
ACC-ESCORTS,367.82,0.9392373329213456,0.09392757922695288,-38.05
NMDC-THERMAX,582.76,0.7951893859532441,0.021967950008579543,-40.35
GMRAIRPORT-RAILTEL,612.32,0.7751704924429496,0.009158294952212088,-43.43
JBMA-PAGEIND,473.99,0.7754715107939139,0.013015546255821499,-45.28
CDSL-TTML,542.99,0.8919776821843475,0.02764463402237588,-45.78
BBTC-EMAMILTD,411.07,0.9422968703476005,0.0715004843786825,-47.2
INDIACEM-SHREECEM,410.31,0.9183797985739892,3.5020111502943428e-06,-48.07
BRITANNIA-HAVELLS,466.96,0.8905961333589518,0.019676083169776624,-48.51
ABCAPITAL-VMM,601.13,0.8057079493526969,0.009174325697754749,-51.2
CCL-THERMAX,585.26,0.7907736379741771,0.08013312099450931,-51.58
NMDC-RBLBANK,571.72,0.7370313707405176,0.046941158637009116,-52.19
BAJAJHLDNG-SBFC,545.7,0.7534840580074226,0.08884705555265848,-52.38
SAILIFE-SUNPHARMA,556.91,0.6629239143380359,0.06772541425627392,-52.93
BIKAJI-INTELLECT,415.85,0.8631933006773559,0.042949095900887586,-55.24
DLF-PRESTIGE,328.25,0.9784679870368286,0.0009507077953553808,-56.69
ALKEM-BALKRISIND,563.43,0.6523605143771087,0.010545756316347629,-58.04
GODREJCP-RAMCOCEM,568.34,0.8559438086652468,0.08107905310370567,-58.4
AIAENG-GODREJIND,508.61,0.6550321743145204,0.01639896563682883,-64.76
IEX-TATATECH,552.47,0.7008547537922492,0.11609006935465,-66.06
CGPOWER-ENRIN,592.5,0.8905775492500135,0.006740023328584519,-66.27
JSWINFRA-NIACL,573.87,0.7433184050714935,0.0013110953589299454,-66.9
ACE-ANANTRAJ,601.62,0.6793497289227962,0.07583974315269885,-69.18
CHALET-CRISIL,484.43,0.806384398327006,0.08774913357941894,-69.69
RAILTEL-RITES,198.11,0.9534508509164022,0.11002497789242266,-70.97
GRAPHITE-TATASTEEL,577.15,0.9053836032372377,0.07533491026385694,-75.65
DALBHARAT-SWANCORP,594.51,0.797081151759163,0.03967689898136249,-75.85
DEEPAKNTR-MEDANTA,551.22,0.7927524002998677,0.012422910992205669,-81.06
CASTROLIND-EMAMILTD,558.03,0.6721470967389724,0.00340691342850149,-81.07
DALBHARAT-RHIM,413.15,0.8040384700420458,0.056940993501492065,-81.82
GICRE-GROWW,472.18,0.7336503267976127,0.009019310081457685,-82.34
EMCURE-GVT&D,617.2,0.7186504295147356,0.13333327410094492,-92.63
CHALET-IKS,567.21,0.7228971133092038,0.12395241849179206,-94.0
3MINDIA-DABUR,615.1,0.8578177174057879,0.02987416972214725,-96.98
CAPLIPOINT-IDEA,578.99,0.8162662171660033,0.07117905336014493,-101.0
PIIND-POONAWALLA,600.2,0.7174044931364171,0.04215239440965189,-102.22
CHOLAHLDNG-CONCOR,517.26,0.784291922304739,0.11617189764626207,-103.45
HDFCLIFE-SBICARD,481.7,0.9547227826783474,0.17722644034791352,-104.17
AIAENG-HAL,487.1,0.7059805981917726,0.01466341215806844,-112.85
ABSLAMC-ENGINERSIN,569.28,0.7681836722301567,0.10193364627828105,-114.19
