symbol_a,symbol_b,pearson_rho,t_stat,p_value,n_obs,rank
JUBLFOOD,SONATSOFTW,0.145253,30.8405,0.0,44132,35815
JBCHEPHARM,MAZDOCK,0.145248,30.8396,0.0,44132,35816
BELRISE,WELSPUNLIV,0.145246,30.8391,0.0,44132,35817
GAIL,TEJASNET,0.145243,30.8384,0.0,44132,35818
IOB,NEWGEN,0.145241,30.8379,0.0,44132,35819
BAJAJHFL,NEWGEN,0.14524,30.8377,0.0,44132,35820
ELGIEQUIP,PRESTIGE,0.145239,30.8376,0.0,44132,35821
HEXT,IRFC,0.145239,30.8376,0.0,44132,35822
PATANJALI,SHRIRAMFIN,0.145237,30.8372,0.0,44132,35823
KPITTECH,PCBL,0.145236,30.8369,0.0,44132,35824
CHENNPETRO,DIXON,0.145232,30.836,0.0,44132,35825
JINDALSAW,WELSPUNLIV,0.145231,30.8357,0.0,44132,35826
NAM-INDIA,SOLARINDS,0.145229,30.8354,0.0,44132,35827
HINDCOPPER,IRB,0.145228,30.8351,0.0,44132,35828
HEG,TRIDENT,0.145228,30.8352,0.0,44132,35829
BPCL,NETWEB,0.145228,30.8351,0.0,44132,35830
IFCI,NAVA,0.145225,30.8346,0.0,44132,35831
ADANIGREEN,WOCKPHARMA,0.145222,30.834,0.0,44132,35832
IDEA,KEI,0.145218,30.8331,0.0,44132,35833
TATACHEM,TMPV,0.145218,30.833,0.0,44132,35834
FSL,PNB,0.145216,30.8326,0.0,44132,35835
ACC,RHIM,0.145216,30.8327,0.0,44132,35836
APTUS,JWL,0.145205,30.8302,0.0,44132,35837
CLEAN,PARADEEP,0.145203,30.8298,0.0,44132,35838
ABFRL,LICI,0.145202,30.8295,0.0,44132,35839
INDIANB,NEWGEN,0.145202,30.8296,0.0,44132,35840
DEEPAKFERT,DELHIVERY,0.145201,30.8292,0.0,44132,35841
ASTRAL,WIPRO,0.1452,30.829,0.0,44132,35842
HUDCO,WHIRLPOOL,0.145196,30.8282,0.0,44132,35843
COFORGE,NETWEB,0.145196,30.8282,0.0,44132,35844
HINDUNILVR,IOC,0.145196,30.823,0.0,44117,35845
CDSL,EMAMILTD,0.145193,30.8277,0.0,44132,35846
EIDPARRY,NHPC,0.145191,30.8272,0.0,44132,35847
ABCAPITAL,TATACHEM,0.145191,30.8271,0.0,44132,35848
BAJAJHFL,SWANCORP,0.145191,30.8271,0.0,44132,35849
TATASTEEL,TEJASNET,0.145191,30.827,0.0,44132,35850
ENRIN,VOLTAS,0.145185,30.8258,0.0,44132,35851
ALKEM,BSE,0.145183,30.8254,0.0,44132,35852
MFSL,PIDILITIND,0.145182,30.8252,0.0,44132,35853
ARE&M,DELHIVERY,0.14518,30.8247,0.0,44132,35854
CHENNPETRO,HINDZINC,0.145179,30.8244,0.0,44132,35855
GPIL,OFSS,0.145179,30.8244,0.0,44132,35856
ICICIGI,MAXHEALTH,0.145178,30.8243,0.0,44132,35857
POONAWALLA,VOLTAS,0.145174,30.8234,0.0,44132,35858
AMBER,NEWGEN,0.145173,30.8233,0.0,44132,35859
AARTIIND,BAJAJHFL,0.145172,30.8231,0.0,44132,35860
IEX,JSL,0.145171,30.8228,0.0,44132,35861
BHEL,FACT,0.145165,30.8215,0.0,44132,35862
IOB,SARDAEN,0.145164,30.8212,0.0,44132,35863
ABSLAMC,INOXWIND,0.145163,30.8211,0.0,44132,35864
CHAMBLFERT,MMTC,0.145162,30.8209,0.0,44132,35865
ABLBL,HUDCO,0.145159,30.8201,0.0,44132,35866
AARTIIND,JINDALSTEL,0.145158,30.8201,0.0,44132,35867
BANDHANBNK,ITI,0.145154,30.819,0.0,44132,35868
BAJAJHLDNG,SHRIRAMFIN,0.145154,30.8191,0.0,44132,35869
SONATSOFTW,TIINDIA,0.145153,30.8189,0.0,44132,35870
CGPOWER,ITI,0.145153,30.819,0.0,44132,35871
APOLLOTYRE,HBLENGINE,0.145152,30.8187,0.0,44132,35872
AXISBANK,DRREDDY,0.145151,30.8185,0.0,44132,35873
VBL,WELSPUNLIV,0.145151,30.8184,0.0,44132,35874
GODFRYPHLP,KFINTECH,0.145149,30.8179,0.0,44132,35875
HFCL,NETWEB,0.145147,30.8176,0.0,44132,35876
DABUR,PARADEEP,0.145146,30.8174,0.0,44132,35877
BHEL,GESHIP,0.145144,30.8169,0.0,44132,35878
NLCINDIA,SONACOMS,0.145144,30.8168,0.0,44132,35879
HINDPETRO,REDINGTON,0.145143,30.8167,0.0,44132,35880
KALYANKJIL,SAMMAANCAP,0.145139,30.8158,0.0,44132,35881
MPHASIS,PHOENIXLTD,0.145139,30.816,0.0,44132,35882
ABB,PARADEEP,0.145139,30.8158,0.0,44132,35883
ENGINERSIN,GESHIP,0.145137,30.8154,0.0,44132,35884
AUROPHARMA,MOTILALOFS,0.145132,30.8142,0.0,44132,35885
NEWGEN,ZEEL,0.14513,30.814,0.0,44132,35886
LATENTVIEW,UCOBANK,0.14513,30.8139,0.0,44132,35887
JSWENERGY,SARDAEN,0.145129,30.8137,0.0,44132,35888
NESTLEIND,RAILTEL,0.145128,30.8135,0.0,44132,35889
BDL,TRITURBINE,0.145128,30.8135,0.0,44132,35890
LODHA,MRPL,0.145127,30.8132,0.0,44132,35891
ABCAPITAL,FIVESTAR,0.145126,30.8131,0.0,44132,35892
ICICIBANK,TATAELXSI,0.145126,30.813,0.0,44132,35893
GRANULES,SJVN,0.145125,30.8128,0.0,44132,35894
JINDALSTEL,SAMMAANCAP,0.145124,30.8127,0.0,44132,35895
IRCON,URBANCO,0.145119,30.8115,0.0,44132,35896
INOXWIND,SAPPHIRE,0.145117,30.811,0.0,44132,35897
JUBLFOOD,SYRMA,0.145116,30.811,0.0,44132,35898
ANANTRAJ,PAGEIND,0.14511,30.8095,0.0,44132,35899
FORCEMOT,HDFCAMC,0.14511,30.8095,0.0,44132,35900
MSUMI,RBLBANK,0.145109,30.8095,0.0,44132,35901
DIVISLAB,OLECTRA,0.145107,30.809,0.0,44132,35902
CHAMBLFERT,INDUSINDBK,0.145107,30.809,0.0,44132,35903
PIIND,POWERGRID,0.145106,30.8086,0.0,44132,35904
NTPCGREEN,WELSPUNLIV,0.145105,30.8086,0.0,44132,35905
LTF,UTIAMC,0.1451,30.8075,0.0,44132,35906
OLAELEC,SCI,0.145098,30.807,0.0,44132,35907
BAJFINANCE,GPIL,0.145097,30.8066,0.0,44132,35908
FORTIS,HFCL,0.145093,30.8059,0.0,44132,35909
BLUESTARCO,WELSPUNLIV,0.145092,30.8056,0.0,44132,35910
ELECON,KPITTECH,0.145091,30.8055,0.0,44132,35911
LICHSGFIN,NATCOPHARM,0.145091,30.8056,0.0,44132,35912
DIXON,POONAWALLA,0.14509,30.8052,0.0,44132,35913
CROMPTON,TECHM,0.145088,30.8047,0.0,44132,35914
360ONE,NAUKRI,0.145085,30.804,0.0,44132,35915
PCBL,TATAINVEST,0.145084,30.8039,0.0,44132,35916
RPOWER,TITAN,0.145083,30.8037,0.0,44132,35917
ACC,HINDZINC,0.145082,30.8034,0.0,44132,35918
COLPAL,KEC,0.145082,30.8034,0.0,44132,35919
PWL,RVNL,0.145081,30.8032,0.0,44132,35920
ADANIENSOL,TATAINVEST,0.145077,30.8024,0.0,44132,35921
AFFLE,JBMA,0.145077,30.8023,0.0,44132,35922
PPLPHARMA,TITAN,0.145077,30.8024,0.0,44132,35923
BANDHANBNK,SYNGENE,0.145075,30.8019,0.0,44132,35924
BHARATFORG,NAM-INDIA,0.145074,30.8017,0.0,44132,35925
FSL,JMFINANCIL,0.14507,30.8009,0.0,44132,35926
BLS,JSWSTEEL,0.14507,30.8008,0.0,44132,35927
PCBL,SONACOMS,0.14507,30.801,0.0,44132,35928
OLECTRA,VMM,0.145068,30.8004,0.0,44132,35929
BDL,MGL,0.145063,30.7993,0.0,44132,35930
GPIL,TVSMOTOR,0.145058,30.7983,0.0,44132,35931
EICHERMOT,SHREECEM,0.145054,30.7973,0.0,44132,35932
LEMONTREE,NTPCGREEN,0.145053,30.7971,0.0,44132,35933
MCX,SYRMA,0.145053,30.7972,0.0,44132,35934
GPIL,NTPC,0.145052,30.7969,0.0,44132,35935
JPPOWER,MGL,0.14505,30.7966,0.0,44132,35936
COLPAL,TCS,0.14505,30.7965,0.0,44132,35937
FINCABLES,SHRIRAMFIN,0.145047,30.796,0.0,44132,35938
MOTHERSON,TTML,0.145046,30.7957,0.0,44132,35939
ABDL,JWL,0.145044,30.7952,0.0,44132,35940
HEG,TVSMOTOR,0.14504,30.7943,0.0,44132,35941
ATHERENERG,DLF,0.14504,30.7945,0.0,44132,35942
AUBANK,TITAN,0.145035,30.7934,0.0,44132,35943
CHOICEIN,JBMA,0.145035,30.7933,0.0,44132,35944
ESCORTS,EXIDEIND,0.145033,30.793,0.0,44132,35945
SBFC,TITAGARH,0.145032,30.7926,0.0,44132,35946
LEMONTREE,NUVAMA,0.145031,30.7925,0.0,44132,35947
JPPOWER,REDINGTON,0.14503,30.7921,0.0,44132,35948
CAMS,KARURVYSYA,0.145028,30.7919,0.0,44132,35949
IRB,JSL,0.145021,30.7903,0.0,44132,35950
IOB,NAUKRI,0.145019,30.7898,0.0,44132,35951
ANANTRAJ,TATACHEM,0.145018,30.7896,0.0,44132,35952
HDFCBANK,SUNPHARMA,0.145015,30.789,0.0,44132,35953
JKTYRE,NIACL,0.145015,30.789,0.0,44132,35954
BHEL,INFY,0.145013,30.7885,0.0,44132,35955
NTPCGREEN,TECHNOE,0.145012,30.7882,0.0,44132,35956
PERSISTENT,TITAN,0.14501,30.7879,0.0,44132,35957
BAJAJFINSV,BELRISE,0.14501,30.7878,0.0,44132,35958
AARTIIND,ABFRL,0.145009,30.7876,0.0,44132,35959
JMFINANCIL,MAXHEALTH,0.145008,30.7874,0.0,44132,35960
BAJAJHLDNG,DELHIVERY,0.145008,30.7874,0.0,44132,35961
JIOFIN,PWL,0.145004,30.7865,0.0,44132,35962
NETWEB,UCOBANK,0.145,30.7857,0.0,44132,35963
BLS,DEEPAKFERT,0.144997,30.785,0.0,44132,35964
DEEPAKNTR,IFCI,0.144996,30.7849,0.0,44132,35965
GAIL,HCLTECH,0.144996,30.7849,0.0,44132,35966
CUMMINSIND,FORCEMOT,0.144995,30.7845,0.0,44132,35967
FACT,LICI,0.144995,30.7845,0.0,44132,35968
FORCEMOT,SONACOMS,0.144992,30.7839,0.0,44132,35969
EXIDEIND,NH,0.144991,30.7837,0.0,44132,35970
JSWINFRA,NYKAA,0.14499,30.7836,0.0,44132,35971
APARINDS,SIEMENS,0.144989,30.7833,0.0,44132,35972
DALBHARAT,NCC,0.144989,30.7834,0.0,44132,35973
CESC,SBIN,0.144988,30.7832,0.0,44132,35974
IDEA,RELIANCE,0.144987,30.7828,0.0,44132,35975
APLAPOLLO,FINCABLES,0.144987,30.783,0.0,44132,35976
BAJAJHFL,VMM,0.144987,30.7828,0.0,44132,35977
COLPAL,DATAPATTNS,0.144985,30.7825,0.0,44132,35978
SOLARINDS,WELCORP,0.144984,30.7821,0.0,44132,35979
DLF,NH,0.144982,30.7817,0.0,44132,35980
DEEPAKFERT,LTFOODS,0.14498,30.7813,0.0,44132,35981
CHENNPETRO,HEG,0.144976,30.7805,0.0,44132,35982
BSE,JSL,0.144976,30.7806,0.0,44132,35983
PETRONET,SBILIFE,0.144973,30.78,0.0,44132,35984
KOTAKBANK,NHPC,0.144972,30.7797,0.0,44132,35985
CONCOR,MGL,0.144972,30.7796,0.0,44132,35986
CHENNPETRO,JINDALSTEL,0.144968,30.7788,0.0,44132,35987
MCX,TITAN,0.144968,30.7787,0.0,44132,35988
AFFLE,RPOWER,0.144965,30.7781,0.0,44132,35989
UCOBANK,UTIAMC,0.144964,30.7779,0.0,44132,35990
AUBANK,IRB,0.144961,30.7773,0.0,44132,35991
ALKEM,BAJAJ-AUTO,0.14496,30.777,0.0,44132,35992
FIRSTCRY,TITAGARH,0.144956,30.7763,0.0,44132,35993
MINDACORP,SUZLON,0.144954,30.7757,0.0,44132,35994
INDUSINDBK,PARADEEP,0.144951,30.775,0.0,44132,35995
LICI,MRPL,0.144949,30.7747,0.0,44132,35996
BELRISE,NTPCGREEN,0.144947,30.7743,0.0,44132,35997
HAL,WELCORP,0.144947,30.7743,0.0,44132,35998
CEATLTD,GMDCLTD,0.144945,30.7738,0.0,44132,35999
KFINTECH,VMM,0.144944,30.7735,0.0,44132,36000
NLCINDIA,TIINDIA,0.144939,30.7726,0.0,44132,36001
UNITDSPR,ZEEL,0.144934,30.7714,0.0,44132,36002
CHOICEIN,SONATSOFTW,0.144934,30.7713,0.0,44132,36003
DELHIVERY,PARADEEP,0.144933,30.7712,0.0,44132,36004
BELRISE,MRPL,0.144933,30.7711,0.0,44132,36005
EXIDEIND,GRANULES,0.144931,30.7707,0.0,44132,36006
BAJAJHLDNG,BPCL,0.14493,30.7705,0.0,44132,36007
IGL,SONATSOFTW,0.144925,30.7694,0.0,44132,36008
HUDCO,TATACAP,0.144925,30.7694,0.0,44132,36009
ABREL,PNBHOUSING,0.144923,30.7689,0.0,44132,36010
PIIND,VEDL,0.144922,30.7531,0.0,44087,36011
CLEAN,JBMA,0.144921,30.7686,0.0,44132,36012
AIIL,RVNL,0.14492,30.7684,0.0,44132,36013
CONCOR,JSWCEMENT,0.144919,30.7682,0.0,44132,36014
BBTC,TITAGARH,0.144916,30.7671,0.0,44131,36015
BSOFT,ZENTEC,0.144915,30.7674,0.0,44132,36016
IIFL,UNOMINDA,0.144915,30.7673,0.0,44132,36017
FORTIS,KOTAKBANK,0.144909,30.766,0.0,44132,36018
KEI,WIPRO,0.144908,30.7658,0.0,44132,36019
ANGELONE,SYNGENE,0.144907,30.7654,0.0,44132,36020
JSL,UNOMINDA,0.144905,30.7651,0.0,44132,36021
KEC,NATCOPHARM,0.144904,30.7649,0.0,44132,36022
NATIONALUM,WELCORP,0.144903,30.7647,0.0,44132,36023
CHOICEIN,IFCI,0.144901,30.7641,0.0,44132,36024
ACC,MFSL,0.144899,30.7638,0.0,44132,36025
GABRIEL,HAVELLS,0.144898,30.7635,0.0,44132,36026
CYIENT,NSLNISP,0.144898,30.7635,0.0,44132,36027
DEVYANI,JMFINANCIL,0.144897,30.7635,0.0,44132,36028
HSCL,IRCON,0.144895,30.763,0.0,44132,36029
DATAPATTNS,INTELLECT,0.144891,30.7621,0.0,44132,36030
HDFCBANK,PGEL,0.144889,30.7616,0.0,44132,36031
OLAELEC,RBLBANK,0.144888,30.7615,0.0,44132,36032
HDFCLIFE,IRB,0.144888,30.7615,0.0,44132,36033
ADANIPOWER,REDINGTON,0.144886,30.761,0.0,44132,36034
HFCL,OFSS,0.144886,30.7609,0.0,44132,36035
INDHOTEL,WOCKPHARMA,0.144884,30.7606,0.0,44132,36036
BAJAJHFL,NAUKRI,0.144883,30.7603,0.0,44132,36037
ABB,OIL,0.144882,30.76,0.0,44132,36038
OBEROIRLTY,VMM,0.144881,30.7598,0.0,44132,36039
BAJAJ-AUTO,CEATLTD,0.14488,30.7596,0.0,44132,36040
GRAVITA,WELSPUNLIV,0.144877,30.7591,0.0,44132,36041
MANAPPURAM,PAGEIND,0.144877,30.7591,0.0,44132,36042
CYIENT,GPIL,0.144875,30.7586,0.0,44132,36043
CEMPRO,HAVELLS,0.144873,30.7582,0.0,44132,36044
FORTIS,LEMONTREE,0.144873,30.7582,0.0,44132,36045
ARE&M,NYKAA,0.144872,30.758,0.0,44132,36046
ADANIPOWER,DABUR,0.144871,30.7577,0.0,44132,36047
TECHNOE,VBL,0.14487,30.7574,0.0,44132,36048
PFC,ZENSARTECH,0.144869,30.7572,0.0,44132,36049
AXISBANK,PPLPHARMA,0.144866,30.7568,0.0,44132,36050
MGL,OLECTRA,0.144862,30.7558,0.0,44132,36051
IOC,TRIDENT,0.144852,30.7536,0.0,44132,36052
NYKAA,TECHNOE,0.144851,30.7534,0.0,44132,36053
PGEL,SAMMAANCAP,0.144851,30.7534,0.0,44132,36054
IIFL,TATAELXSI,0.14485,30.7533,0.0,44132,36055
ABDL,RVNL,0.144849,30.7529,0.0,44132,36056
AWL,KALYANKJIL,0.144849,30.7529,0.0,44132,36057
ABREL,WELSPUNLIV,0.144847,30.7525,0.0,44132,36058
GVT&D,HBLENGINE,0.144846,30.7522,0.0,44132,36059
RAILTEL,USHAMART,0.144845,30.7522,0.0,44132,36060
AARTIIND,CAMS,0.144845,30.7521,0.0,44132,36061
LTM,SHRIRAMFIN,0.144845,30.7521,0.0,44132,36062
FSL,TECHNOE,0.144845,30.752,0.0,44132,36063
COFORGE,ENGINERSIN,0.144844,30.752,0.0,44132,36064
GRAPHITE,WAAREEENER,0.144843,30.7517,0.0,44132,36065
GABRIEL,GPIL,0.144842,30.7515,0.0,44132,36066
IDEA,OBEROIRLTY,0.144838,30.7505,0.0,44132,36067
CUMMINSIND,SYNGENE,0.144835,30.75,0.0,44132,36068
LAURUSLABS,TATAINVEST,0.144834,30.7497,0.0,44132,36069
360ONE,POLICYBZR,0.144834,30.7496,0.0,44132,36070
CGPOWER,MSUMI,0.144832,30.7492,0.0,44132,36071
ELECON,INTELLECT,0.144831,30.749,0.0,44132,36072
CGPOWER,TECHM,0.14483,30.7489,0.0,44132,36073
LUPIN,WIPRO,0.14483,30.7488,0.0,44132,36074
ABCAPITAL,FACT,0.14483,30.7488,0.0,44132,36075
RELIANCE,VMM,0.144829,30.7486,0.0,44132,36076
KIRLOSENG,NCC,0.144829,30.7486,0.0,44132,36077
CDSL,JUBLINGREA,0.144828,30.7483,0.0,44132,36078
MEDANTA,RAILTEL,0.144826,30.748,0.0,44132,36079
MANAPPURAM,NESTLEIND,0.144825,30.7479,0.0,44132,36080
GRSE,ITC,0.144824,30.7476,0.0,44132,36081
ENDURANCE,SUZLON,0.144822,30.7472,0.0,44132,36082
BLUEJET,INOXWIND,0.144822,30.7471,0.0,44132,36083
HEXT,JIOFIN,0.144819,30.7465,0.0,44132,36084
M&MFIN,NUVAMA,0.144815,30.7455,0.0,44132,36085
CROMPTON,MRPL,0.144815,30.7457,0.0,44132,36086
APOLLOHOSP,MCX,0.144815,30.7457,0.0,44132,36087
HBLENGINE,UTIAMC,0.144811,30.7447,0.0,44132,36088
ANANTRAJ,MINDACORP,0.14481,30.7446,0.0,44132,36089
HDFCAMC,KARURVYSYA,0.144809,30.7442,0.0,44132,36090
ECLERX,KPITTECH,0.144809,30.7443,0.0,44132,36091
NUVAMA,PREMIERENE,0.144806,30.7437,0.0,44132,36092
FEDERALBNK,SCI,0.144806,30.7435,0.0,44132,36093
GODFRYPHLP,TECHNOE,0.144804,30.7431,0.0,44132,36094
JPPOWER,WAAREEENER,0.144802,30.7427,0.0,44132,36095
JSWENERGY,NIACL,0.144801,30.7425,0.0,44132,36096
JBCHEPHARM,SUZLON,0.144801,30.7426,0.0,44132,36097
CHAMBLFERT,JSL,0.1448,30.7423,0.0,44132,36098
HINDPETRO,NETWEB,0.144796,30.7414,0.0,44132,36099
DEEPAKFERT,JSWSTEEL,0.144795,30.7412,0.0,44132,36100
ANANTRAJ,INFY,0.144794,30.741,0.0,44132,36101
ABFRL,DEEPAKFERT,0.144793,30.7408,0.0,44132,36102
IDBI,PERSISTENT,0.144793,30.7409,0.0,44132,36103
OLAELEC,PGEL,0.144793,30.7409,0.0,44132,36104
CDSL,KAJARIACER,0.14479,30.7401,0.0,44132,36105
ABREL,IDBI,0.144789,30.7399,0.0,44132,36106
MFSL,VBL,0.144789,30.74,0.0,44132,36107
ELECON,WELCORP,0.144788,30.7396,0.0,44132,36108
MGL,NTPC,0.144785,30.7391,0.0,44132,36109
NBCC,SUMICHEM,0.144782,30.7385,0.0,44132,36110
AMBUJACEM,NATCOPHARM,0.14478,30.7379,0.0,44132,36111
BAJAJFINSV,ONGC,0.144779,30.7378,0.0,44132,36112
AARTIIND,PPLPHARMA,0.144779,30.7377,0.0,44132,36113
PGEL,TCS,0.144779,30.7378,0.0,44132,36114
ABB,NETWEB,0.144776,30.7372,0.0,44132,36115
SRF,TATAINVEST,0.144774,30.7367,0.0,44132,36116
TATASTEEL,TMCV,0.144772,30.7363,0.0,44132,36117
AFFLE,CENTRALBK,0.144771,30.736,0.0,44132,36118
EIDPARRY,ELGIEQUIP,0.144771,30.736,0.0,44132,36119
EMAMILTD,SUZLON,0.144771,30.7361,0.0,44132,36120
ESCORTS,TATAPOWER,0.144769,30.7356,0.0,44132,36121
ITI,JKTYRE,0.144769,30.7357,0.0,44132,36122
BSOFT,PAYTM,0.144766,30.7349,0.0,44132,36123
BAJAJHFL,PREMIERENE,0.144764,30.7344,0.0,44132,36124
LICI,MSUMI,0.144759,30.7335,0.0,44132,36125
SUZLON,TRITURBINE,0.144758,30.7332,0.0,44132,36126
NSLNISP,SAGILITY,0.144758,30.7332,0.0,44132,36127
ATGL,IDBI,0.144757,30.733,0.0,44132,36128
LODHA,SIGNATURE,0.144754,30.7321,0.0,44131,36129
PCBL,TTML,0.144753,30.7321,0.0,44132,36130
APARINDS,NCC,0.144753,30.7321,0.0,44132,36131
GLENMARK,SBILIFE,0.144752,30.7319,0.0,44132,36132
KARURVYSYA,LICI,0.144752,30.7318,0.0,44132,36133
NIACL,SONATSOFTW,0.144752,30.7318,0.0,44132,36134
JSL,POWERGRID,0.14475,30.7316,0.0,44132,36135
DMART,PIIND,0.144745,30.7304,0.0,44132,36136
CDSL,MAPMYINDIA,0.144744,30.7302,0.0,44132,36137
SYRMA,WIPRO,0.144743,30.73,0.0,44132,36138
CLEAN,ELECON,0.144741,30.7296,0.0,44132,36139
IGL,TECHNOE,0.144739,30.7291,0.0,44132,36140
KEI,SYNGENE,0.144738,30.7289,0.0,44132,36141
IRFC,TRITURBINE,0.144737,30.7287,0.0,44132,36142
BAJAJHLDNG,INDIANB,0.144737,30.7286,0.0,44132,36143
APOLLOHOSP,ITCHOTELS,0.144736,30.7284,0.0,44132,36144
ITC,SOLARINDS,0.144733,30.7278,0.0,44132,36145
BAJAJHLDNG,UNOMINDA,0.144732,30.7277,0.0,44132,36146
ADANIENT,TATACHEM,0.14473,30.7271,0.0,44132,36147
NTPCGREEN,SIEMENS,0.144729,30.7269,0.0,44132,36148
BANKBARODA,CHOICEIN,0.144727,30.7265,0.0,44132,36149
BAJFINANCE,SYNGENE,0.144723,30.7256,0.0,44132,36150
CAMS,CEATLTD,0.144722,30.7254,0.0,44132,36151
ELGIEQUIP,TATAELXSI,0.14472,30.725,0.0,44132,36152
EMMVEE,IREDA,0.144716,30.7241,0.0,44132,36153
CAMS,ONGC,0.144715,30.724,0.0,44132,36154
FINCABLES,SARDAEN,0.144713,30.7235,0.0,44132,36155
HFCL,MMTC,0.144713,30.7234,0.0,44132,36156
PCBL,PGEL,0.14471,30.7228,0.0,44132,36157
JINDALSAW,PPLPHARMA,0.144708,30.7224,0.0,44132,36158
BAJAJHLDNG,SJVN,0.144706,30.7219,0.0,44132,36159
ABB,CESC,0.144706,30.7219,0.0,44132,36160
DEEPAKNTR,TRIDENT,0.144705,30.7218,0.0,44132,36161
GRAPHITE,TEJASNET,0.144705,30.7218,0.0,44132,36162
BAJAJHFL,BRIGADE,0.144704,30.7215,0.0,44132,36163
GRAPHITE,SBIN,0.144703,30.7213,0.0,44132,36164
EIDPARRY,LICHSGFIN,0.144703,30.7213,0.0,44132,36165
HINDCOPPER,JMFINANCIL,0.144698,30.7203,0.0,44132,36166
AUBANK,LTM,0.144697,30.7199,0.0,44132,36167
LICI,NTPCGREEN,0.144693,30.7191,0.0,44132,36168
ANANTRAJ,TTML,0.144692,30.7189,0.0,44132,36169
LTM,UNITDSPR,0.144692,30.7188,0.0,44132,36170
BAJAJ-AUTO,TARIL,0.144691,30.7187,0.0,44132,36171
AARTIIND,DIXON,0.144687,30.7179,0.0,44132,36172
BHARTIARTL,BIOCON,0.144687,30.7177,0.0,44132,36173
GODREJCP,TRENT,0.144685,30.7174,0.0,44132,36174
BOSCHLTD,KPITTECH,0.144683,30.717,0.0,44132,36175
CEATLTD,SONATSOFTW,0.14468,30.7163,0.0,44132,36176
HSCL,IRFC,0.144674,30.715,0.0,44132,36177
AWL,SYRMA,0.144673,30.7149,0.0,44132,36178
TEJASNET,WAAREEENER,0.144673,30.7147,0.0,44132,36179
INDUSINDBK,WELSPUNLIV,0.144672,30.7145,0.0,44132,36180
COALINDIA,ZYDUSLIFE,0.144671,30.7144,0.0,44132,36181
TMPV,TTML,0.144664,30.7129,0.0,44132,36182
MAPMYINDIA,NCC,0.144664,30.7128,0.0,44132,36183
BATAINDIA,HAVELLS,0.144663,30.7127,0.0,44132,36184
CHOLAFIN,HINDCOPPER,0.144663,30.7125,0.0,44132,36185
LODHA,NATCOPHARM,0.144661,30.7121,0.0,44132,36186
KAYNES,NATCOPHARM,0.144661,30.7122,0.0,44132,36187
EIDPARRY,GODREJPROP,0.144659,30.7118,0.0,44132,36188
FORTIS,IDEA,0.144659,30.7118,0.0,44132,36189
GMDCLTD,JYOTICNC,0.144658,30.7116,0.0,44132,36190
TATACHEM,YESBANK,0.144657,30.7113,0.0,44132,36191
ELGIEQUIP,JYOTICNC,0.144651,30.71,0.0,44132,36192
GODREJPROP,MGL,0.144643,30.7083,0.0,44132,36193
CEATLTD,MOTILALOFS,0.144638,30.7072,0.0,44132,36194
IRB,NEWGEN,0.144637,30.707,0.0,44132,36195
AMBER,SARDAEN,0.144632,30.7059,0.0,44132,36196
CUMMINSIND,TATAINVEST,0.14463,30.7054,0.0,44132,36197
ABFRL,KPITTECH,0.14463,30.7055,0.0,44132,36198
KOTAKBANK,NATIONALUM,0.144626,30.7046,0.0,44132,36199
LATENTVIEW,ZEEL,0.144624,30.7041,0.0,44132,36200
BANKINDIA,GRANULES,0.144624,30.7042,0.0,44132,36201
SAGILITY,SONATSOFTW,0.144622,30.7038,0.0,44132,36202
EICHERMOT,ZEEL,0.144622,30.7037,0.0,44132,36203
COHANCE,IRCON,0.144621,30.7036,0.0,44132,36204
APOLLOTYRE,HUDCO,0.144621,30.7035,0.0,44132,36205
LTFOODS,RECLTD,0.14462,30.7034,0.0,44132,36206
CEATLTD,MARUTI,0.144619,30.7032,0.0,44132,36207
TECHNOE,TVSMOTOR,0.144616,30.7025,0.0,44132,36208
CLEAN,RECLTD,0.144615,30.7021,0.0,44132,36209
BRIGADE,GMRAIRPORT,0.144615,30.7021,0.0,44132,36210
AWL,YESBANK,0.144614,30.702,0.0,44132,36211
DEEPAKFERT,OBEROIRLTY,0.144613,30.7018,0.0,44132,36212
BAJAJHLDNG,BHARATFORG,0.144612,30.7016,0.0,44132,36213
GPIL,JYOTICNC,0.144608,30.7008,0.0,44132,36214
GODFRYPHLP,UNIONBANK,0.144607,30.7005,0.0,44132,36215
IDBI,TCS,0.144607,30.7005,0.0,44132,36216
OFSS,REDINGTON,0.144606,30.7003,0.0,44132,36217
IDFCFIRSTB,JSL,0.144606,30.7002,0.0,44132,36218
J&KBANK,WOCKPHARMA,0.144606,30.7003,0.0,44132,36219
ATGL,HFCL,0.1446,30.6991,0.0,44132,36220
GRAPHITE,MARUTI,0.144596,30.6981,0.0,44132,36221
JINDALSAW,TRENT,0.144596,30.6982,0.0,44132,36222
CEMPRO,GMRAIRPORT,0.144594,30.6976,0.0,44132,36223
PNB,ZENSARTECH,0.144594,30.6978,0.0,44132,36224
JBMA,WELCORP,0.144593,30.6975,0.0,44132,36225
HYUNDAI,RITES,0.144593,30.6975,0.0,44132,36226
CLEAN,JMFINANCIL,0.144592,30.6972,0.0,44132,36227
CENTRALBK,ESCORTS,0.144591,30.6969,0.0,44132,36228
DLF,KIRLOSENG,0.144588,30.6963,0.0,44132,36229
SHRIRAMFIN,TORNTPHARM,0.144587,30.6962,0.0,44132,36230
MANKIND,POWERGRID,0.144586,30.696,0.0,44132,36231
