symbol_a,symbol_b,pearson_rho,stage1_rank,n_obs,Q_beta,Q_alpha,R,log_likelihood_final,em_iterations,em_converged,beta_mean,alpha_mean,spread_mean,spread_std,ou_kappa,ou_mu,ou_sigma,half_life_minutes,half_life_hours,ar1_phi,ar1_c,hurst_exponent,adf_pvalue,tradeable,skipped
BAJAJ-AUTO,HEROMOTOCO,0.4377974391045469,124,27527,1e-12,0.0005346772018198886,0.7535973406993429,-21774.646900764226,15,False,0.48032631657955993,5.009625563084375,-9.472662180621578e-06,0.002065894771973058,0.06349810448114218,-4.4648574683735453e-07,0.0007342232684995162,10.916029481884735,0.18193382469807892,0.9384758981977407,-2.746963454167918e-08,0.25510778133516293,0.05960515559834252,False,False
TATASTEEL,VEDL,0.4374737008870804,125,27527,1e-12,1.862764948464767e-05,0.0044170266648735955,48410.93743309742,15,False,0.43285318717776317,2.867922054915272,9.853129160417521e-07,0.0015232269366091042,0.1456697370144741,1.2441584250594149e-06,0.0008222238861764758,4.758347167820262,0.0793057861303377,0.8644431496212633,1.6865419747322375e-07,0.09041928969485741,0.25814051212146905,False,False
OBEROIRLTY,PRESTIGE,0.4372672569365171,126,27527,1e-12,2.3666621657461585e-05,0.016947655343631445,30295.706463960247,15,False,0.8534828500816556,1.1447088198805075,1.2573086185670377e-06,0.002367008328353096,0.11362865702069208,-1.2220159034676337e-07,0.0011280668071512502,6.10010888744132,0.10166848145735534,0.8925893511368993,-1.3125752111248675e-08,0.17736688731700118,0.8992775407015309,False,False
NTPC,POWERGRID,0.4356307003914136,127,27527,1e-12,1.271294547876528e-05,0.0033605445534694604,52223.079141156944,15,False,0.31669672664794296,4.096719276034057,2.023825805354779e-06,0.001323644956482795,0.15017282613409597,1.230874800752806e-06,0.0007251197516063442,4.615663155603155,0.07692771926005258,0.8605592364463547,1.7163412205591233e-07,0.09242972993887981,0.19002192940268542,False,False
CDSL,IRFC,0.4348688507704701,128,27527,1e-12,4.476494788303972e-06,0.0004499617308927432,79260.44887116883,15,False,0.42686625562652014,5.180296023921695,1.5408645137666005e-06,0.0013075882859145498,0.2642439595947116,1.32198280754172e-06,0.0009503075000595714,2.623133492334398,0.04371889153890663,0.7677862079948296,3.069826407049042e-07,0.03654107385004445,0.03716107216051724,False,False
COFORGE,HCLTECH,0.4340540584473479,129,27527,1e-12,1.7064377506268193e-05,0.012478947648341053,34504.45688735603,15,False,0.4527722166445403,3.9392566272498866,-1.5781148940417308e-06,0.002751941518967641,0.08568705950027206,-1.7604556468997732e-06,0.0011391953366831505,8.08928658075546,0.134821443012591,0.9178814285529111,-1.4456610281937012e-07,0.19224479531346209,0.5177308081025896,False,False
BEML,GRSE,0.4328365089747346,130,27527,1e-12,1.41314978694872e-05,0.013211688657905637,33780.03928843224,15,False,0.7036926444401492,1.9505636999109806,-1.7437872909899602e-07,0.0028641426143363137,0.10299756432434364,1.922657086990468e-06,0.0012997370116978632,6.729743417787977,0.11216239029646628,0.9021291707729007,1.8817204342311638e-07,0.21202951690441746,0.6078662098273,False,False
HUDCO,NBCC,0.4323975734044227,131,27527,1e-12,4.015601878377523e-06,0.0003150174727850963,83970.43660925233,15,False,0.5223523623528838,2.876340632591363,2.810028810902815e-06,0.0011726170798014289,0.320645611817903,1.792122656823735e-06,0.0009374484320643032,2.1617235820884666,0.03602872636814111,0.7256803779760019,4.916144098405302e-07,0.028093853784639588,0.34743985935308336,False,False
BEL,COCHINSHIP,0.4323371507799407,132,27527,1e-12,1.9086005205908705e-05,0.013943103199611442,32986.72036105145,15,False,0.4851895989661397,2.51191009343336,-2.459057561993168e-06,0.0021529079576549336,0.10562630442028247,1.3601005107565294e-06,0.0009872503022285615,6.56225913009266,0.10937098550154434,0.899760821900623,1.3633535733077736e-07,0.1855976443302101,0.4887288132753965,False,False
BEML,COCHINSHIP,0.4322308320996462,133,27527,1e-12,4.412469005246408e-05,0.03179328072732735,21639.752457043316,15,False,1.0539463083227598,-0.26863650123916705,4.935268002372756e-07,0.0028784611516582508,0.12613727554530282,4.089728345472223e-07,0.0014458041274304921,5.495181163247799,0.09158635272079665,0.8814938309310254,4.84658038754709e-08,0.1775800283096729,0.0009270804291235189,True,False
COFORGE,OFSS,0.4322087525884033,134,27527,1e-12,1.843945824057038e-05,0.028819238137828815,23149.119833809516,15,False,0.060990792609457695,6.713847859861844,3.726929421258082e-06,0.003965332796105036,0.05536305500188593,-4.17479658047511e-07,0.0013180180827625655,12.520031283250777,0.2086671880541796,0.9461415841563598,-2.248479302938354e-08,0.26974311360781583,0.580884259528214,False,False
COFORGE,LTM,0.4317479445854765,135,27527,1e-12,2.410792281045827e-05,0.0324711879197458,21482.42211428447,15,False,0.04386736661122555,6.880428966934338,3.8333835597856635e-06,0.003827088011304338,0.05967702553601834,2.280383692140915e-07,0.0013208163196973184,11.614975349962661,0.19358292249937767,0.942068748603877,1.3210548094903447e-08,0.2559359761912342,0.5731655393622973,False,False
BEML,MAZDOCK,0.430909387491743,136,27527,1e-12,4.611234028090052e-05,0.0424825637619006,17710.030305774155,15,False,1.251351539746725,-2.303764156877303,-2.65431860933804e-06,0.003404548446323282,0.10538077758654509,-2.4072620010604586e-06,0.0015630276300310625,6.57754854760576,0.10962580912676266,0.8999817644488974,-2.4077009785528346e-07,0.20906327516560885,0.4170465290283892,False,False
JWL,TITAGARH,0.4305128114508857,137,27527,1e-12,0.00044198550699550064,0.2151561479053413,-4784.833877589508,15,False,1.498669675908408,-4.227187339786379,-3.809009210606511e-06,0.0036652143580821355,0.15544730175101604,-1.2328638050255516e-06,0.0020426502536178806,4.45904929035164,0.07431748817252733,0.8560321871376403,-1.7749270556669532e-07,0.12652997044924982,0.2421027740154144,False,False
ADANIGREEN,ADANIPOWER,0.4302712636199267,138,27527,1e-12,0.00017728898371444316,0.028036348651944844,22781.91796254333,15,False,1.3018733540087337,0.3490096031154702,9.206473369366212e-07,0.002434117813627792,0.20883475837517954,4.666196413403842e-07,0.0015729814690417705,3.3191178803419312,0.055318631339032184,0.811529322988621,8.794411971022906e-08,0.06670688615225599,0.5713401449077322,False,False
MAZDOCK,NBCC,0.430165078104502,139,27527,1e-12,1.0222490596868744e-05,0.0012411924135275483,65469.730424604706,15,False,0.4628553267559776,5.660153881946275,2.7882509455373034e-06,0.0016799694722253833,0.22385311939916214,2.280322248970211e-06,0.001123911805275462,3.0964374426427566,0.05160729071071261,0.799432546879159,4.573584257707435e-07,0.05301481702441889,0.24423182291039747,False,False
SBIN,UNIONBANK,0.4301468816912476,140,27527,1e-12,1.070777482684961e-05,0.0019888846512681334,59264.41453634035,15,False,0.23632688896893245,5.754880152538224,-3.540073604479927e-07,0.0012443948204242967,0.17516236045142394,-2.2013176513189965e-07,0.0007365291631166224,3.9571696726030874,0.06595282787671812,0.8393207372121936,-3.537060973757219e-08,0.07367041602674802,0.6005653529598389,False,False
ANGELONE,CDSL,0.4300193943003585,141,27527,1e-12,0.0002255453605806473,0.15394598089012862,-80.29883906919686,15,False,1.9642946618669772,-8.61583809633634,-5.875285006931095e-06,0.004045044635234203,0.10689908583752633,-4.849163709883456e-06,0.0018700105175305153,6.4841263620667915,0.10806877270111319,0.898616351531354,-4.916259089297396e-07,0.1575996239187376,0.6137219606048654,False,False
KAYNES,PGEL,0.4297864488642019,142,27527,1e-12,0.00013594599758973825,0.05555084476816274,13787.575025012233,15,False,1.3030713253141433,-0.021243577698889703,-3.495183598482815e-06,0.003718894484388141,0.13136567533293544,-2.897685830602878e-06,0.0019060631073342922,5.276471032506939,0.08794118387511565,0.8768970561322881,-3.567136561509703e-07,0.12187340872241947,0.908605068618423,False,False
BAJAJ-AUTO,EICHERMOT,0.4285022187519102,143,27527,1e-12,0.00012211024184301218,0.19335911966285804,-3032.7656408772486,15,False,1.514493872772951,-4.321772097260696,-8.221081542213097e-07,0.0034988568857327977,0.05841955624785463,-5.988336494277818e-06,0.0011963667034390483,11.864985376115383,0.19774975626858973,0.9432541162480943,-3.398134465715836e-07,0.25511760276676054,0.43055061924828186,False,False
IREDA,MAZDOCK,0.4273649158838812,144,27527,1e-12,1.7317939164256682e-05,0.016104601683776684,31058.001019096075,15,False,0.7990514856254829,-1.3741994418030044,1.9268011488482275e-06,0.0026630106435011564,0.08949589906359723,-1.8518307633104514e-06,0.001125432634170508,7.745016115960618,0.12908360193267696,0.9143920149801162,-1.5853150024484103e-07,0.19251031712912628,0.5642042047452578,False,False
COCHINSHIP,HAL,0.4272991443967269,145,27527,1e-12,0.00016884056129628532,0.20643978532555846,-3983.1120396974575,15,False,1.737256200697438,-7.165901264314991,-6.640665403442759e-07,0.004398600371180268,0.07265284909545773,-2.600706260069288e-06,0.0016765220152736805,9.540536801925377,0.1590089466987563,0.9299235978161231,-1.8224813784274177e-07,0.2438462096831866,0.25347458846552917,False,False
PERSISTENT,TECHM,0.4272975611488798,146,27527,1e-12,2.997862797026065e-05,0.02190999817432348,26768.094367018217,15,False,0.883251885672816,2.148986285545596,-4.907171836228025e-07,0.0024056705623803293,0.10918739965007604,-1.9919602292212062e-06,0.0011235016655898368,6.3482341623790335,0.10580390270631722,0.8965623862767715,-2.0604361274221673e-07,0.17077583376616212,0.4155998121632329,False,False
EICHERMOT,TVSMOTOR,0.4272410789154419,147,27527,1e-12,1.1575355479265381e-05,0.013473748850071039,33564.25542494607,15,False,0.42794571911260154,5.383029710695015,-1.1452575545935433e-06,0.0021128017597497393,0.06958020084945207,4.437067408908261e-06,0.0007887512613498576,9.96184506652518,0.166030751108753,0.9327853202095188,2.982360650985491e-07,0.226382194105871,0.4755994664765605,False,False
INOXWIND,IRFC,0.4269554912261741,148,27527,1e-12,8.888000226311774e-06,0.0011618883927363222,66420.05187417989,15,False,0.8180980330449776,0.7599110421189799,1.9261571946081707e-06,0.0017137990676344284,0.23072691513253668,1.0459021759443885e-06,0.0011636305060758593,3.0041886537675073,0.050069810896125125,0.7939562538715169,2.1550160241551366e-07,0.05042223341543965,0.11683914938167028,False,False
ADANIENT,AMBUJACEM,0.4269141314653081,149,27527,1e-12,7.880861883417923e-05,0.03053570944923366,22009.835418729243,15,False,1.0653562030260473,1.0238170348374593,3.7567733557203445e-06,0.00197311343612682,0.14466722340358432,1.4941863406087804e-06,0.0010604276682978937,4.791321518809019,0.07985535864681698,0.8653102001869779,2.0125165909994868e-07,0.12040204754002441,0.9140380881583682,False,False
HUDCO,IRFC,0.4261704819524359,150,27527,1.566392905174083e-07,1.8681412203824328e-06,1.5592166717129433e-05,118545.84799699324,15,False,0.643162848592189,2.2482012935343074,-5.160229326751954e-09,0.0005303768892924162,2.129877249463089,-3.2085784960360454e-08,0.0010946442739965254,0.32543996642749135,0.005423999440458189,0.11885188208937375,-2.827232902950669e-08,-0.009252230594308486,0.11984261624700332,False,False
JWL,RVNL,0.425487250223018,151,27527,1e-12,0.00015347318567132906,0.042618828794154386,17289.867938998632,15,False,1.2236770687937764,-1.3360931917903083,3.658350867019031e-06,0.003073045046034509,0.18489443512388407,2.024360054628421e-06,0.0018682036567759495,3.748880706417793,0.06248134510696322,0.8311920239039423,3.4172812371152853e-07,0.08174300378624791,0.13685716609313103,False,False
JBMA,OLECTRA,0.4251303424657204,152,27527,1e-12,0.000146439265918247,0.08680503909366485,7766.008115352712,15,False,0.5471654844534253,2.5397790416504136,-1.1925014473958941e-05,0.003250482411923961,0.11630289661381854,-6.181550053103227e-06,0.001563145225861233,5.959844515838043,0.09933074193063404,0.8902055422124521,-6.786999363670569e-07,0.16313959470038442,0.004450660713283099,True,False
IRFC,SUZLON,0.4250767320016936,153,27527,1e-12,1.2418850033094103e-05,0.0007493083490623323,71890.16893389811,15,False,1.036599377560626,0.7313504611639279,-1.149537841232386e-06,0.0012906832524851217,0.37843800765643026,-6.747611484057641e-07,0.0011224036485254587,1.831600332251056,0.030526672204184264,0.6849304301815413,-2.1259670475841326e-07,0.017035352249570188,0.10360192848017868,False,False
PREMIERENE,WAAREEENER,0.4246042699104623,154,27527,1e-12,8.825565985340153e-05,0.0883609548151607,7650.640498155455,15,False,-0.07466180144106503,7.266454121184924,1.6549290878144762e-05,0.004508064360156123,0.07289229412422668,6.160538430768662e-06,0.0017160336022154935,9.509196944448604,0.15848661574081008,0.9297009588894469,4.330799444077483e-07,0.19948445874651768,0.7117167296670365,False,False
BDL,RVNL,0.4244406964385059,155,27527,1.8881747856570694e-07,2.344963979172132e-06,2.0581751744038782e-05,113880.49361107376,15,False,0.5414224775106852,4.103610276068385,-3.377917987803019e-08,0.0006283592212021385,2.4522162180819476,-1.0720520016604001e-08,0.0013915656214804695,0.2826615269277131,0.004711025448795219,0.08610255285691128,-9.79745587522078e-09,-0.008958356716670638,0.5035492594403291,False,False
M&M,MARUTI,0.4231775320759573,156,27527,1e-12,0.00011308277895678375,0.2455959139090003,-6271.555084563194,15,False,0.6059618884255846,2.319158861059982,-1.437093958929544e-06,0.0024708392103551147,0.05626980890378261,1.9921185096928533e-07,0.0008287949531380972,12.318278559381246,0.20530464265635412,0.9452840554256958,1.090006459617996e-08,0.26779375881134293,0.10115430950186577,False,False
NBCC,RECLTD,0.4230526235767605,157,27527,1e-12,0.001958313467013069,0.5918579415456937,-18880.70476210626,15,False,0.6966504332890584,0.4931246882432305,-1.4082154156423817e-05,0.0018693715727427466,0.14082764476577295,-8.019532722391845e-06,0.0009811048744994995,4.921953936762914,0.08203256561271523,0.868639013276964,-1.0534537314710678e-06,0.10694159881378157,0.7028583713379614,False,False
HINDCOPPER,NATIONALUM,0.4226072861337199,158,27527,1e-12,0.0001556017263192024,0.04570234148347162,16351.580922880805,15,False,0.9596478895382421,0.6404562343743626,-2.9621891948249933e-06,0.0031126348407393817,0.16122045005422503,-3.8774560920555214e-06,0.0017675037729396725,4.2993750502917685,0.07165625083819614,0.8511044244080367,-5.773360566591715e-07,0.09518037306923403,0.7572437839083181,False,False
MAZDOCK,SUZLON,0.4223957342968477,159,27527,1e-12,1.1018233102634699e-05,0.0006746738353040368,73323.01081221185,15,False,0.8276224203894421,4.6119140178644455,-9.544483162286467e-07,0.0014406161940373051,0.32474908164524513,-1.9024632098455885e-07,0.0011602741989066739,2.134408439427512,0.03557347399045853,0.7227086717639846,-5.275365503782366e-08,0.023825132838430445,0.2529080318256661,False,False
JIOFIN,NBCC,0.4221384652906303,160,27527,1.6432930008602762e-07,1.9109881115672704e-06,1.9094381356427452e-05,116656.50270257167,15,False,0.37718703765783046,3.8425061310465813,2.428367488279467e-08,0.00046833026943910144,1.505869535585986,1.2860980965372757e-07,0.000812409103555567,0.4602969674197026,0.00767161612366171,0.2218243258027009,1.0008102533567577e-07,-0.010081184411430287,0.2963940051390609,False,False
CDSL,NBCC,0.4218075505702004,161,27527,1e-12,4.0010203066828535e-06,0.00034607884658546096,82734.99020177705,15,False,0.33875211205732486,5.635120806649929,3.2500759234959217e-06,0.0012443071981919007,0.2928681295613422,2.3447467942097007e-06,0.0009503062012560651,2.3667552409958055,0.03944592068326343,0.7461205254510413,5.952830840643141e-07,0.029737155722680972,0.11859922459718353,False,False
ACC,AMBUJACEM,0.4217223055630862,162,27527,1e-12,6.0590820586468995e-05,0.023348701066444755,25702.97127938585,15,False,0.37135833054321365,5.061849113478553,-9.44097485670251e-09,0.001271598911087647,0.18605034866881842,3.7146647703084286e-07,0.0007757123740636015,3.7255892586032817,0.062093154310054695,0.8302317928640196,6.306319781664503e-08,0.10360610675934268,0.8157692294430601,False,False
NMDC,VEDL,0.4216221425316362,163,27527,1e-12,2.0257239215869663e-05,0.0048174862133125275,47217.618963192406,15,False,0.5687176331309061,1.2495332777221695,9.27034681210521e-07,0.0016804012571078426,0.16247909380258316,1.8199534508968697e-06,0.0009580539712932033,4.266069956065482,0.0711011659344247,0.8500338610153471,2.729313921627987e-07,0.08242599754781456,0.5380743209139183,False,False
RVNL,TITAGARH,0.4216162845256309,164,27527,1e-12,4.6419507196366026e-05,0.022545763906131697,26255.13346362594,15,False,1.1568941225689071,-1.9142062133919806,-7.096057319121943e-06,0.0027084950306065785,0.15518058859953043,-3.2969203282064005e-06,0.0015063111677277882,4.466713181174534,0.07444521968624224,0.8562605326300642,-4.73897571937502e-07,0.11671296807777992,0.3152492424854987,False,False
NBCC,SUZLON,0.4203649231670744,165,27527,1e-12,0.0001126797056059005,0.006623584270483947,41930.79420741076,15,False,1.210996775425905,-0.05666507489950951,-5.92222915059628e-06,0.0014147241145568742,0.38234777221760724,-3.7709476875253993e-06,0.0012293401414865625,1.812870980101988,0.030214516335033133,0.6822577416548048,-1.198189434335912e-06,0.016685001308138058,0.13368944070487165,False,False
DIXON,KAYNES,0.4201113090749536,166,27527,1e-12,3.3189622483360095e-05,0.03826554395854129,19193.850193580856,15,False,0.0466813288790858,8.918420316765816,9.56762686193761e-06,0.0038579243805087595,0.06641854257355612,7.653117010537825e-06,0.0014057067320170703,10.436049237188696,0.17393415395314493,0.9357391356537675,4.917959140400152e-07,0.2263251953656884,0.09126230443626204,False,False
IRFC,PFC,0.4200080575355092,167,27527,1e-12,0.00031345478430362217,0.10021909008357592,5581.397393161813,15,False,1.6913400903251936,-5.393754743395364,-3.446227758763764e-06,0.003054957386698021,0.14219718424200536,-5.175039825705908e-06,0.0016298442648073317,4.874549269416462,0.0812424878236077,0.8674501921122598,-6.859505347087225e-07,0.10792302104055017,0.8685336324657058,False,False
BAJAJ-AUTO,TVSMOTOR,0.4176882174787611,168,27527,1e-12,1.1515638985820587e-05,0.013474139783106963,33565.530402663004,15,False,0.8481075871342408,2.189275237603847,-1.7072399137039529e-07,0.00217380703476047,0.07333393259936542,2.3425876127403227e-06,0.0008326952007819536,9.451929768265874,0.15753216280443122,0.9292904578288314,1.6564329759271913e-07,0.23360412458193003,0.000496931618299702,True,False
JWL,RAILTEL,0.417427350486923,169,27527,1e-12,0.00019129983028740111,0.05414309341292642,14002.725966658818,15,False,1.6518733479772627,-3.837254193883765,-1.2103223436322283e-06,0.003545260363995744,0.20154668423138683,1.5925718248904233e-06,0.0022488687384856335,3.4391395879486346,0.05731899313247724,0.8174654139247512,2.9069943885147696e-07,0.08957876899383621,0.4407368890975959,False,False
OFSS,PERSISTENT,0.416993509840718,170,27527,1e-12,0.00017333951227282065,0.24350453183894713,-6228.039935392573,15,False,1.431436350181569,-3.4593943003556067,-2.2932060426397e-06,0.004035948269531928,0.08543973049119488,4.017495090842628e-06,0.0016652392797418443,8.11270326550689,0.13521172109178148,0.9181084753335557,3.2899879832905814e-07,0.22095567667462146,0.615653326163401,False,False
OIL,ONGC,0.4167035459923878,171,27527,1e-12,0.0004500356294802169,0.1098685679011763,4205.767131624151,15,False,0.5433919949860743,3.107219996782424,-3.21125347754213e-06,0.0018462320807995252,0.158065235923055,-1.6407926147513232e-06,0.001037348694232753,4.385196887298889,0.07308661478831482,0.8537940821066404,-2.3989359031236273e-07,0.09730469952817343,0.18610031659138304,False,False
KEI,POLYCAB,0.4163102999792911,172,27527,1e-12,2.0792740427053203e-05,0.033117094266697275,21248.376692181442,15,False,1.2211420927190006,-2.5127015899539424,4.111833283645141e-06,0.0030986821885806625,0.0848985875727985,-8.641655652858733e-07,0.001275249539582312,8.164413571257452,0.13607355952095754,0.9186054376850034,-7.033837795413532e-08,0.22344216988462837,0.0005160683097767801,True,False
LODHA,OBEROIRLTY,0.4161911398381362,173,27527,1e-12,3.0564422476247746e-05,0.022479328037663605,26415.632874216168,15,False,0.9388259038764317,-0.02956361187197583,-2.630146012423557e-07,0.0025625050841420133,0.12430981079426728,1.0587297015539125e-06,0.0012776022830388574,5.575965212489171,0.09293275354148618,0.8831062026628331,1.2375893516828223e-07,0.17822597604666648,0.9934488573403114,False,False
MPHASIS,TECHM,0.4161297551380843,174,27527,1e-12,9.01581617069175e-05,0.06609767137199944,11571.735677344263,15,False,-0.47309897031554243,11.28999524366249,1.0779834404383876e-06,0.0035757296365927305,0.0825090821550257,-5.843631855494716e-07,0.0014518603102362728,8.400859183690788,0.1400143197281798,0.9208030749425532,-4.627976741229238e-08,0.19221653862943852,0.7106192972160283,False,False
BEL,DATAPATTNS,0.4157603096465196,175,27527,1e-12,1.3867137038647402e-05,0.014079229823315173,32928.077611253146,15,False,0.4352811164643418,2.5936447487970096,-3.3252088830741366e-06,0.0025059564320679224,0.0853337584880037,2.439226474850464e-06,0.0010327182349548641,8.122778052221719,0.1353796342036953,0.9182057742832248,1.995146408582527e-07,0.217153974940022,0.45619764852571065,False,False
HINDZINC,NMDC,0.4157447539876389,176,27527,1e-12,0.0001579003148895605,0.01543624602154295,30695.356628103043,15,False,0.7779070585849324,2.9771313722421606,-2.7269897276466216e-06,0.0017241299272456052,0.2599937346851892,-2.4247303593171426e-06,0.001243096159545453,2.666014938395479,0.04443358230659132,0.7710564166996202,-5.551264569992841e-07,0.03829530506881619,0.7034532819065525,False,False
IRFC,JIOFIN,0.4153938272300104,177,27527,1e-12,0.0002296892718039002,0.05774911379864861,13067.813647215547,15,False,1.8622582194093784,-5.663478844894281,-9.014951498524154e-07,0.0027087354543016123,0.16166823281247605,-3.0806013741987837e-06,0.0015388318549424216,4.287466798526511,0.07145777997544185,0.8507233998357991,-4.5986169960155953e-07,0.0902642576863961,0.05929517886674139,False,False
MAZDOCK,SOLARINDS,0.4146047602734972,178,27527,1e-12,4.4832446192215276e-05,0.0911976929687833,7350.00741671304,15,False,0.9267208765893558,-1.0143236541999285,1.3833149725197964e-06,0.003589418535080897,0.06047392791436903,2.9347193507946365e-06,0.0012480156683921044,11.461917630709229,0.19103196051182048,0.9413183108300821,1.7221428874427408e-07,0.2798782369263764,0.40337577540400427,False,False
IRCON,NBCC,0.4145407365105659,179,27527,1e-12,9.789376817251448e-06,0.001175606116417331,66199.04045745824,15,False,0.5351276070049028,2.5542815735123243,3.648535786538666e-06,0.0017935600783454814,0.23947770801879015,2.361616321853232e-06,0.0012402467091501277,2.894412120002246,0.04824020200003743,0.7870388178009462,5.029326038024454e-07,0.04912986325800507,0.5177646023487418,False,False
BDL,NBCC,0.414422280399625,180,27527,1e-12,7.2837189831070296e-06,0.0008919571457435314,69994.93714021925,15,False,0.5008097610838713,4.914475783403985,2.7728337033390024e-06,0.0017180717574749947,0.23864512847349886,2.1982835055089126e-06,0.0011867163525195409,2.9045100773423838,0.04840850128903973,0.787694363080925,4.667079797657666e-07,0.052221246185903944,0.476265597249317,False,False
MPHASIS,OFSS,0.4140224496257736,181,27527,1e-12,3.835183991021521e-05,0.060331011786814916,12990.758172625356,15,False,-0.19530112961012525,9.557772579313426,6.204882524888817e-07,0.003868303655257498,0.054906918409232744,1.1226213136538173e-06,0.0012820659166265392,12.624040842973091,0.21040068071621817,0.9465732523970802,5.997800557824073e-08,0.26815382924783693,0.6581615717990033,False,False
M&M,TVSMOTOR,0.4138283917466371,182,27527,2.238954000237146e-07,3.4691761140855238e-06,3.965113988941927e-05,104772.90221954552,15,False,0.3643937670813535,5.145245913554154,7.352539825578405e-09,0.0003945814448394067,2.5264578073450616,5.954849426501242e-08,0.0008868024082599401,0.2743553359746553,0.004572588932910921,0.07994168821903674,5.47880871025657e-08,-0.008922337601577195,0.7846214164417136,False,False
CDSL,JIOFIN,0.4133061161960127,183,27527,1e-12,4.147276412709511e-05,0.010416759716228728,36638.38175415255,15,False,0.8209406362530146,2.6180595831179487,2.148118322373634e-06,0.001503012633326768,0.2067135499757854,1.3901062390590483e-06,0.0009650414213864673,3.3531772863517713,0.05588628810586285,0.8132525728447833,2.5959876361669195e-07,0.07543139106289944,0.030609157853770157,False,False
JIOFIN,RECLTD,0.4131983099925035,184,27527,1e-12,0.000100786884168201,0.030552370706692502,21911.044432653845,15,False,0.5521409869913165,2.3270683575575064,-1.730879721948922e-06,0.001519072427916552,0.1418443375185947,5.550258186205033e-07,0.0008067292917186085,4.886675017739633,0.08144458362899389,0.8677563230757461,7.339865504226937e-08,0.10754532063038817,0.3430779954182303,False,False
KPITTECH,TATAELXSI,0.4131823424266871,185,27527,1e-12,4.74029493083169e-05,0.06175281642498381,12639.142951292137,15,False,0.8509238031585102,-0.42376592257787865,1.1666424701813908e-05,0.0028669095317252233,0.07798402277676149,2.08678502580542e-06,0.001124742204957391,8.88832296513045,0.14813871608550752,0.9249792050247291,1.5655227157841388e-07,0.2271732237078799,0.7028082290425365,False,False
PERSISTENT,TCS,0.413080672193186,186,27527,1e-12,0.00030411522640226286,0.3131412993523155,-9751.828455714392,15,False,-0.15283103877921173,9.83634685317498,-1.1221902953884272e-06,0.003555253921507957,0.07967644563913186,-3.836120184696387e-06,0.0014179770173528702,8.69952437009209,0.14499207283486817,0.923415073030646,-2.9378898419063774e-07,0.21262516760167366,0.6753925786403918,False,False
INFY,PERSISTENT,0.4125166075812397,187,27527,1e-12,0.00020173854031751485,0.2832092373810218,-8305.878498735126,15,False,0.7397219319970605,0.9036487461756956,4.1592690837031135e-06,0.0024577814849240545,0.08478204838608587,5.075621104272134e-06,0.0010119627043306387,8.175636160658064,0.1362606026776344,0.918712497453829,4.1258456343692044e-07,0.2282831617031039,0.5430552031874771,False,False
HINDALCO,NMDC,0.412056623901929,188,27527,1e-12,5.2078403203705875e-05,0.00511660012156686,45890.42916329689,15,False,0.912494553593138,2.8213257979509727,1.8509570110766497e-06,0.0014681524713823035,0.2768908221618649,8.071953277103962e-07,0.0010919375297872673,2.503323061227162,0.0417220510204527,0.758137264379785,1.9523047013989235e-07,0.03350052671331602,0.23187233591341488,False,False
BDL,BEML,0.4118253170116504,189,27527,1e-12,1.2497200422481455e-05,0.009791719557266133,37857.00162992381,15,False,0.6937348265835066,2.052188385139377,-3.392210364207593e-07,0.0027436194897771968,0.10777606815475343,4.823636438987891e-07,0.001273804416914674,6.431364517442495,0.1071894086240416,0.8978286263421072,4.928375609976589e-08,0.19332730275637,0.5360692559763698,False,False
EICHERMOT,M&M,0.4117117786198543,190,27527,1e-12,0.00017332618406453473,0.19341925244092056,-3102.920835353045,15,False,0.6288160332023788,3.779492474936114,-3.484388044069482e-06,0.0021165262746055138,0.07081957144423794,1.1658972285659394e-06,0.0007962036402426894,9.787508825942515,0.1631251470990419,0.9316299696140692,7.97124289439258e-08,0.22560602525781281,0.5326042479773035,False,False
EICHERMOT,MARUTI,0.4113704001706336,191,27527,1e-12,0.00014605256588910587,0.317397602257723,-9801.238999676472,15,False,0.9374526693003606,-0.10358966703622517,-2.575782545613426e-06,0.0026081156173061414,0.058081162141739265,-1.2118342575577242e-06,0.0008886000513203748,11.934113488783382,0.19890189147972304,0.9435733618939778,-6.837973309568983e-08,0.268784887283884,0.5967582527124139,False,False
DLF,NBCC,0.4109518175538043,192,27527,1e-12,6.256097457045591e-06,0.0007615842611534211,72187.46936424266,15,False,0.35523563691281707,4.795907577023877,2.396229115946134e-06,0.0014259300384281575,0.2276386822910991,1.9554632791056437e-06,0.0009619650870072849,3.0449446183033366,0.050749076971722276,0.7964119656024822,3.9810892532964275e-07,0.04415315306192334,0.5801899489804565,False,False
CANBK,RECLTD,0.4107447056522535,193,27527,1e-12,0.00011306504875264343,0.03428608432948626,20322.25123964516,15,False,1.2030197500000293,-2.067434807408661,5.115798054212822e-06,0.002166313616768442,0.1427087598397021,1.605189253048875e-06,0.0011549087503643519,4.857075216255289,0.08095125360425483,0.867006539252422,2.1347967391778961e-07,0.11316686439503723,0.13302967586868708,False,False
COFORGE,TATAELXSI,0.4106080967666428,194,27527,2.781037541711236e-07,3.142336762771746e-06,2.4663889037856568e-05,107460.41600733771,15,False,0.09622807906922956,6.440506311722216,,,,,,,,,,,0.5390192757718535,False,False
