symbol_a,symbol_b,pearson_rho,stage1_rank,n_obs,Q_beta,Q_alpha,R,log_likelihood_final,em_iterations,em_converged,beta_mean,alpha_mean,ou_kappa,ou_mu,ou_sigma,half_life_minutes,half_life_hours,ar1_phi,ar1_c,hurst_exponent,spread_mean,spread_std,adf_pvalue,tradeable,skipped
ADANIGREEN,ATGL,0.3692629323298539,379,27527,1e-07,4.1724575804603425e-07,8.609151979092484e-07,136370.23300578803,50,False,-0.006966577821180193,6.876271737565437,,,,,,,,,,,0.5171499583269065,False,False
HEROMOTOCO,MOTHERSON,0.3691604258756783,380,27527,1e-07,1.6247307244331086e-07,1.2805768389637916e-07,147941.6927567954,50,False,0.21400486500756732,7.598940064563503,,,,,,,,,,,0.3223977020438564,False,False
HEROMOTOCO,TMPV,0.3690581208120288,381,27527,1e-07,1.674604352264317e-07,1.5880719032612158e-07,143832.08655864839,50,False,0.25090875863229806,7.152558514559699,,,,,,,,,,,0.13504972361206763,False,False
BDL,CDSL,0.3688537701270125,382,27527,1e-07,3.486989887138006e-07,6.589261460025034e-07,134367.37945243667,50,False,1.296458513477265,-2.114220463949518,,,,,,,,,,,0.15856325092880402,False,False
COCHINSHIP,ZENTEC,0.3688477254447679,383,27527,1e-07,3.70484794247591e-07,7.155693959005821e-07,134646.29170944527,50,False,0.8261093168814255,1.3494346658086263,,,,,,,,,,,0.84903406808755,False,False
ADANIPORTS,JIOFIN,0.3685282778521582,384,27527,1e-07,1.5625281311882191e-07,1.402805654526619e-07,144876.43070228296,50,False,0.2788634427604596,5.729193692399476,,,,,,,,,,,0.2601149823169563,False,False
IOC,PETRONET,0.3685053882570376,385,27527,1e-07,1.8168521293070398e-07,1.7893568149577674e-07,144371.0637552984,50,False,0.32681364804147106,3.23395591359003,,,,,,,,,,,0.8776897922582153,False,False
IREDA,JWL,0.3684127895203972,386,27527,1e-07,2.792997799609524e-07,3.786655636077154e-07,142085.64374498784,50,False,0.248601169505042,3.429399488785408,,,,,,,,,,,0.39858409919808896,False,False
CDSL,INOXWIND,0.3684056352631363,387,27527,1e-07,1.9682100622923627e-07,1.8811976807994157e-07,147253.53968988205,50,False,0.3630229991907907,5.513746303680013,,,,,,,,,,,0.035936840504716565,False,False
CANBK,NBCC,0.3682070840427761,388,27527,1e-07,2.2607197449552862e-07,2.0519918047465252e-07,146833.4515829487,50,False,0.20264627223022086,4.068307372462465,,,,,,,,,,,0.4043180654697596,False,False
BDL,ZENTEC,0.3681303653941957,389,27527,1e-07,3.7536809844372984e-07,7.347090751721971e-07,134589.89328770063,50,False,0.8064511330764207,1.393251752393334,,,,,,,,,,,0.8493526100453297,False,False
BSE,IREDA,0.3680690282999973,390,27527,1e-07,3.2778323042506935e-07,4.575061443589118e-07,141953.9812947641,50,False,0.1531304697204099,7.202522672776532,,,,,,,,,,,0.6011194983320357,False,False
BAJFINANCE,JIOFIN,0.3680441023854173,391,27527,1e-07,1.5755774886104004e-07,1.4129531150004176e-07,145036.45565139168,50,False,0.22219964849714896,5.61358581408226,,,,,,,,,,,0.5507881381847103,False,False
JIOFIN,RELIANCE,0.3680054590225962,392,27527,1e-07,2.0641133539168503e-07,2.6031308072092783e-07,138553.4173565252,50,False,0.06531514329792745,5.089276729931723,,,,,,,,,,,0.6123972032549686,False,False
HCLTECH,OFSS,0.3680030720073613,393,27527,1e-07,2.979185407036815e-07,5.292969794537339e-07,133227.44853522553,50,False,0.08470954044237711,6.57220628946946,,,,,,,,,,,0.7091072354972614,False,False
MANAPPURAM,MUTHOOTFIN,0.3679405491499131,394,27527,1e-07,5.315776341612445e-07,1.6034023277367338e-06,128476.05535125206,50,False,1.7241595930459572,-8.458233613289352,,,,,,,,,,,0.25791601128991504,False,False
ABCAPITAL,BANKINDIA,0.3677503398686217,395,27527,1e-07,3.458904028295273e-07,5.010757008462278e-07,141444.25831046083,50,False,0.8938228904126603,1.3181821135924578,,,,,,,,,,,0.519020465999127,False,False
GMRAIRPORT,NBCC,0.3673064454044245,396,27527,1e-07,1.921257794078014e-07,1.6494727950373106e-07,147415.57556069302,50,False,0.25964690061667833,3.3892473116650743,,,,,,,,,,,0.08013193454381207,False,False
DLF,RVNL,0.3672998216572605,397,27527,1e-07,1.972989392242243e-07,2.1845068664935491e-07,142995.97304764081,50,False,0.36498757659071795,4.329633224949483,,,,,,,,,,,0.390954346488349,False,False
BEL,IRFC,0.3670158019136598,398,27527,1e-07,1.5005444976902877e-07,1.3049784867517233e-07,146953.7017813224,50,False,0.4428907774720684,3.9774214526360407,,,,,,,,,,,0.6835993261197024,False,False
BANKINDIA,JIOFIN,0.3670027670750753,399,27527,1e-07,1.6516628899434839e-07,1.6592523752282747e-07,143731.76591508428,50,False,0.5213842638209722,2.143932696418375,,,,,,,,,,,0.4150439750386501,False,False
HUDCO,PFC,0.3668778178690055,400,27527,1e-07,2.935639074288102e-07,3.854169255832354e-07,140055.3410099737,50,False,0.9990615565913331,-0.6875718614055505,,,,,,,,,,,0.7310846640006697,False,False
BANKINDIA,NBCC,0.3668770308115784,401,27527,1e-07,2.0958658122249798e-07,2.0129453586722437e-07,146353.82857088264,50,False,0.3022191576362988,3.669089677553567,,,,,,,,,,,0.5075371947622195,False,False
LICHSGFIN,RECLTD,0.3667351399064597,402,27527,1e-07,1.5954780587001144e-07,1.4870407998652898e-07,143930.73044311578,50,False,0.545493043280173,3.0530944439509655,,,,,,,,,,,0.1593769085075616,False,False
IREDA,LTF,0.3665224967497851,403,27527,1e-07,1.9805514230299564e-07,2.138085480416046e-07,143179.85176119805,50,False,0.47003415843281204,2.1848728729688323,,,,,,,,,,,0.43774887023600273,False,False
CDSL,KFINTECH,0.3665139304681098,404,27527,1e-07,2.2551035104412567e-07,2.951756689541784e-07,139218.15586247316,50,False,0.3143712928550028,5.016458311592369,,,,,,,,,,,0.3380424312858876,False,False
ABCAPITAL,CANBK,0.3662651691116586,405,27527,1e-07,1.939678271747425e-07,1.8368137012330188e-07,145095.16161349276,50,False,0.2962823073702063,4.347305621447326,,,,,,,,,,,0.1931865607760065,False,False
IRFC,NHPC,0.366202920841743,406,27527,1e-07,1.9832292577500988e-07,1.692809092831785e-07,147111.7446443192,50,False,0.7596372298732595,1.3936734295393653,,,,,,,,,,,0.8682184537247472,False,False
BSE,JIOFIN,0.3661991882873839,407,27527,1e-07,2.7252120187885764e-07,3.402830986265863e-07,140559.1266091875,50,False,0.02489026116507965,7.804545134451163,,,,,,,,,,,0.44980545348710976,False,False
PNB,RBLBANK,0.3658907726022502,408,27527,1e-07,1.83500598503953e-07,1.8066417180552504e-07,143833.6430845297,50,False,0.5029733018954469,1.9070678885651313,,,,,,,,,,,0.8302456585158873,False,False
LTF,SHRIRAMFIN,0.3657491185715352,409,27527,1e-07,2.713287469744212e-07,3.904204731253288e-07,137724.78602378955,50,False,0.08484996232735385,5.063085058361266,,,,,,,,,,,0.42945223492697515,False,False
JIOFIN,PNB,0.3656833365474388,410,27527,1e-07,1.5799902154961237e-07,1.2362412874641153e-07,147684.2505104661,50,False,0.6751576430104298,2.330419943022594,,,,,,,,,,,0.34057847614403447,False,False
LUPIN,ZYDUSLIFE,0.3653962137671607,411,27527,1e-07,1.7417774770349236e-07,1.8816390324860717e-07,140781.09383893013,50,False,0.7034824207790533,2.918812840212112,,,,,,,,,,,0.46141889394779717,False,False
BANDHANBNK,BANKINDIA,0.3652880191960281,412,27527,1e-07,2.617544024814156e-07,2.987506037062743e-07,143445.11238537644,50,False,0.7482325219732965,1.2856343252398357,,,,,,,,,,,0.8103787821481774,False,False
CGPOWER,HAL,0.3651389762331444,413,27527,1e-07,3.209576268788766e-07,6.082995849212088e-07,132811.99458118863,50,False,1.200874500678806,-3.5134676883369895,,,,,,,,,,,0.8705996942750995,False,False
JIOFIN,LT,0.3651089656223866,414,27527,1e-07,2.515742830497453e-07,3.83042570997525e-07,135392.28215783052,50,False,0.4614301515376979,1.7448301600594065,,,,,,,,,,,0.6348536993516163,False,False
BDL,IRCON,0.3650790133697436,415,27527,1e-07,3.416086105265199e-07,5.769586413379077e-07,140612.2370591687,50,False,0.620967976928715,4.091593914318007,,,,,,,,,,,0.42524470398760433,False,False
ABCAPITAL,RECLTD,0.3650574566393236,416,27527,1e-07,1.8611477252399903e-07,1.993141998517348e-07,142395.0010832849,50,False,0.3540222925928505,3.7474905352510763,,,,,,,,,,,0.18339450182496236,False,False
INFY,TATAELXSI,0.3648648065484947,417,27527,1e-07,2.931259735275267e-07,5.01733415533043e-07,134217.1969147964,50,False,-0.02608901459394131,7.503344510105319,,,,,,,,,,,0.7709628004485551,False,False
LODHA,PHOENIXLTD,0.3647961367165349,418,27527,1e-07,2.72188397261711e-07,4.531634579974344e-07,135959.84698716126,50,False,0.5884337302986822,2.482413684933428,,,,,,,,,,,0.9517843209568203,False,False
JIOFIN,TMPV,0.3645109582938822,419,27527,1e-07,1.7465129449276129e-07,1.713902222833091e-07,143683.96158000643,50,False,0.6393917509846665,1.8184862068884071,,,,,,,,,,,0.46719235195731956,False,False
LTM,TATAELXSI,0.3644750592542215,420,27527,1e-07,2.886288998584982e-07,5.068430303703482e-07,134116.7468639594,50,False,0.2905038310457038,6.0819654875679365,,,,,,,,,,,0.7849635258707974,False,False
IRFC,SJVN,0.3644735382743992,421,27527,1e-07,1.9442842856486858e-07,1.7150081848459964e-07,147828.978088005,50,False,0.44723325631252053,2.7772035588499855,,,,,,,,,,,0.8457043694976825,False,False
BDL,BHEL,0.3644213939346432,422,27527,1e-07,2.9189946795120724e-07,4.2552864661717556e-07,140047.89173909434,50,False,0.7595777516492859,2.967963808977114,,,,,,,,,,,0.6341894108544743,False,False
COFORGE,TATATECH,0.3643564479003976,423,27527,1e-07,2.4885203670917366e-07,3.325462182708354e-07,139321.34117428245,50,False,0.13233483219907533,6.409955919335978,,,,,,,,,,,0.5555396348302241,False,False
RECLTD,UNIONBANK,0.364234791541381,424,27527,1e-07,1.890886248839888e-07,1.7426166481281774e-07,145332.19291791276,50,False,0.5655543686111931,2.945117556364477,,,,,,,,,,,0.7446718474399331,False,False
BEML,IRCON,0.3639014632505705,425,27527,1e-07,4.413189522600846e-07,1.0612562528114879e-06,137205.6432166267,50,False,0.7728524534562992,3.5504377982212856,,,,,,,,,,,0.002291987726298043,False,False
ADANIENT,NBCC,0.3636163689002418,426,27527,1e-07,2.0664898355983073e-07,1.8630376245294037e-07,146976.7851788949,50,False,0.26603291078616315,6.436187602768934,,,,,,,,,,,0.22058563481305488,False,False
IREDA,KAYNES,0.3634963794400603,427,27527,1e-07,2.9937506915040857e-07,5.215541052902431e-07,134564.8160503694,50,False,0.36336053653522893,1.8514932132883968,,,,,,,,,,,0.7282984847564873,False,False
COCHINSHIP,IRFC,0.3634326361959878,428,27527,1e-07,2.0074136023785407e-07,2.2815407806919675e-07,143990.01798048176,50,False,0.6549788315730207,4.227242462358042,,,,,,,,,,,0.03059482666996883,False,False
HAL,IREDA,0.3632272278328848,429,27527,1e-07,1.6255380586082187e-07,1.4168567202980242e-07,147032.39798487388,50,False,0.44410051983715587,6.178266142853304,,,,,,,,,,,0.3273277768424131,False,False
BANKINDIA,IRFC,0.3631698634501251,430,27527,1e-07,1.7572427271593522e-07,1.555762957118745e-07,146423.95068721595,50,False,0.3454144838868952,3.426357615100562,,,,,,,,,,,0.5141484245001333,False,False
MAZDOCK,RECLTD,0.3630605320468285,431,27527,1e-07,2.8797550417240674e-07,4.084681626858064e-07,139027.9372254077,50,False,1.084484528501535,1.4190291688908163,,,,,,,,,,,0.18054843445087465,False,False
BEL,JIOFIN,0.3628918571686149,432,27527,1e-07,1.9192606619846844e-07,1.965539512189318e-07,142968.23641514534,50,False,0.8648932780598436,1.2413680097984396,,,,,,,,,,,0.43730251305694295,False,False
BHARATFORG,MOTHERSON,0.3628219236934565,433,27527,1e-07,2.1259200740937568e-07,2.1236818473641666e-07,145478.36142178535,50,False,0.5868170874401633,4.5797646976312585,,,,,,,,,,,0.7106090721873385,False,False
INDHOTEL,JIOFIN,0.3627297758454614,434,27527,1e-07,1.520694608200589e-07,1.4068932192719672e-07,144914.8986942284,50,False,0.5657770173536694,3.350794224009542,,,,,,,,,,,0.22300803209508374,False,False
JIOFIN,LTF,0.3624371114510952,435,27527,1e-07,2.0789146305681124e-07,2.0706143524532834e-07,143990.8216304485,50,False,0.11589502651387484,4.910967287350034,,,,,,,,,,,0.6031693847598201,False,False
DIXON,KALYANKJIL,0.3623884636365798,436,27527,1e-07,2.6390235453732265e-07,3.799224467542294e-07,139460.47187909874,50,False,0.27571251256307094,7.640367924637472,,,,,,,,,,,0.04628555333461162,False,False
BDL,JIOFIN,0.3621838051167453,437,27527,1e-07,3.5323529152502074e-07,6.052412731322125e-07,138113.52957537197,50,False,1.340254269964417,-0.2601754809222063,,,,,,,,,,,0.2892232914983798,False,False
BANKBARODA,MAHABANK,0.3621264959377001,438,27527,1e-07,2.9597193694117087e-07,3.187049858090212e-07,146569.70979359924,50,False,0.6008877662321872,3.1714146657000812,,,,,,,,,,,0.7849591426733743,False,False
GLENMARK,LAURUSLABS,0.3621003367537788,439,27527,1e-07,2.9499380999482116e-07,4.239994855872449e-07,137454.68444826084,50,False,0.9111617896102382,1.3058951980998454,,,,,,,,,,,0.5216872166114823,False,False
AMBUJACEM,ULTRACEMCO,0.361821385726686,440,27527,1e-07,3.137649301850745e-07,5.973137152346124e-07,131804.89166922553,50,False,0.30485408518555235,3.3524221679486006,,,,,,,,,,,0.8846646081676803,False,False
BEL,SOLARINDS,0.361516134433656,441,27527,1e-07,3.379935142350718e-07,6.848379575592392e-07,130957.46081843635,50,False,0.5926451472098515,0.43317683521121875,,,,,,,,,,,0.007576451406625428,False,False
CGPOWER,RVNL,0.3613712435106703,442,27527,1e-07,2.0891757016915787e-07,2.5346913974165644e-07,141876.3602802505,50,False,0.4190422647178364,4.089767205012057,,,,,,,,,,,0.904077551387217,False,False
JSWENERGY,NHPC,0.3613113285638066,443,27527,1e-07,1.5570795576915224e-07,1.370508752530339e-07,147098.5080874019,50,False,0.6096746170740163,3.5339461115148456,,,,,,,,,,,0.20953184227004068,False,False
KAYNES,NBCC,0.3613021246247626,444,27527,1e-07,2.523848188984697e-07,3.302112034758635e-07,143229.38602515106,50,False,0.715136063132073,4.951588615763001,,,,,,,,,,,0.8049116841823358,False,False
JWL,RITES,0.3608175515569184,445,27527,1.2443426349235494e-07,9.485413591945052e-07,5.438988236708826e-06,122783.2503136068,50,False,1.8286138154846316,-4.173405527501084,,,,,,,,,,,0.09015121026707007,False,False
CONCOR,IREDA,0.3607942150465507,446,27527,1e-07,1.507524858395866e-07,1.2580272518430837e-07,147709.43087345085,50,False,0.4161109506310701,4.181656295790722,,,,,,,,,,,0.48667546994209526,False,False
CDSL,PFC,0.3607696218366206,447,27527,1e-07,2.1831786773386702e-07,2.412282116181103e-07,141873.79838760593,50,False,0.7027201330858194,2.996134143312374,,,,,,,,,,,0.30499469249827826,False,False
UNIONBANK,YESBANK,0.3606829545230711,448,27527,1e-07,2.214986208922907e-07,2.0027900499135956e-07,150880.4912585482,50,False,0.5570568520315607,3.480602403320269,,,,,,,,,,,0.6684922737309893,False,False
GRSE,IRCON,0.3606086415473282,449,27527,1e-07,6.10454993250042e-07,2.293628987707195e-06,132005.93588165357,50,False,0.9836638646657903,2.846554935124821,,,,,,,,,,,0.7828347885183062,False,False
CAMS,IREDA,0.3605812008981326,450,27527,1e-07,1.7893402247393736e-07,1.7267578531464266e-07,145820.8685399995,50,False,0.5567595008278347,3.8542126002657815,,,,,,,,,,,0.06773102174433532,False,False
IOB,MAHABANK,0.3602551640622758,451,27527,1e-07,1.779008493891755e-07,1.5248574614330867e-07,148649.44422329223,50,False,0.327000552622559,2.176856452531553,,,,,,,,,,,0.5205113273598745,False,False
CDSL,TATAPOWER,0.360233451986118,452,27527,1e-07,1.7075705293014922e-07,1.7642584387638537e-07,142945.26985201205,50,False,0.5085762817882403,4.1699195748126625,,,,,,,,,,,0.5392292500067719,False,False
KPITTECH,TCS,0.3600007679060498,453,27527,2.7243050852186394e-07,2.097703193334766e-06,1.1447425239243822e-05,107656.10660797538,50,False,-4.695811761277549,44.16252930658121,,,,,,,,,,,0.7781978698519361,False,False
CDSL,HDFCAMC,0.3595660988537721,454,27527,1e-07,2.529775055243724e-07,3.8075632804932754e-07,136144.6521631664,50,False,0.28563127708629715,4.9429452805272485,,,,,,,,,,,0.405201137680918,False,False
CDSL,SUZLON,0.3592805044529604,455,27527,1e-07,1.6364801254449697e-07,1.25584500779145e-07,150520.26845418906,50,False,0.43516083713123804,5.520266260309534,,,,,,,,,,,0.19769306217154176,False,False
IRCTC,RVNL,0.3591724349370344,456,27527,1e-07,1.7834678089192567e-07,1.7816198855172654e-07,144368.28861131368,50,False,0.30839047811145204,4.627688442691091,,,,,,,,,,,0.6265579531694245,False,False
GRSE,NBCC,0.3590974408626138,457,27527,1e-07,2.823484765381683e-07,4.782115006341371e-07,140901.41393443503,50,False,0.7017804342621748,4.572524312181114,,,,,,,,,,,0.49396452800027935,False,False
AUROPHARMA,LUPIN,0.3589066061554236,458,27527,1e-07,2.30952865062137e-07,3.267320969042504e-07,136505.48062529063,50,False,0.9394267826552652,-0.133688489080459,,,,,,,,,,,0.36384427470291036,False,False
ADANIPORTS,GMRAIRPORT,0.3588273913373008,459,27527,1e-07,1.425801478779818e-07,1.0935291104958582e-07,148902.22998288885,50,False,0.42436963271947553,5.338907876067782,,,,,,,,,,,0.1926374691534546,False,False
HCLTECH,TATAELXSI,0.3588269871092244,460,27527,1e-07,2.9573446352252605e-07,5.091189827611225e-07,134045.93226125618,50,False,-0.08922082061929494,8.083569001266799,,,,,,,,,,,0.7324104489155254,False,False
JSWSTEEL,NATIONALUM,0.3588174019527576,461,27527,1e-07,1.9315303576617312e-07,1.92656124720471e-07,143607.71736643446,50,False,0.3094952281306305,5.25765145827042,,,,,,,,,,,0.3833761878715291,False,False
ANGELONE,IREDA,0.3586341465564278,462,27527,1e-07,3.767058417899845e-07,6.734682494144538e-07,139744.56842952015,50,False,0.9355764686208973,0.9603391544858993,,,,,,,,,,,0.8377104714621952,False,False
CGPOWER,MAZDOCK,0.3584833948790364,463,27527,1e-07,3.056252501152067e-07,5.422718384584228e-07,134833.52077498686,50,False,0.6638452603549393,1.325896522468721,,,,,,,,,,,0.781729389142555,False,False
HAL,IRFC,0.3584362203377386,464,27527,1e-07,1.454366957442145e-07,1.1899828281528343e-07,147796.90783301022,50,False,0.36572786056147005,6.612591324006105,,,,,,,,,,,0.16856849612054742,False,False
DLF,PFC,0.3582978856519603,465,27527,1e-07,2.6772893514159064e-07,3.3441870043487275e-07,140530.9003252668,50,False,0.8621930726963805,1.2825575484600946,,,,,,,,,,,0.6519962380839537,False,False
JINDALSTEL,VEDL,0.3581503694026211,466,27527,1e-07,1.9872918541704534e-07,1.9717911703221832e-07,143888.69424530733,50,False,0.5487004514360069,3.9973249739181655,,,,,,,,,,,0.41700036121521533,False,False
CHOLAFIN,SHRIRAMFIN,0.3579035902057069,467,27527,1e-07,3.612055411518606e-07,6.017667165431614e-07,136333.67941731453,50,False,-0.24370781739777497,9.077986033175101,,,,,,,,,,,0.5299720503497588,False,False
NBCC,TITAGARH,0.3578757520170532,468,27527,1e-07,3.659897783774201e-07,6.52501700899458e-07,136904.21107745357,50,False,0.8247379016229635,-0.8853191143788451,,,,,,,,,,,0.2732208436941742,False,False
CDSL,HUDCO,0.3577023052178679,469,27527,1e-07,1.7458411944654468e-07,1.6756744798665062e-07,145301.881102725,50,False,0.45796151215033165,4.7728758431406755,,,,,,,,,,,0.07930273241471886,False,False
ABCAPITAL,CDSL,0.3576008146540296,470,27527,1e-07,2.3092783530011672e-07,3.1884083359942327e-07,137717.5248940929,50,False,0.7277383163761645,0.5918030900640018,,,,,,,,,,,0.02455432232899052,False,False
BAJAJ-AUTO,TMPV,0.3574754733117714,471,27527,1e-07,1.6323670974716445e-07,1.4921504664001564e-07,144138.05704042123,50,False,0.5940209916189791,5.67135675437795,,,,,,,,,,,0.022536697047826276,False,False
EXIDEIND,NBCC,0.3574689589827151,472,27527,1e-07,1.5111854965032148e-07,1.1912824090032002e-07,149028.58788935406,50,False,0.3018128867039958,4.4208264353053215,,,,,,,,,,,0.26240381898422155,False,False
CDSL,LTF,0.35709494685727,473,27527,1e-07,1.902705470876005e-07,1.984648742101539e-07,143635.5585165189,50,False,0.39549618150667254,4.9506903627808,,,,,,,,,,,0.2662883869892274,False,False
LTF,RECLTD,0.3568560686579949,474,27527,1e-07,1.880566785181329e-07,2.09579316591497e-07,142031.3100657294,50,False,0.528002236331873,2.554007536813922,,,,,,,,,,,0.2201067624230873,False,False
BHEL,RVNL,0.3568242292535681,475,27527,1e-07,2.148028358842198e-07,2.5179212331749456e-07,141883.8616021633,50,False,0.315815541663746,3.769427666925534,,,,,,,,,,,0.15014504101534765,False,False
DIVISLAB,LAURUSLABS,0.3568156536462744,476,27527,1e-07,2.118654335078364e-07,2.491804839475963e-07,139775.34384532738,50,False,0.5268582582165318,5.07991937969046,,,,,,,,,,,0.3528864417266778,False,False
BANKBARODA,IREDA,0.3564424572469104,477,27527,1e-07,1.662944705543339e-07,1.419599722160431e-07,147031.04021281368,50,False,0.5031891061563297,3.2370360003144545,,,,,,,,,,,0.5231503081518265,False,False
GLENMARK,ZYDUSLIFE,0.3564418672976064,478,27527,1e-07,2.0270832995664213e-07,2.423865303304476e-07,139243.77830940753,50,False,1.187634879522576,-0.4500535960866448,,,,,,,,,,,0.31240503395901165,False,False
NBCC,NHPC,0.3562257900677917,479,27527,1e-07,2.96553401574673e-07,3.5787413090822823e-07,144225.79668502952,50,False,0.9781419267570728,0.3219159769769035,,,,,,,,,,,0.7210740439715311,False,False
EICHERMOT,TMPV,0.356220146478998,480,27527,1e-07,1.5972914011305335e-07,1.4917564094773431e-07,144321.3863773778,50,False,0.33529938911545004,6.932079610324238,,,,,,,,,,,0.3028068412598467,False,False
GRASIM,ULTRACEMCO,0.356206688558053,481,27527,1e-07,3.2493521741648585e-07,6.178465665140761e-07,131205.5843707102,50,False,-0.6306661809831288,13.851633542030834,,,,,,,,,,,0.5535272047592402,False,False
CANBK,IRFC,0.3561877010491867,482,27527,1e-07,1.6714489351969324e-07,1.349936029537894e-07,147347.0662628769,50,False,0.2705878296363596,3.7188178235952956,,,,,,,,,,,0.2806048393394801,False,False
AMBER,PGEL,0.3561411478118175,483,27527,1e-07,2.848042977946781e-07,4.5175197475685344e-07,139126.61693463795,50,False,0.3399456619532006,6.661622247650667,,,,,,,,,,,0.815218250421222,False,False
JWL,MAZDOCK,0.3561338296473642,484,27527,1.064216240167349e-07,9.666061048376225e-07,6.516271949310445e-06,119469.23981663943,50,False,1.9843474771486636,-9.761598858468073,,,,,,,,,,,0.02601031161210565,False,False
ADANIENT,MAZDOCK,0.3560593726163176,485,27527,1e-07,2.7342121935052124e-07,4.3235226511015906e-07,136097.0737851293,50,False,0.41116229340774785,4.447311402536631,,,,,,,,,,,0.390213420338271,False,False
ADANIENSOL,JSWENERGY,0.3558355961689901,486,27527,1e-07,2.3614809802987873e-07,3.11682360055515e-07,139838.12824168187,50,False,0.6276109303816223,3.004907998973819,,,,,,,,,,,0.2659220416685093,False,False
BEL,BEML,0.3556937779359168,487,27527,1e-07,2.691254787304042e-07,4.111740491911761e-07,136941.2840646182,50,False,0.38575182866999896,3.1894336473536122,,,,,,,,,,,0.4724849057480986,False,False
GRSE,IRFC,0.3556605973340428,488,27527,1e-07,3.0844261061600505e-07,5.626615182469154e-07,139371.31513141797,50,False,0.9552939259327643,3.2935637685689523,,,,,,,,,,,0.7637734071804605,False,False
EXIDEIND,IREDA,0.3555651018897553,489,27527,1e-07,1.4896689715008837e-07,1.2361140306596326e-07,147910.33891975912,50,False,0.45472286612957846,3.596440555148096,,,,,,,,,,,0.379717759323294,False,False
DLF,MAZDOCK,0.3555613245090387,490,27527,1e-07,2.938876078299055e-07,4.925713041491347e-07,135550.57667339873,50,False,0.5853434252935902,1.8676504022053015,,,,,,,,,,,0.7201035662302971,False,False
MAZDOCK,RAILTEL,0.3552863733308314,491,27527,1e-07,2.5329116461338764e-07,3.4137090064300116e-07,140689.45136571574,50,False,0.5424946653490482,4.650352077517016,,,,,,,,,,,0.45251399264462155,False,False
IREDA,JSWENERGY,0.3551721830486309,492,27527,1e-07,2.374045847419575e-07,2.9224783166353624e-07,140699.48605612697,50,False,0.6363419644366993,0.906248057585891,,,,,,,,,,,0.7271606793294659,False,False
OBEROIRLTY,PHOENIXLTD,0.3550690178259847,493,27527,1e-07,2.455645591831508e-07,3.5140503789039637e-07,137267.40254998725,50,False,0.4312891090863032,4.131809563286776,,,,,,,,,,,0.25511442267885975,False,False
CANBK,LTF,0.3549413617069317,494,27527,1e-07,3.588384421739172e-07,5.386109939740167e-07,139883.1524679802,50,False,0.8532349966703626,0.15796520714165063,,,,,,,,,,,0.05578518890645704,False,False
INDHOTEL,IREDA,0.3549078042158365,495,27527,1e-07,1.5374857213092548e-07,1.2832182673866017e-07,147641.22892233118,50,False,0.38909068506941685,4.615675941543174,,,,,,,,,,,0.3495194510357109,False,False
AUROPHARMA,ZYDUSLIFE,0.3548557618981131,496,27527,1e-07,1.9061436647727286e-07,2.2587726639516434e-07,139617.2271380828,50,False,0.8952532730047739,1.013589330671764,,,,,,,,,,,0.7389313510225521,False,False
BANKINDIA,IDBI,0.354848740179191,497,27527,1e-07,2.5530640320611324e-07,2.9538277045212584e-07,145535.42990588004,50,False,0.3790570738875562,3.3096432974968835,,,,,,,,,,,0.3347609246516623,False,False
BIOCON,LAURUSLABS,0.3546501672904937,498,27527,1e-07,2.3011262909222375e-07,2.909459639978422e-07,138884.62774709426,50,False,0.6603693370789904,1.3543275394446548,,,,,,,,,,,0.913079488977486,False,False
CANBK,IDFCFIRSTB,0.3546490953157672,499,27527,1e-07,3.155224597649749e-07,3.6537209406003676e-07,145305.56903068515,50,False,0.018611826740853543,4.922384698688823,,,,,,,,,,,0.5032890130591632,False,False
LODHA,NBCC,0.3545987845415033,500,27527,1e-07,2.491883231943892e-07,3.190960476853595e-07,143925.94060109332,50,False,0.36021763569965776,5.221939569649103,,,,,,,,,,,0.911765369465237,False,False
