symbol_a,symbol_b,pearson_rho,stage1_rank,n_obs,Q_beta,Q_alpha,R,log_likelihood_final,em_iterations,em_converged,beta_mean,alpha_mean,ou_kappa,ou_mu,ou_sigma,half_life_minutes,half_life_hours,ar1_phi,ar1_c,hurst_exponent,spread_mean,spread_std,adf_pvalue,tradeable,skipped
IREDA,SUZLON,0.4418098829164624,121,27527,1e-07,1.820365911214092e-07,1.463802292784263e-07,149950.6164515132,50,False,0.6507538896169733,2.346888973252551,,,,,,,,,,,0.05606526412307334,False,False
COFORGE,WIPRO,0.441016396569352,122,27527,1e-07,1.6319763331751292e-07,1.6474499082306475e-07,143902.63102105155,50,False,0.5839911097424296,4.095191499666129,,,,,,,,,,,0.5344981855122974,False,False
NATIONALUM,TATASTEEL,0.4407815355836502,123,27527,1e-07,3.122518709730426e-07,4.5319915385278955e-07,140053.66730065228,50,False,1.2950711035968823,-0.9207845853601264,,,,,,,,,,,0.3806124068915588,False,False
BAJAJ-AUTO,HEROMOTOCO,0.4377974391045469,124,27527,1e-07,2.5827433571351154e-07,3.988734311494156e-07,134616.99394824452,50,False,0.47632625514771726,5.044070298675518,,,,,,,,,,,0.059922035844127065,False,False
TATASTEEL,VEDL,0.4374737008870804,125,27527,1e-07,1.6554173284516386e-07,1.4841721991334575e-07,145388.9953768041,50,False,0.4090147709985429,2.9994402363540567,,,,,,,,,,,0.2587795057709904,False,False
OBEROIRLTY,PRESTIGE,0.4372672569365171,126,27527,1e-07,2.9437600771809403e-07,4.5509940466544036e-07,136930.20332442535,50,False,0.7543101901356825,1.86141455290447,,,,,,,,,,,0.9016664951346423,False,False
NTPC,POWERGRID,0.4356307003914136,127,27527,1e-07,1.4341619101860688e-07,1.2461050671587073e-07,145472.68159390258,50,False,0.32980561967521266,4.02189087540381,,,,,,,,,,,0.1841836337696004,False,False
CDSL,IRFC,0.4348688507704701,128,27527,1e-07,1.5428042533549364e-07,1.2471730851189623e-07,147741.67061154213,50,False,0.39520810610315854,5.332076996494861,,,,,,,,,,,0.05180912422699542,False,False
COFORGE,HCLTECH,0.4340540584473479,129,27527,1e-07,2.3741306719123634e-07,3.446493439468422e-07,137260.71633431406,50,False,0.417839535194549,4.194809691634151,,,,,,,,,,,0.52391269548556,False,False
BEML,GRSE,0.4328365089747346,130,27527,1e-07,3.343373025947994e-07,6.586945835050743e-07,134087.64104558143,50,False,0.62791610162898,2.5400604946073644,,,,,,,,,,,0.6496400538021818,False,False
HUDCO,NBCC,0.4323975734044227,131,27527,1e-07,1.720042651269494e-07,1.5012464222480763e-07,147780.9530148567,50,False,0.4711587636875652,3.1138266572588713,,,,,,,,,,,0.4222323967860078,False,False
BEL,COCHINSHIP,0.4323371507799407,132,27527,1e-07,2.564091783788042e-07,3.741738367476649e-07,137579.97733057363,50,False,0.4614661634326716,2.6848197238731686,,,,,,,,,,,0.4723803350929936,False,False
BEML,COCHINSHIP,0.4322308320996462,133,27527,1e-07,3.46288947916719e-07,6.785987420307692e-07,134630.82198968952,50,False,0.9277006882769985,0.6498109137898188,,,,,,,,,,,0.0038363025217145073,False,False
COFORGE,OFSS,0.4322087525884033,134,27527,1e-07,3.3586305879863996e-07,6.777754686629745e-07,131943.89319860414,50,False,0.04917287546403332,6.819123836209711,,,,,,,,,,,0.5816103886075151,False,False
COFORGE,LTM,0.4317479445854765,135,27527,1e-07,3.303567432631483e-07,6.456185402157761e-07,132744.76845940726,50,False,0.035035902538874376,6.957350480484892,,,,,,,,,,,0.5755298138054985,False,False
BEML,MAZDOCK,0.430909387491743,136,27527,1e-07,3.927655112257854e-07,8.724908973002204e-07,132486.12955646063,50,False,1.1113480022648985,-1.217019706982917,,,,,,,,,,,0.5144990940709324,False,False
JWL,TITAGARH,0.4305128114508857,137,27527,1e-07,5.221735426601238e-07,1.725913770169448e-06,130460.7775384323,50,False,1.2659033685711605,-2.701782955745799,,,,,,,,,,,0.0826019138515306,False,False
ADANIGREEN,ADANIPOWER,0.4302712636199267,138,27527,1e-07,5.041946029840283e-07,1.2401280556490125e-06,137095.95024553945,50,False,0.950317300154169,2.103099643694936,,,,,,,,,,,0.5022241583202456,False,False
MAZDOCK,NBCC,0.430165078104502,139,27527,1e-07,2.0918915985658057e-07,2.2301772052599315e-07,145231.3010252594,50,False,0.4836427869267996,5.570070570060446,,,,,,,,,,,0.28794672409733724,False,False
SBIN,UNIONBANK,0.4301468816912476,140,27527,1e-07,1.5919581949918613e-07,1.3013057776642491e-07,147259.93380968363,50,False,0.24822804733174755,5.691182650120471,,,,,,,,,,,0.6039757645125106,False,False
ANGELONE,CDSL,0.4300193943003585,141,27527,1e-07,4.890033025436029e-07,1.2815875341927182e-06,131333.29740286476,50,False,1.7533601594179193,-7.108615424531305,,,,,,,,,,,0.6599784662483498,False,False
KAYNES,PGEL,0.4297864488642019,142,27527,1e-07,6.824654319927057e-07,2.61266559211596e-06,130267.05563508811,50,False,0.9554616731999934,2.1724209365500227,,,,,,,,,,,0.8916418834580465,False,False
BAJAJ-AUTO,EICHERMOT,0.4285022187519102,143,27527,1e-07,3.091262407487635e-07,5.536217265457991e-07,132366.23322197108,50,False,1.4868738715134695,-4.076019948110251,,,,,,,,,,,0.4242679333410372,False,False
IREDA,MAZDOCK,0.4273649158838812,144,27527,1e-07,3.0119580331608966e-07,5.037740769686721e-07,135450.7872208537,50,False,0.7214389907065725,-0.7716688469743591,,,,,,,,,,,0.5975147361899784,False,False
COCHINSHIP,HAL,0.4272991443967269,145,27527,1e-07,3.7840406454629223e-07,8.393917654543977e-07,131132.81222965187,50,False,1.6385244404507628,-6.346508938363242,,,,,,,,,,,0.21520625349804895,False,False
PERSISTENT,TECHM,0.4272975611488798,146,27527,1e-07,2.314810051204975e-07,3.3440427265991126e-07,137289.17496892496,50,False,0.8441993256421381,2.4340158254429842,,,,,,,,,,,0.4386369670762217,False,False
EICHERMOT,TVSMOTOR,0.4272410789154419,147,27527,1e-07,2.4780305600434073e-07,3.6461892614826085e-07,135825.97683204745,50,False,0.4101643142147234,5.528850506871645,,,,,,,,,,,0.4813916200388783,False,False
INOXWIND,IRFC,0.4269554912261741,148,27527,1e-07,1.9065863984550053e-07,2.0173406711142007e-07,144926.95876600366,50,False,0.7084567270954866,1.2739001713383686,,,,,,,,,,,0.20835277281773146,False,False
ADANIENT,AMBUJACEM,0.4269141314653081,149,27527,1e-07,2.1193791521189256e-07,2.4388505603594253e-07,141148.45350004852,50,False,0.9609432442165848,1.6693323646121332,,,,,,,,,,,0.8703537497996482,False,False
HUDCO,IRFC,0.4261704819524359,150,27527,1e-07,1.49934737580479e-07,1.2803570053728493e-07,147474.1792802652,50,False,0.6025941719424451,2.436790275374191,,,,,,,,,,,0.16220000726033867,False,False
JWL,RVNL,0.425487250223018,151,27527,1e-07,4.043874134277334e-07,1.0571467774811138e-06,133975.8460043965,50,False,1.0288161269886542,-0.22666655144896336,,,,,,,,,,,0.027371105135602605,False,False
JBMA,OLECTRA,0.4251303424657204,152,27527,1e-07,3.588313792246217e-07,8.088522200911044e-07,134160.19038149883,50,False,0.492081477522127,2.9227766517359877,,,,,,,,,,,0.008974344423736257,False,False
IRFC,SUZLON,0.4250767320016936,153,27527,1e-07,2.9642362275528717e-07,3.315378794509617e-07,147262.60261625698,50,False,0.7724476794870859,1.7278660523913836,,,,,,,,,,,0.5247005232010217,False,False
PREMIERENE,WAAREEENER,0.4246042699104623,154,27527,1e-07,4.274461206156782e-07,9.976098268630936e-07,131546.55449192814,50,False,0.0037443561294541075,6.6408475992503595,,,,,,,,,,,0.715126611785863,False,False
BDL,RVNL,0.4244406964385059,155,27527,1e-07,2.1821463266325458e-07,2.762512469783612e-07,141387.11005100125,50,False,0.5444273150305476,4.085204879061226,,,,,,,,,,,0.5036118777274873,False,False
M&M,MARUTI,0.4231775320759573,156,27527,1e-07,3.1924493450628075e-07,6.134237911904644e-07,131417.14420229907,50,False,0.5891785556341106,2.48000521224019,,,,,,,,,,,0.12492865134501274,False,False
NBCC,RECLTD,0.4230526235767605,157,27527,1e-07,1.82178106238654e-07,1.9675025411125e-07,142793.7687314961,50,False,0.6234403944565714,0.9217152974258206,,,,,,,,,,,0.7203455973218339,False,False
HINDCOPPER,NATIONALUM,0.4226072861337199,158,27527,1e-07,3.5571411165763186e-07,7.533815110111031e-07,135729.3823198635,50,False,0.8145811769825243,1.4987717947740702,,,,,,,,,,,0.6430836479670843,False,False
MAZDOCK,SUZLON,0.4223957342968477,159,27527,1e-07,2.579471537265371e-07,3.0547488587468045e-07,146266.75442201004,50,False,0.707823080828699,5.065879606424716,,,,,,,,,,,0.15711331354245955,False,False
JIOFIN,NBCC,0.4221384652906303,160,27527,1e-07,1.5811860258397027e-07,1.2094697188123392e-07,149171.46420633866,50,False,0.3083924281694915,4.1561089878664585,,,,,,,,,,,0.3872110841092423,False,False
CDSL,NBCC,0.4218075505702004,161,27527,1e-07,1.9147563920165115e-07,1.6475922412119429e-07,147568.99289798748,50,False,0.31156247681247823,5.765909216759762,,,,,,,,,,,0.14334033323849382,False,False
ACC,AMBUJACEM,0.4217223055630862,162,27527,1e-07,1.7582867272313549e-07,1.8694641914916324e-07,142789.4992235718,50,False,0.33489372653700555,5.288157693326129,,,,,,,,,,,0.831264439886515,False,False
NMDC,VEDL,0.4216221425316362,163,27527,1e-07,1.7295488613311767e-07,1.606546432355475e-07,144310.38846355668,50,False,0.5227471730084637,1.5044551008585603,,,,,,,,,,,0.4878207381063357,False,False
RVNL,TITAGARH,0.4216162845256309,164,27527,1e-07,3.9485277232474377e-07,7.871051562789963e-07,135765.82567478216,50,False,0.9501805406594723,-0.5588610383876645,,,,,,,,,,,0.16821435706074428,False,False
NBCC,SUZLON,0.4203649231670744,165,27527,1e-07,3.629111313840908e-07,5.418586736520879e-07,144848.57422611062,50,False,0.9018492997870863,1.109177485274452,,,,,,,,,,,0.6719649401040789,False,False
DIXON,KAYNES,0.4201113090749536,166,27527,1e-07,3.6744529512764247e-07,7.512718747364276e-07,132693.98576685612,50,False,0.08824300587972958,8.577222690986916,,,,,,,,,,,0.09029427157525349,False,False
IRFC,PFC,0.4200080575355092,167,27527,1e-07,5.229198255421564e-07,1.2610116780241952e-06,134879.05629425673,50,False,1.3376879863945845,-3.271566898912921,,,,,,,,,,,0.9042153407006284,False,False
BAJAJ-AUTO,TVSMOTOR,0.4176882174787611,168,27527,1e-07,2.5149272761104986e-07,3.6902442884304435e-07,135560.58193098154,50,False,0.8196450934357736,2.422691229058408,,,,,,,,,,,0.00043828961638276337,False,False
JWL,RAILTEL,0.417427350486923,169,27527,1e-07,6.672185806902543e-07,3.0870962684673492e-06,128134.07828462611,50,False,1.324913240285655,-1.9721989972213576,,,,,,,,,,,0.17411509155324734,False,False
OFSS,PERSISTENT,0.416993509840718,170,27527,1e-07,4.678756115529353e-07,1.140240663025092e-06,130312.49856378317,50,False,1.2785819462866719,-2.1500242755952255,,,,,,,,,,,0.5953208558801973,False,False
OIL,ONGC,0.4167035459923878,171,27527,1e-07,1.759225856150377e-07,1.8141590021528305e-07,143426.56705961336,50,False,0.5063143442043696,3.3129644827291402,,,,,,,,,,,0.1801520098088804,False,False
KEI,POLYCAB,0.4163102999792911,172,27527,1e-07,3.19084556897635e-07,6.332326862488098e-07,131726.37738386422,50,False,1.1752503735570792,-2.103174417508397,,,,,,,,,,,0.0002776418412011029,False,False
LODHA,OBEROIRLTY,0.4161911398381362,173,27527,1e-07,2.719709981237311e-07,4.447834938684232e-07,136147.27375839776,50,False,0.8645622880289512,0.5142512530445208,,,,,,,,,,,0.9925210697466528,False,False
MPHASIS,TECHM,0.4161297551380843,174,27527,1e-07,3.2241793190844443e-07,5.315156925278272e-07,135463.64111349205,50,False,-0.41971116802953035,10.902011622921764,,,,,,,,,,,0.7063684381065075,False,False
BEL,DATAPATTNS,0.4157603096465196,175,27527,1e-07,3.26735396334208e-07,5.733276609257566e-07,135008.1422013672,50,False,0.3843771311841493,3.000760885282635,,,,,,,,,,,0.349379503480325,False,False
HINDZINC,NMDC,0.4157447539876389,176,27527,1e-07,2.1733883194890696e-07,2.3154641866107412e-07,145382.93853147188,50,False,0.6582670565189038,3.5020905234270083,,,,,,,,,,,0.6898839625897824,False,False
IRFC,JIOFIN,0.4153938272300104,177,27527,1e-07,4.676728419791519e-07,1.0130662967787964e-06,136559.05996201924,50,False,1.567989552026482,-4.0419803912390275,,,,,,,,,,,0.028317533211077026,False,False
MAZDOCK,SOLARINDS,0.4146047602734972,178,27527,1e-07,3.553091877054697e-07,7.64886238612801e-07,130228.05781234856,50,False,0.8704868148434185,-0.4799283220038626,,,,,,,,,,,0.4047601908438348,False,False
IRCON,NBCC,0.4145407365105659,179,27527,1e-07,2.3825676612969272e-07,3.1021154773548074e-07,143608.81907084156,50,False,0.5315022944805897,2.574044781258698,,,,,,,,,,,0.5224822603467194,False,False
BDL,NBCC,0.414422280399625,180,27527,1e-07,2.1523085428742663e-07,2.46778656018276e-07,144787.124705202,50,False,0.5134527244318107,4.859103370795402,,,,,,,,,,,0.4755330692703389,False,False
MPHASIS,OFSS,0.4140224496257736,181,27527,1e-07,3.353751154323276e-07,6.579524174236657e-07,132089.50329711067,50,False,-0.18674744240515428,9.482730260651312,,,,,,,,,,,0.6580998806294261,False,False
M&M,TVSMOTOR,0.4138283917466371,182,27527,1e-07,2.5474711399340684e-07,3.841950206186681e-07,135645.01417192855,50,False,0.2968529127172714,5.699504808992066,,,,,,,,,,,0.7774881192748344,False,False
CDSL,JIOFIN,0.4133061161960127,183,27527,1e-07,1.6064818325838396e-07,1.547216184826797e-07,144352.12053874935,50,False,0.7333416484154198,3.103667392468432,,,,,,,,,,,0.0514991762721422,False,False
JIOFIN,RECLTD,0.4131983099925035,184,27527,1e-07,1.6535303223154572e-07,1.6074994989643403e-07,144031.55165939967,50,False,0.49515150544951364,2.6608011734421906,,,,,,,,,,,0.38057947039483647,False,False
KPITTECH,TATAELXSI,0.4131823424266871,185,27527,1e-07,3.0345895900044424e-07,5.782272863266393e-07,133323.8897099269,50,False,0.7952011146152933,0.04697274682749214,,,,,,,,,,,0.7226926814041436,False,False
PERSISTENT,TCS,0.413080672193186,186,27527,1e-07,2.7959053265896167e-07,4.7456894811732395e-07,134383.82500981627,50,False,-0.14852910070322703,9.803946905752746,,,,,,,,,,,0.6751637675378391,False,False
INFY,PERSISTENT,0.4125166075812397,187,27527,1e-07,3.224950567662752e-07,5.846850288124993e-07,133594.28581065946,50,False,0.6711747211972937,1.4913550167846883,,,,,,,,,,,0.6411490099700754,False,False
HINDALCO,NMDC,0.412056623901929,188,27527,1e-07,2.2877807914027372e-07,2.0245727058635914e-07,146806.52741182526,50,False,0.7099739067221572,3.7097848777180267,,,,,,,,,,,0.20968525661334192,False,False
BDL,BEML,0.4118253170116504,189,27527,1e-07,3.083633139399725e-07,5.457928696027521e-07,135580.30407944147,50,False,0.6098361975945892,2.6736358566330525,,,,,,,,,,,0.5631009342456982,False,False
EICHERMOT,M&M,0.4117117786198543,190,27527,1e-07,2.432128808421794e-07,3.525164335536819e-07,136001.330728895,50,False,0.6100330537974158,3.9320732947275454,,,,,,,,,,,0.5275219713638124,False,False
EICHERMOT,MARUTI,0.4113704001706336,191,27527,1e-07,3.214206638807127e-07,6.188163595015626e-07,131245.5605768088,50,False,0.9216082553310838,0.04813177380757973,,,,,,,,,,,0.5931092413135657,False,False
DLF,NBCC,0.4109518175538043,192,27527,1e-07,1.8509296775230575e-07,1.6698559587934183e-07,147293.08373642838,50,False,0.36755735462673683,4.743940782493966,,,,,,,,,,,0.5711141537086794,False,False
CANBK,RECLTD,0.4107447056522535,193,27527,1e-07,2.558975636762885e-07,2.9609608049330514e-07,141151.8862095682,50,False,1.036907852676889,-1.0960442111401825,,,,,,,,,,,0.16091779979870524,False,False
COFORGE,TATAELXSI,0.4106080967666428,194,27527,1e-07,3.307537371882978e-07,6.460188670991847e-07,132807.36703201977,50,False,-0.0003120480747188586,7.259322421687057,,,,,,,,,,,0.584728059120761,False,False
INOXWIND,RVNL,0.4104463667523582,195,27527,1e-07,2.2331699928071515e-07,2.870031174682346e-07,141433.01012643444,50,False,0.5552102753567434,1.4185200146331327,,,,,,,,,,,0.3162133425259143,False,False
ADANIGREEN,TATAPOWER,0.4099692520367084,196,27527,1e-07,1.8897282701463974e-07,2.2367267532480548e-07,141276.78692799993,50,False,0.6744760566968562,2.830179938875956,,,,,,,,,,,0.5625090995397001,False,False
RECLTD,RVNL,0.4092639024332515,197,27527,1e-07,1.9605942623569677e-07,1.9979369769705587e-07,143537.46315245784,50,False,0.23821330060165924,4.499413430099724,,,,,,,,,,,0.14052711338648927,False,False
IDEA,INDUSTOWER,0.4089774490355869,198,27527,1e-07,6.502790338156733e-07,2.883341481079662e-06,127745.02246374186,50,False,1.8726882398037175,-9.03224292836147,,,,,,,,,,,0.4182630476513581,False,False
HCLTECH,PERSISTENT,0.4087845326671565,199,27527,1e-07,3.0063979750887567e-07,5.229403079009645e-07,134036.3981656784,50,False,0.3082347835907545,4.666511076095142,,,,,,,,,,,0.6456799217027238,False,False
GRSE,ZENTEC,0.408225235415158,200,27527,1e-07,6.774110537445922e-07,2.7623170344261753e-06,127275.27850288937,50,False,1.3692696019571673,-2.083559691800144,,,,,,,,,,,0.33578961837837795,False,False
HINDALCO,JSWSTEEL,0.4081430046600817,201,27527,1e-07,2.859471219478555e-07,4.180856139656058e-07,136618.8096962718,50,False,1.4448011569024115,-3.397074586410814,,,,,,,,,,,0.17261918436712065,False,False
IRFC,JWL,0.4080058729150222,202,27527,1e-07,2.7650016304643453e-07,3.713906202472965e-07,142313.79416287708,50,False,0.28492763406630534,3.0774650110573796,,,,,,,,,,,0.8112080397320751,False,False
MPHASIS,TCS,0.4075552426257124,203,27527,1e-07,2.4646519420227305e-07,3.759856340827833e-07,135795.71097477878,50,False,0.21050526868532154,6.149971686895571,,,,,,,,,,,0.624552383276597,False,False
BDL,IREDA,0.4075426935251148,204,27527,1e-07,2.7393110673087107e-07,3.637225213107865e-07,142459.64008100462,50,False,0.8276143303456509,3.1944469378535683,,,,,,,,,,,0.33946504038946557,False,False
NMDC,SAIL,0.4069324564327131,205,27527,1e-07,1.9392912491261227e-07,1.8396505340015734e-07,145675.68734702995,50,False,0.41959678709689857,2.2852336841583623,,,,,,,,,,,0.22070470603516013,False,False
INOXWIND,MAZDOCK,0.406892211528141,206,27527,1e-07,3.624871018608031e-07,7.315935870522185e-07,133621.61429496674,50,False,0.9369884327035342,-2.6875134478293505,,,,,,,,,,,0.6937453741849601,False,False
IREDA,RAILTEL,0.4065903268464725,207,27527,1e-07,2.2662633435859746e-07,2.6620050775490687e-07,142494.0225124208,50,False,0.5052713131739581,1.927284076197816,,,,,,,,,,,0.1470463138841181,False,False
COFORGE,KPITTECH,0.4065336095403944,208,27527,1e-07,3.0762209702722156e-07,4.990047240468797e-07,137487.08392723935,50,False,0.10974978799558738,6.5185029590407835,,,,,,,,,,,0.5398002069863369,False,False
DLF,PHOENIXLTD,0.4062318976162066,209,27527,1e-07,2.55897837045438e-07,3.794439809170686e-07,137074.18866544438,50,False,0.623635051055849,1.7778912849344797,,,,,,,,,,,0.6283915014756627,False,False
DATAPATTNS,HAL,0.4061131507027407,210,27527,1e-07,4.590284271057725e-07,1.3865385502878108e-06,128017.38593233429,50,False,1.990339600126798,-8.62691456433233,,,,,,,,,,,0.8742748604880077,False,False
MOTHERSON,TMPV,0.4060769345853303,211,27527,1e-07,1.9282641208648158e-07,2.0680624331237406e-07,142334.21779103583,50,False,0.8397909926455809,-0.14090712199638175,,,,,,,,,,,0.23102675669580075,False,False
PERSISTENT,WIPRO,0.405981639531794,212,27527,1e-07,1.6241770927086896e-07,1.6869370895661528e-07,143564.65532784612,50,False,0.8601926520346046,3.9632213425238976,,,,,,,,,,,0.3511707549299904,False,False
JSWSTEEL,NMDC,0.4059626174589758,213,27527,1e-07,1.2677565365645954e-07,8.925248442597809e-08,150412.75681519078,50,False,0.40371922356229845,5.305361093273506,,,,,,,,,,,0.24114126349024417,False,False
RECLTD,TATAPOWER,0.4057838110183748,214,27527,1e-07,1.7024456880495346e-07,1.6974347853689874e-07,143104.70732699978,50,False,0.3172001628228417,3.9810014397110205,,,,,,,,,,,0.5797932508184112,False,False
GODREJPROP,PHOENIXLTD,0.4055657069123026,215,27527,1e-07,3.0075422272665147e-07,5.016290796906339e-07,135622.58815553717,50,False,0.9709907306141133,0.23328053878416813,,,,,,,,,,,0.24744727038341646,False,False
LTM,PERSISTENT,0.4049649538356738,216,27527,1e-07,3.664008127155358e-07,7.433973295249657e-07,132417.94098100121,50,False,0.9208371703988233,0.6064642919993816,,,,,,,,,,,0.784949440040257,False,False
HEROMOTOCO,M&M,0.4034126680584442,217,27527,1e-07,2.4273485588251874e-07,3.5251076969497106e-07,135840.70484859473,50,False,0.31049194128692903,6.095413966341717,,,,,,,,,,,0.05646197975100182,False,False
RVNL,SUZLON,0.4032485583961727,218,27527,1e-07,4.4065067096166675e-07,9.693887223245753e-07,140815.47525168426,50,False,0.9984764720293895,1.8946139329604186,,,,,,,,,,,0.17677865430087097,False,False
COCHINSHIP,RVNL,0.4031673725799162,219,27527,1e-07,2.20404438455652e-07,2.8156267275248045e-07,141195.262731553,50,False,0.546463005736683,4.1711964804740544,,,,,,,,,,,0.014664051472124483,False,False
IRCTC,IRFC,0.4031231384278647,220,27527,1e-07,1.2923684339882757e-07,9.90170820541597e-08,149171.07423748026,50,False,0.403471855728975,4.500697581044555,,,,,,,,,,,0.5480899923511002,False,False
IRFC,TITAGARH,0.4029233905967023,221,27527,1e-07,3.23510988952091e-07,5.065339719747167e-07,138173.84572219657,50,False,0.7494496319563764,-0.2653148268045718,,,,,,,,,,,0.35791437566287276,False,False
ETERNAL,SWIGGY,0.4025692562581107,222,27527,1e-07,2.911137560061093e-07,4.135711792894391e-07,140715.56468869827,50,False,0.1943804356019894,4.453063486454194,,,,,,,,,,,0.6662329990493191,False,False
OFSS,TATAELXSI,0.4019318576877203,223,27527,1e-07,2.752275040136892e-07,4.578157245118197e-07,134419.2247636996,50,False,0.2802287528491026,6.501138819141533,,,,,,,,,,,0.40555267134783335,False,False
DLF,IREDA,0.4016844533245575,224,27527,1e-07,1.8090874913124303e-07,1.700398274660258e-07,146158.23740257474,50,False,0.5883391286568344,3.571278373875617,,,,,,,,,,,0.6048079333795625,False,False
BAJAJ-AUTO,M&M,0.4015605437208577,225,27527,1e-07,2.988552657293638e-07,4.839378763409649e-07,134248.85741620042,50,False,1.4210529478264142,-2.413383133452457,,,,,,,,,,,0.7028813070357723,False,False
CDSL,MCX,0.401495758193605,226,27527,1e-07,2.9734726596637187e-07,4.77509972303643e-07,135746.2345837786,50,False,0.5506801853175329,2.9042759823161917,,,,,,,,,,,0.34544604402320145,False,False
NHPC,TATAPOWER,0.4011185361872017,227,27527,1e-07,2.034292239847764e-07,2.0266016582492087e-07,142386.46149621494,50,False,1.0535143767238333,-1.8998912167822735,,,,,,,,,,,0.6917289651824137,False,False
HUDCO,RECLTD,0.400880000586332,228,27527,1e-07,2.0280559451667036e-07,2.2110713910029452e-07,142275.3068310577,50,False,0.8999131132225668,-0.00965208007255356,,,,,,,,,,,0.466638232295646,False,False
JIOFIN,RVNL,0.4007368087328064,229,27527,1e-07,1.839511557819906e-07,1.824895240922684e-07,144258.41945053884,50,False,0.27241068987983263,4.003233750145943,,,,,,,,,,,0.31318251126724356,False,False
BDL,SOLARINDS,0.4005316142755274,230,27527,1e-07,3.8135936765653164e-07,8.86178933526085e-07,129678.23374101552,50,False,0.9729043427741074,-2.023339443323817,,,,,,,,,,,0.7321230001762664,False,False
INFY,MPHASIS,0.400297715408787,231,27527,1e-07,3.7211803460778694e-07,6.879469955878926e-07,134052.4143815535,50,False,-0.48460584041273186,11.078321208526404,,,,,,,,,,,0.7459715412864971,False,False
LTM,TECHM,0.3999833727427641,232,27527,1e-07,2.3517094904150338e-07,3.2941513494299265e-07,137704.22436614727,50,False,0.9146066275957145,1.8464574731270003,,,,,,,,,,,0.7293877146011278,False,False
HINDZINC,TATASTEEL,0.3999282153012343,233,27527,1e-07,1.8255539674796145e-07,1.9238866608987146e-07,143369.95349994942,50,False,0.681828637507369,2.808082417287673,,,,,,,,,,,0.7646603875768145,False,False
BEL,RVNL,0.3998071395942168,234,27527,1e-07,1.86889094024618e-07,1.9862134831197992e-07,143141.05373361905,50,False,0.36740831451556333,3.951084859658636,,,,,,,,,,,0.6332651136555842,False,False
ADANIENSOL,ADANIPORTS,0.3995314952279385,235,27527,1e-07,2.341171797957397e-07,3.36969954761354e-07,137076.9362746107,50,False,0.8670263885482721,0.5752942885259918,,,,,,,,,,,0.6234851843780008,False,False
HAL,RVNL,0.3991711713597898,236,27527,1e-07,1.869842762225843e-07,1.9275245821786206e-07,143686.08273502404,50,False,0.30843697211884913,6.562162892541317,,,,,,,,,,,0.3131271151816474,False,False
RITES,RVNL,0.3986225867514147,237,27527,1e-07,2.0439132904846444e-07,2.466808221021772e-07,142137.4276120762,50,False,0.48662366372180327,2.584952624649157,,,,,,,,,,,0.2618399117084185,False,False
M&M,TMPV,0.3981426709980387,238,27527,1e-07,1.8935042225179778e-07,1.8188314583946385e-07,143583.3470650412,50,False,0.0775768338645575,7.682852097874863,,,,,,,,,,,0.6989690733842712,False,False
JSWENERGY,TATAPOWER,0.3972150534619093,239,27527,1e-07,1.9051525713799542e-07,2.0961882184587932e-07,141622.79159540668,50,False,0.9759467446136321,0.397216383312174,,,,,,,,,,,0.05380383054258273,False,False
IREDA,TATAPOWER,0.396973687563545,240,27527,1e-07,1.8457680979725925e-07,1.968277309273814e-07,142367.65348864978,50,False,0.8669689687164481,-0.2992361362285268,,,,,,,,,,,0.8298136187042925,False,False
LTM,MPHASIS,0.3969289798007929,241,27527,1e-07,3.066050720228024e-07,5.129641968317378e-07,135249.1573496863,50,False,-0.11641443195516689,9.463982564670594,,,,,,,,,,,0.8220651888313337,False,False
ADANIENSOL,ADANIPOWER,0.3967440733859262,242,27527,1e-07,6.258701984605284e-07,2.085662514710087e-06,133759.69898762272,50,False,1.0641671409608107,1.5934696708774472,,,,,,,,,,,0.45720135078820606,False,False
MPHASIS,WIPRO,0.3960862959436563,243,27527,1e-07,3.3938056427396084e-07,4.7036531663231057e-07,140338.27873541662,50,False,-0.31680804086353725,9.554327710781843,,,,,,,,,,,0.6703188891917652,False,False
ABB,SIEMENS,0.3955989624503326,244,27527,1e-07,3.1597072922636165e-07,5.562142908751571e-07,134270.09244915697,50,False,0.9465002965579489,1.0229792947179286,,,,,,,,,,,0.8377660847561417,False,False
HEROMOTOCO,MARUTI,0.395087363717399,245,27527,1e-07,3.1390834632936624e-07,5.918516893241158e-07,131353.90993623578,50,False,0.21491548364747712,6.558710059500331,,,,,,,,,,,0.08739426830374603,False,False
IRCON,MAZDOCK,0.3948478825845978,246,27527,1e-07,3.464125012582989e-07,6.974085015896793e-07,133547.09977341566,50,False,0.8851821026007504,-1.8836742389250847,,,,,,,,,,,0.8427135750124257,False,False
PERSISTENT,TATAELXSI,0.3945918649658542,247,27527,1e-07,3.057977622755009e-07,5.703447587132658e-07,133232.4759457609,50,False,0.14681923618528975,7.374683528121052,,,,,,,,,,,0.6601503240509758,False,False
GODREJPROP,NBCC,0.3940729004431391,248,27527,1e-07,2.0199555393782778e-07,2.07033063195997e-07,145919.27834165425,50,False,0.45476347299641406,5.386017876607506,,,,,,,,,,,0.38360786144545495,False,False
HDFCLIFE,SBILIFE,0.3939321257429384,249,27527,1e-07,2.569414079966779e-07,3.7603999337518445e-07,136315.6256514464,50,False,1.5124005086450931,-4.943700656727667,,,,,,,,,,,0.4697749992095808,False,False
