pair,lagger_asset,ols_gross_pnl,ols_net_pnl,ols_trades,gross_win_rate,net_win_rate,mean_rev_exits,eod_exits,avg_price_captured,avg_fee_drag,spread_vol,mean_abs_dev,zero_crossings,half_life,kalman_q,adf_stat,adf_pval
EMMVEE-NETWEB,EMMVEE,-7737.31,-8215.6,9,0.2222,0.2222,0,9,-4.0922,53.1438,0.05252,0.042279,367,683.09,5.59e-06,,
NAUKRI-ONESOURCE,ONESOURCE,-7432.9,-8216.91,15,0.2667,0.2667,1,14,-13.7467,52.2673,0.03443,0.031487,303,801.53,2.05e-06,,
ACMESOLAR-RPOWER,ACMESOLAR,-7629.43,-8217.0,11,0.2727,0.2727,0,11,-3.4373,53.4155,0.03979,0.035676,246,823.67,2.66e-06,,
APARINDS-SAPPHIRE,SAPPHIRE,-7948.45,-8217.79,5,0.6,0.4,0,5,-5.738,53.8687,0.073057,0.065013,131,1819.24,4.07e-06,,
ATGL-TATACONSUM,ATGL,-7738.2,-8218.37,9,0.3333,0.3333,0,9,-8.2389,53.3523,0.048101,0.035145,285,896.32,3.58e-06,,
JBMA-UNIONBANK,JBMA,-7844.15,-8218.44,7,0.2857,0.2857,0,7,-12.0071,53.4695,0.060097,0.049055,311,1245.33,4.02e-06,,
JAINREC-NAUKRI,JAINREC,-7692.2,-8222.7,10,0.2,0.2,0,10,-7.205,53.0502,0.0817,0.054688,244,2956.33,3.13e-06,,
GMRAIRPORT-TECHM,TECHM,-7591.4,-8225.78,12,0.25,0.25,1,11,-18.925,52.865,0.037463,0.029615,415,1000.81,1.94e-06,,
JAINREC-POLYCAB,JAINREC,-7586.6,-8226.31,12,0.5,0.5,0,12,-7.4042,53.3092,0.079523,0.049071,322,3129.49,2.8e-06,,
ARE&M-GILLETTE,ARE&M,-7589.85,-8227.59,12,0.5,0.3333,3,9,-10.2333,53.1448,0.03668,0.026086,505,631.27,2.95e-06,,
OIL-SCI,SCI,-7806.9,-8232.48,8,0.375,0.375,0,8,-5.2475,53.1971,0.049139,0.035315,324,1423.64,2.35e-06,,
DEEPAKFERT-TIINDIA,DEEPAKFERT,-7760.65,-8236.16,9,0.3333,0.3333,0,9,-20.5222,52.8345,0.056339,0.041436,366,1563.73,2.81e-06,,
ADANIPOWER-OLAELEC,OLAELEC,-7756.53,-8236.23,9,0.4444,0.4444,0,9,-0.6033,53.3004,0.054305,0.044019,302,1785.07,2.29e-06,,
HFCL-TCS,HFCL,-7702.56,-8237.0,10,0.0,0.0,0,10,-1.355,53.4444,0.091387,0.066047,313,1798.71,6.43e-06,,
HINDUNILVR-OLECTRA,OLECTRA,-7811.9,-8237.12,8,0.375,0.375,0,8,-21.0625,53.1521,0.031916,0.024179,248,1640.57,8.6e-07,,
IDEA-PWL,IDEA,-7703.5,-8238.1,10,0.2,0.2,1,9,-0.174,53.4598,0.071974,0.058832,308,1159.89,6.19e-06,,
AMBER-NTPC,AMBER,-7902.0,-8239.41,7,0.2857,0.2857,0,7,-182.9286,48.2011,0.073303,0.06231,102,2190.95,3.4e-06,,
ONGC-SWANCORP,SWANCORP,-7654.8,-8240.21,11,0.0909,0.0909,0,11,-5.0636,53.2188,0.032333,0.028899,331,1238.66,1.17e-06,,
CONCORDBIO-SYNGENE,CONCORDBIO,-7976.5,-8241.09,5,0.2,0.2,0,5,-38.28,52.9182,0.044836,0.034567,332,939.2,2.96e-06,,
GODREJIND-ITCHOTELS,GODREJIND,-7658.85,-8244.14,11,0.4545,0.4545,0,11,-14.2636,53.2081,0.045309,0.032582,465,855.43,3.32e-06,,
GRAPHITE-SCI,SCI,-7661.42,-8244.23,11,0.1818,0.0909,0,11,-3.2782,52.9831,0.047386,0.040246,184,1089.97,2.85e-06,,
POWERINDIA-PWL,PWL,-7605.74,-8244.39,12,0.4167,0.3333,1,11,-1.405,53.2209,0.055063,0.044756,331,962.75,4.36e-06,,
GODFRYPHLP-RVNL,GODFRYPHLP,-7826.1,-8244.69,8,0.25,0.25,0,8,-44.4625,52.3243,0.072415,0.052463,316,2318.55,3.13e-06,,
BSOFT-HUDCO,BSOFT,-7714.25,-8245.86,10,0.3,0.2,0,10,-5.945,53.1613,0.051784,0.04292,264,1618.36,2.3e-06,,
CLEAN-MUTHOOTFIN,CLEAN,-7670.0,-8247.97,11,0.1818,0.1818,0,11,-11.45,52.5431,0.047237,0.037359,336,1488.37,2.08e-06,,
BHEL-KPIL,BHEL,-7451.55,-8249.99,15,0.2667,0.2667,0,15,-3.3213,53.229,0.047268,0.03827,326,669.58,4.62e-06,,
AUROPHARMA-CANBK,CANBK,-7614.87,-8253.65,12,0.25,0.25,1,11,-1.7467,53.2313,0.030065,0.026037,328,870.2,1.44e-06,,
IIFL-URBANCO,URBANCO,-7559.91,-8254.73,13,0.2308,0.2308,2,11,-1.2969,53.4475,0.041277,0.033962,386,546.46,4.32e-06,,
COCHINSHIP-PWL,COCHINSHIP,-7680.5,-8257.42,11,0.2727,0.2727,0,11,-21.1909,52.4473,0.049422,0.039063,237,983.46,3.44e-06,,
ICICIBANK-NATIONALUM,NATIONALUM,-7884.35,-8257.62,7,0.2857,0.2857,0,7,-8.6143,53.3237,0.031067,0.025634,182,1584.82,8.4e-07,,
APARINDS-TATACHEM,TATACHEM,-7935.55,-8257.97,6,0.3333,0.3333,0,6,-17.275,53.7361,0.072651,0.064091,211,1616.51,4.52e-06,,
FSL-PNBHOUSING,FSL,-7781.22,-8260.31,9,0.2222,0.2222,0,9,-3.9689,53.2318,0.075971,0.056205,254,2207.55,3.62e-06,,
FSL-SCI,FSL,-7621.95,-8260.46,12,0.1667,0.1667,1,11,-3.0225,53.2094,0.071007,0.055219,157,3361.45,2.08e-06,,
EMMVEE-PNBHOUSING,EMMVEE,-7837.12,-8261.0,8,0.375,0.375,0,8,-4.8687,52.9848,0.051639,0.048163,136,777.03,4.75e-06,,
GODFRYPHLP-IRFC,GODFRYPHLP,-7788.1,-8263.5,9,0.4444,0.4444,1,8,-38.7111,52.8225,0.070085,0.048844,480,2460.12,2.77e-06,,
MEESHO-NTPCGREEN,NTPCGREEN,-7888.75,-8264.78,7,0.2857,0.2857,0,7,-2.09,53.7184,0.071331,0.051214,366,1580.83,4.46e-06,,
NEWGEN-TIINDIA,NEWGEN,-7892.0,-8267.28,7,0.4286,0.4286,0,7,-12.1714,53.6113,0.074911,0.063862,284,1839.91,4.23e-06,,
HFCL-NATIONALUM,NATIONALUM,-7791.65,-8267.95,9,0.3333,0.3333,0,9,-7.0611,52.9219,0.098285,0.071844,200,2120.52,6.31e-06,,
CEMPRO-OLECTRA,CEMPRO,-7897.25,-8271.14,7,0.4286,0.4286,0,7,-16.7714,53.4126,0.084054,0.060712,223,1681.85,5.82e-06,,
AMBER-SCHAEFFLER,AMBER,-7929.0,-8272.6,7,0.2857,0.2857,0,7,-175.7857,49.0851,0.073626,0.058995,222,1519.08,4.94e-06,,
GPIL-TEJASNET,TEJASNET,-7739.35,-8273.43,10,0.4,0.4,0,10,-6.12,53.4075,0.042164,0.039012,213,1014.03,2.43e-06,,
FIRSTCRY-TORNTPOWER,FIRSTCRY,-7794.36,-8273.63,9,0.3333,0.3333,0,9,-4.1811,53.2527,0.053822,0.046622,203,1008.83,3.98e-06,,
HONAUT-NIACL,NIACL,-7633.33,-8277.58,12,0.5833,0.5833,0,12,-1.6375,53.6877,0.039458,0.029163,423,1514.46,1.42e-06,,
LATENTVIEW-RAMCOCEM,LATENTVIEW,-7690.85,-8277.73,11,0.4545,0.4545,1,10,-4.8136,53.3524,0.060741,0.048499,428,1127.11,4.54e-06,,
COCHINSHIP-NTPCGREEN,NTPCGREEN,-7590.81,-8281.99,13,0.3846,0.3846,1,12,-1.0677,53.168,0.050522,0.037004,450,1328.87,2.66e-06,,
ENDURANCE-LATENTVIEW,LATENTVIEW,-7856.3,-8282.55,8,0.25,0.25,0,8,-6.3562,53.2815,0.035744,0.026689,421,908.17,1.95e-06,,
BLUESTARCO-LTFOODS,LTFOODS,-7962.45,-8283.5,6,0.1667,0.1667,0,6,-10.1917,53.5084,0.045703,0.035943,232,1269.12,2.28e-06,,
GLENMARK-MANAPPURAM,MANAPPURAM,-7699.6,-8285.16,11,0.1818,0.1818,0,11,-3.8182,53.2324,0.023951,0.018359,434,612.47,1.3e-06,,
IRFC-SOLARINDS,SOLARINDS,-7845.0,-8287.66,10,0.3,0.3,1,9,-291.3,44.2662,0.038766,0.033998,284,1123.95,1.85e-06,,
HINDCOPPER-JAINREC,JAINREC,-7650.5,-8287.95,12,0.0833,0.0833,0,12,-5.4625,53.1207,0.081794,0.06403,306,1181.27,7.85e-06,,
IOC-SAGILITY,SAGILITY,-7752.83,-8288.13,10,0.3,0.3,0,10,-0.63,53.5305,0.055628,0.043297,143,2122.76,2.02e-06,,
GESHIP-SAILIFE,GESHIP,-7866.1,-8289.95,8,0.0,0.0,0,8,-29.1875,52.9807,0.038782,0.032137,307,693.21,3e-06,,
GMDCLTD-LICI,GMDCLTD,-7760.05,-8290.55,10,0.3,0.3,1,9,-10.055,53.0502,0.056155,0.047353,203,1317.98,3.32e-06,,
BHEL-LODHA,LODHA,-7762.8,-8291.31,10,0.3,0.3,0,10,-13.17,52.8513,0.051266,0.043442,334,1626.47,2.24e-06,,
ADANIPORTS-GODREJIND,GODREJIND,-7655.1,-8291.43,12,0.5,0.5,0,12,-13.4875,53.0273,0.035628,0.027487,391,672.11,2.62e-06,,
JYOTICNC-PINELABS,PINELABS,-7759.96,-8292.12,10,0.2,0.2,0,10,-2.456,53.2163,0.050145,0.037409,333,1236.98,2.82e-06,,
RAILTEL-TIMKEN,RAILTEL,-7813.2,-8292.27,9,0.3333,0.3333,0,9,-4.94,53.2294,0.060984,0.048368,235,1168.09,4.41e-06,,
CEMPRO-GRAVITA,CEMPRO,-7655.25,-8295.88,12,0.4167,0.4167,0,12,-8.7875,53.3858,0.069453,0.049277,467,1276.46,5.24e-06,,
AMBER-PIIND,AMBER,-7844.5,-8296.07,9,0.3333,0.2222,0,9,-146.2222,50.1746,0.077858,0.059667,336,1973.78,4.26e-06,,
GODREJPROP-PGEL,GODREJPROP,-7720.9,-8296.19,11,0.1818,0.1818,2,9,-23.3636,52.2991,0.045283,0.036343,233,934.53,3.04e-06,,
GODREJIND-MARUTI,GODREJIND,-7502.75,-8296.76,15,0.4667,0.4667,0,15,-9.8433,52.9339,0.053453,0.040243,297,1221.85,3.24e-06,,
NIACL-PAYTM,NIACL,-7761.49,-8297.91,10,0.4,0.4,0,10,-2.162,53.6423,0.045347,0.034603,370,743.57,3.83e-06,,
LATENTVIEW-SONACOMS,LATENTVIEW,-7815.3,-8298.57,9,0.4444,0.4444,0,9,-5.0444,53.6965,0.064018,0.057534,291,1172.29,4.84e-06,,
DIVISLAB-GESHIP,GESHIP,-7824.2,-8299.07,9,0.4444,0.3333,0,9,-26.0778,52.763,0.030245,0.024966,287,1136.1,1.12e-06,,
TATAELXSI-VTL,VTL,-7714.2,-8299.37,11,0.2727,0.2727,1,10,-7.3591,53.1975,0.036808,0.033378,274,658.09,2.85e-06,,
BLS-VTL,VTL,-7659.8,-8299.39,12,0.25,0.25,0,12,-6.4375,53.2996,0.062289,0.04991,334,1042.21,5.16e-06,,
SCI-VEDL,SCI,-7872.71,-8299.92,8,0.5,0.375,0,8,-5.34,53.4014,0.077191,0.062251,207,2286.11,3.61e-06,,
MAPMYINDIA-NCC,MAPMYINDIA,-7931.15,-8300.47,7,0.4286,0.4286,0,7,-23.4071,52.7607,0.055795,0.055019,213,952.21,4.53e-06,,
HEG-IOC,HEG,-7928.4,-8300.48,7,0.4286,0.4286,1,6,-12.8857,53.1539,0.06204,0.051226,207,1763.87,3.02e-06,,
COHANCE-POLYCAB,COHANCE,-7979.25,-8301.69,6,0.5,0.5,0,6,-9.55,53.7405,0.084877,0.068318,325,1727.8,5.78e-06,,
FIRSTCRY-OFSS,FIRSTCRY,-7827.22,-8306.01,9,0.2222,0.2222,1,8,-3.9467,53.1985,0.045481,0.042084,323,882.08,3.25e-06,,
MMTC-TIMKEN,MMTC,-8039.51,-8307.53,5,0.0,0.0,0,5,-1.96,53.6034,0.061244,0.048321,282,1051.2,4.94e-06,,
LTTS-TITAN,LTTS,-7743.0,-8307.66,11,0.4545,0.3636,1,10,-48.7182,51.3324,0.048082,0.041811,292,1355.27,2.36e-06,,
ABREL-ARE&M,ARE&M,-7725.65,-8308.72,11,0.4545,0.4545,1,10,-11.4636,53.0061,0.063261,0.046751,292,1398.34,3.97e-06,,
ESCORTS-FSL,FSL,-7986.27,-8309.07,6,0.3333,0.1667,0,6,-6.4867,53.7998,0.055764,0.050017,140,2448.83,1.76e-06,,
AJANTPHARM-PINELABS,PINELABS,-7881.49,-8309.55,8,0.25,0.25,0,8,-3.1513,53.5069,0.037268,0.029012,307,1153.61,1.67e-06,,
MAPMYINDIA-NH,MAPMYINDIA,-7781.55,-8309.59,10,0.4,0.3,0,10,-15.435,52.8043,0.05388,0.048832,511,934.76,4.3e-06,,
OLAELEC-TATACOMM,OLAELEC,-7884.34,-8311.24,8,0.0,0.0,0,8,-0.5625,53.3626,0.104825,0.074468,376,2079.21,7.32e-06,,
FINCABLES-NTPCGREEN,FINCABLES,-7834.4,-8311.45,9,0.1111,0.1111,0,9,-15.9222,53.0055,0.058797,0.049437,163,1224.88,3.91e-06,,
AUROPHARMA-NATIONALUM,NATIONALUM,-7785.15,-8312.15,10,0.3,0.3,1,9,-6.395,52.7003,0.027438,0.02541,247,808.29,1.29e-06,,
ARE&M-PATANJALI,ARE&M,-7781.15,-8312.94,10,0.4,0.4,1,9,-13.18,53.1788,0.05416,0.037268,393,2280.42,1.78e-06,,
NETWEB-SAREGAMA,SAREGAMA,-7888.45,-8315.89,8,0.375,0.375,1,7,-6.5188,53.43,0.061389,0.050647,210,1141.79,4.57e-06,,
APARINDS-GODREJIND,GODREJIND,-8052.55,-8318.36,5,0.2,0.2,0,5,-34.39,53.1612,0.080752,0.064902,265,1457.84,6.2e-06,,
CARTRADE-TATACOMM,CARTRADE,-7748.8,-8320.71,11,0.2727,0.2727,0,11,-28.5727,51.9916,0.070348,0.052077,388,1439.66,4.76e-06,,
ACMESOLAR-USHAMART,ACMESOLAR,-7735.74,-8321.8,11,0.2727,0.2727,0,11,-3.7264,53.2779,0.044722,0.039335,172,779.18,3.56e-06,,
COHANCE-PTCIL,COHANCE,-7892.0,-8322.0,8,0.375,0.375,0,8,-5.7938,53.7498,0.112865,0.091835,124,2287.57,7.72e-06,,
CHENNPETRO-NLCINDIA,NLCINDIA,-7526.4,-8324.03,15,0.3333,0.3333,2,13,-2.6367,53.1751,0.042258,0.034065,416,696.7,3.55e-06,,
DEEPAKNTR-GODREJCP,DEEPAKNTR,-7589.1,-8324.27,14,0.2857,0.2857,0,14,-17.5214,52.5119,0.051927,0.038595,321,883.83,4.23e-06,,
ADANIENT-JWL,ADANIENT,-7909.0,-8324.97,8,0.0,0.0,0,8,-42.175,51.9966,0.058157,0.047781,209,2617.27,1.79e-06,,
OLAELEC-WELCORP,OLAELEC,-8061.15,-8329.11,5,0.2,0.2,0,5,-1.046,53.5916,0.093345,0.086605,174,2045.43,5.9e-06,,
BAJAJFINSV-FSL,FSL,-7904.2,-8331.13,8,0.25,0.25,1,7,-4.7862,53.3667,0.036626,0.029831,320,2181.75,8.5e-07,,
NAVINFLUOR-TTML,TTML,-7797.72,-8332.81,10,0.2,0.2,0,10,-0.594,53.5091,0.033897,0.030808,244,865.24,1.84e-06,,
LATENTVIEW-MOTILALOFS,LATENTVIEW,-7692.0,-8333.87,12,0.5,0.5,0,12,-4.4167,53.4889,0.048856,0.042812,301,831.27,3.98e-06,,
HFCL-ZENSARTECH,ZENSARTECH,-7912.7,-8334.82,8,0.25,0.125,0,8,-11.9,52.7644,0.09781,0.069819,305,2301.23,5.76e-06,,
CHENNPETRO-SAREGAMA,SAREGAMA,-7589.6,-8335.69,14,0.3571,0.3571,2,12,-3.625,53.292,0.047115,0.037266,414,801.06,3.84e-06,,
PCBL-RECLTD,PCBL,-7961.02,-8336.42,7,0.2857,0.2857,0,7,-6.3514,53.6282,0.055514,0.044654,217,1343.73,3.18e-06,,
NAVA-SBFC,NAVA,-7966.65,-8336.7,7,0.1429,0.1429,0,7,-15.0786,52.8642,0.038479,0.031815,350,730.81,2.81e-06,,
ARE&M-UCOBANK,ARE&M,-7913.25,-8338.25,8,0.125,0.125,0,8,-15.5812,53.1256,0.042066,0.030675,413,1397.89,1.75e-06,,
AIAENG-NATIONALUM,NATIONALUM,-7756.9,-8339.11,11,0.4545,0.4545,0,11,-5.7364,52.9285,0.033638,0.02614,191,709.12,2.21e-06,,
FIRSTCRY-HINDALCO,FIRSTCRY,-7806.66,-8341.05,10,0.4,0.3,0,10,-3.605,53.4388,0.058209,0.047039,263,1354.9,3.47e-06,,
CASTROLIND-SAREGAMA,SAREGAMA,-7807.3,-8342.54,10,0.4,0.4,0,10,-5.35,53.5235,0.01612,0.010528,652,696.22,5.2e-07,,
IRFC-RAILTEL,RAILTEL,-7863.92,-8344.91,9,0.3333,0.3333,0,9,-5.1467,53.443,0.019365,0.015645,649,437.43,1.19e-06,,
BAJAJHFL-NATIONALUM,NATIONALUM,-7654.7,-8346.1,13,0.3846,0.2308,1,12,-4.3769,53.1846,0.034162,0.028671,198,1242.72,1.3e-06,,
COCHINSHIP-GODREJIND,GODREJIND,-7657.35,-8346.28,13,0.6154,0.6154,0,13,-12.1962,52.9946,0.042061,0.033532,279,818.82,2.99e-06,,
TATACHEM-ULTRACEMCO,TATACHEM,-7817.9,-8350.75,10,0.3,0.3,0,10,-10.85,53.2853,0.043407,0.029603,329,1326.52,1.97e-06,,
IRCON-MOTHERSON,IRCON,-8032.17,-8351.68,6,0.0,0.0,0,6,-3.98,53.2518,0.04617,0.035814,255,1145.26,2.58e-06,,
AEGISVOPAK-HINDALCO,AEGISVOPAK,-7873.43,-8351.75,9,0.3333,0.3333,0,9,-3.4478,53.1471,0.055418,0.046364,238,997.87,4.26e-06,,
ASHOKLEY-EMAMILTD,EMAMILTD,-7928.25,-8352.99,8,0.125,0.125,0,8,-8.925,53.0927,0.049875,0.041465,386,1434.05,2.4e-06,,
NAVA-PIRAMALFIN,PIRAMALFIN,-7725.6,-8355.11,12,0.25,0.25,0,12,-22.4583,52.4591,0.060548,0.043658,276,1741.89,2.92e-06,,
GLAND-OLECTRA,OLECTRA,-7928.8,-8356.53,8,0.125,0.125,0,8,-19.425,53.4661,0.055228,0.037259,281,1904.07,2.22e-06,,
NIACL-PPLPHARMA,NIACL,-7877.84,-8359.48,9,0.3333,0.3333,0,9,-2.4,53.5157,0.051741,0.033936,548,1188.15,3.12e-06,,
GLENMARK-INTELLECT,INTELLECT,-7404.0,-8359.58,18,0.3889,0.3889,4,14,-4.9028,53.0879,0.024951,0.021225,384,545.26,1.58e-06,,
JAINREC-SCI,SCI,-7400.7,-8359.59,18,0.4444,0.4444,0,18,-1.935,53.2714,0.078868,0.051816,277,2100.42,4.1e-06,,
CHOLAHLDNG-JAINREC,JAINREC,-7776.8,-8362.81,11,0.2727,0.1818,0,11,-6.05,53.2738,0.047503,0.037553,277,860.55,3.63e-06,,
IRB-TRITURBINE,TRITURBINE,-7833.9,-8367.47,10,0.4,0.4,2,8,-8.38,53.3573,0.030513,0.022616,473,726.61,1.77e-06,,
CHAMBLFERT-NAVA,NAVA,-8005.4,-8370.13,7,0.1429,0.1429,0,7,-16.1,52.1049,0.031803,0.027345,338,824.07,1.7e-06,,
GROWW-ONESOURCE,ONESOURCE,-7738.2,-8370.7,12,0.3333,0.25,0,12,-17.9417,52.7087,0.063879,0.04628,326,1441.69,3.92e-06,,
MANAPPURAM-MPHASIS,MANAPPURAM,-7894.15,-8372.27,9,0.1111,0.1111,0,9,-4.9444,53.1248,0.047268,0.038297,402,1171.27,2.64e-06,,
DOMS-SIGNATURE,SIGNATURE,-7788.05,-8372.62,11,0.3636,0.3636,1,10,-12.85,53.1427,0.03903,0.030518,225,1116.37,1.89e-06,,
DATAPATTNS-LTFOODS,LTFOODS,-7847.15,-8376.04,10,0.2,0.2,0,10,-6.645,52.889,0.060611,0.048886,288,859.05,5.92e-06,,
ARE&M-SWIGGY,ARE&M,-7579.25,-8376.46,15,0.3333,0.3333,1,14,-8.2367,53.1473,0.043862,0.031517,311,1167.68,2.28e-06,,
IDEA-ZYDUSWELL,IDEA,-7787.5,-8377.53,11,0.3636,0.3636,0,11,-0.1609,53.6393,0.093212,0.075556,116,2103.05,5.73e-06,,
LTM-ONESOURCE,ONESOURCE,-8012.3,-8378.55,7,0.1429,0.1429,0,7,-32.1286,52.3215,0.047228,0.040289,314,1282.02,2.41e-06,,
JUBLFOOD-KAYNES,JUBLFOOD,-7690.6,-8379.7,13,0.3846,0.3077,0,13,-5.6077,53.0075,0.031983,0.028268,252,793.97,1.78e-06,,
CARTRADE-LATENTVIEW,LATENTVIEW,-7684.85,-8380.0,13,0.4615,0.4615,0,13,-3.5808,53.4729,0.058828,0.044786,298,1124.66,4.26e-06,,
KALYANKJIL-UNIONBANK,KALYANKJIL,-7898.3,-8380.36,9,0.3333,0.3333,0,9,-7.2111,53.5617,0.067793,0.055428,203,1592.36,4e-06,,
DEEPAKFERT-GODFRYPHLP,GODFRYPHLP,-7859.5,-8381.81,10,0.3,0.3,0,10,-33.91,52.2314,0.057135,0.047074,169,1604.65,2.82e-06,,
SCI-TATAPOWER,SCI,-7899.62,-8382.08,9,0.4444,0.4444,0,9,-4.5589,53.6067,0.060323,0.044329,331,1246.72,4.04e-06,,
COCHINSHIP-NATIONALUM,COCHINSHIP,-7913.7,-8385.16,9,0.2222,0.2222,0,9,-24.2889,52.3846,0.064739,0.049524,196,2429.61,2.39e-06,,
BIOCON-RAMCOCEM,RAMCOCEM,-7592.2,-8385.82,15,0.2,0.2,1,14,-9.9667,52.9081,0.040702,0.031977,189,1362.39,1.68e-06,,
BEML-LATENTVIEW,LATENTVIEW,-7746.4,-8386.01,12,0.4167,0.3333,1,11,-3.3542,53.3009,0.0457,0.035057,453,1179.41,2.45e-06,,
AMBUJACEM-JBMA,JBMA,-7798.8,-8386.55,11,0.3636,0.3636,1,10,-7.3409,53.4315,0.041278,0.028305,430,1405.1,1.68e-06,,
NUVOCO-ONESOURCE,ONESOURCE,-7808.4,-8387.6,11,0.3636,0.3636,1,10,-19.9364,52.6541,0.036607,0.027936,345,789.26,2.35e-06,,
GODFRYPHLP-TTML,GODFRYPHLP,-8023.1,-8389.16,7,0.1429,0.1429,0,7,-51.7857,52.2936,0.065232,0.045304,432,1452.87,4.06e-06,,
AMBER-ASAHIINDIA,AMBER,-8085.5,-8389.31,6,0.3333,0.3333,0,6,-215.5,50.6354,0.093464,0.075017,160,2714.0,4.46e-06,,
RKFORGE-SAREGAMA,SAREGAMA,-7910.3,-8389.37,9,0.2222,0.2222,0,9,-5.8611,53.2305,0.050117,0.038951,328,1119.47,3.11e-06,,
DABUR-DCMSHRIRAM,DCMSHRIRAM,-7814.7,-8391.27,11,0.0909,0.0909,0,11,-16.2727,52.4155,0.040407,0.02998,258,1697.22,1.33e-06,,
ATUL-CYIENT,CYIENT,-7761.55,-8392.58,12,0.25,0.25,0,12,-11.5042,52.5858,0.030496,0.026021,345,621.01,2.07e-06,,
MSUMI-ONESOURCE,ONESOURCE,-7707.6,-8394.5,13,0.3846,0.3846,1,12,-13.5385,52.8387,0.038971,0.030908,237,876.54,2.4e-06,,
NTPCGREEN-TRIDENT,NTPCGREEN,-8128.17,-8394.85,5,0.2,0.2,0,5,-2.85,53.335,0.040903,0.031459,261,1114.53,2.08e-06,,
BIOCON-GROWW,GROWW,-7442.56,-8397.06,18,0.5,0.5,1,17,-1.5206,53.0278,0.035236,0.029125,191,1114.61,1.54e-06,,
ARE&M-JSL,ARE&M,-8078.9,-8398.3,6,0.3333,0.3333,0,6,-22.2917,53.2327,0.051465,0.039686,147,2140.46,1.71e-06,,
COHANCE-NAUKRI,COHANCE,-7915.6,-8398.95,9,0.5556,0.5556,0,9,-5.7722,53.706,0.098731,0.069264,352,1322.52,1.021e-05,,
DEEPAKFERT-KEC,DEEPAKFERT,-7819.05,-8400.04,11,0.2727,0.2727,0,11,-15.6727,52.8169,0.049905,0.03982,497,1204.76,2.86e-06,,
CEMPRO-NIACL,CEMPRO,-7867.05,-8400.38,10,0.2,0.2,0,10,-11.12,53.3326,0.094331,0.062869,341,1806.68,6.83e-06,,
COHANCE-MAXHEALTH,COHANCE,-7920.3,-8401.54,9,0.2222,0.2222,0,9,-6.7333,53.4715,0.094758,0.073827,169,1704.08,7.3e-06,,
HAL-NUVAMA,NUVAMA,-7875.1,-8403.46,10,0.3,0.3,2,8,-21.38,52.8362,0.03485,0.028845,220,1270.45,1.32e-06,,
AIIL-MARUTI,AIIL,-8296.1,-8404.93,2,0.0,0.0,0,2,-35.275,54.4131,0.062457,0.05264,254,1266.34,4.27e-06,,
GLENMARK-OLAELEC,OLAELEC,-7767.59,-8407.18,12,0.3333,0.3333,1,11,-0.3558,53.2989,0.026825,0.021549,393,749.86,1.33e-06,,
GODREJIND-JUBLFOOD,GODREJIND,-7823.65,-8408.4,11,0.3636,0.3636,0,11,-15.1364,53.1594,0.057296,0.042954,348,1207.42,3.77e-06,,
HDFCLIFE-IDBI,IDBI,-8089.44,-8409.55,6,0.0,0.0,0,6,-2.275,53.3521,0.0281,0.022519,225,1027.48,1.06e-06,,
APARINDS-VEDL,VEDL,-7885.25,-8412.92,10,0.3,0.3,0,10,-4.437,52.7667,0.074842,0.060365,234,1725.34,4.5e-06,,
HFCL-TEJASNET,TEJASNET,-7989.5,-8414.65,8,0.375,0.375,0,8,-7.3875,53.1439,0.099966,0.088219,111,2577.17,5.37e-06,,
SAPPHIRE-SIGNATURE,SAPPHIRE,-8092.03,-8415.08,6,0.3333,0.3333,0,6,-5.1917,53.8409,0.047781,0.038048,380,744.03,4.25e-06,,
VTL-ZENSARTECH,ZENSARTECH,-7840.3,-8421.7,11,0.2727,0.2727,2,9,-8.0591,52.8545,0.041614,0.030843,428,606.81,3.95e-06,,
MAPMYINDIA-PERSISTENT,MAPMYINDIA,-8053.2,-8422.16,7,0.0,0.0,0,7,-22.9643,52.7092,0.069605,0.058295,171,1338.18,5.02e-06,,
GODFRYPHLP-VEDL,GODFRYPHLP,-8056.2,-8422.78,7,0.2857,0.2857,0,7,-51.2286,52.3685,0.06862,0.051704,232,1765.62,3.7e-06,,
ATGL-DLF,ATGL,-7942.75,-8425.71,9,0.5556,0.5556,1,8,-10.0056,53.6621,0.04207,0.025893,397,874.55,2.8e-06,,
GRANULES-VEDL,VEDL,-8057.33,-8427.31,7,0.2857,0.2857,1,6,-6.24,52.8547,0.03536,0.028613,360,871.34,1.99e-06,,
MGL-ONGC,MGL,-8113.2,-8428.25,6,0.0,0.0,0,6,-29.9667,52.5079,0.062215,0.048774,228,2278.27,2.35e-06,,
GLENMARK-LLOYDSME,LLOYDSME,-7689.1,-8429.42,14,0.2143,0.2143,0,14,-14.4143,52.8802,0.026419,0.023435,263,817.65,1.18e-06,,
FSL-KIMS,FSL,-7788.81,-8429.99,12,0.3333,0.3333,0,12,-3.3475,53.4314,0.05008,0.044457,285,884.8,3.93e-06,,
AEGISVOPAK-POWERGRID,AEGISVOPAK,-7948.33,-8430.07,9,0.3333,0.3333,0,9,-3.5389,53.5268,0.057301,0.052155,260,908.47,5.01e-06,,
BALKRISIND-CEMPRO,CEMPRO,-7953.3,-8433.69,9,0.2222,0.2222,0,9,-12.8611,53.3767,0.038448,0.028445,421,750.83,2.73e-06,,
PGEL-UPL,UPL,-7808.05,-8441.0,12,0.3333,0.3333,0,12,-8.6542,52.7456,0.065496,0.05479,188,1669.46,3.56e-06,,
