pair,num_chunks,hl_max,hl_medoid,hl_std
HINDPETRO-IOC,10,2167.5,248.48,596.91
BANKINDIA-PNB,10,556.75,161.24,168.54
BANKBARODA-PNB,10,711.8,167.14,167.12
CANBK-UNIONBANK,10,790.27,189.93,242.67
BEL-MAZDOCK,10,3114.83,228.21,860.26
ADANIENSOL-ADANIGREEN,10,557.63,309.08,122.49
BANKBARODA-BANKINDIA,10,516.34,165.54,109.45
BDL-BEL,10,5231.92,392.95,1451.89
COCHINSHIP-MAZDOCK,10,505.48,192.33,164.94
DLF-GODREJPROP,10,1637.54,188.18,431.03
BDL-GRSE,10,3554.07,249.67,995.59
PNB-UNIONBANK,10,599.99,285.47,145.25
HINDZINC-VEDL,10,574.72,396.46,133.87
NATIONALUM-VEDL,10,1274.36,413.87,323.45
BANKBARODA-UNIONBANK,10,495.01,229.47,146.28
IRCON-RVNL,10,6260.93,190.58,1812.08
BANKINDIA-INDIANB,10,2844.12,252.97,837.49
ADANIENT-ADANIPORTS,10,1330.31,230.79,347.78
DATAPATTNS-GRSE,10,963.34,413.66,272.16
HCLTECH-TCS,10,716.43,228.02,194.71
BSE-CDSL,10,1197.23,368.18,343.14
IREDA-RVNL,10,790.62,251.47,201.07
HINDZINC-NATIONALUM,10,711.26,492.68,145.4
GRAPHITE-HEG,10,359.94,171.99,95.67
INDIANB-UNIONBANK,10,786.19,438.55,221.83
HINDALCO-NATIONALUM,10,827.62,276.66,227.49
IRCON-RAILTEL,10,804.06,87.93,226.57
COFORGE-PERSISTENT,10,767.47,456.09,234.18
HCLTECH-INFY,10,2113.44,201.96,585.57
IRCON-IRFC,10,467.1,191.38,152.31
CHENNPETRO-MRPL,10,1051.82,200.85,273.35
NBCC-RVNL,10,3512.68,472.93,1030.29
JSWSTEEL-TATASTEEL,10,1073.98,140.5,281.63
TCS-WIPRO,10,18880.51,345.63,5570.95
CANBK-INDIANB,10,1444.39,245.55,414.65
NMDC-TATASTEEL,10,1492.66,386.09,439.18
DLF-PRESTIGE,10,321.36,188.03,74.16
INFY-WIPRO,10,1021.45,370.87,263.12
IREDA-NBCC,10,911.4,285.2,226.29
ADANIENSOL-ADANIENT,10,717.31,371.58,191.97
IREDA-RECLTD,10,471.55,261.1,91.05
JINDALSTEL-TATASTEEL,10,548.76,285.28,141.19
CANBK-SBIN,10,1937.08,404.4,488.4
IRFC-NBCC,10,461.62,401.88,136.46
BANKBARODA-INDIANB,10,55194.44,193.15,16467.39
HCLTECH-TECHM,10,477.61,191.43,116.26
DLF-LODHA,10,483.88,261.37,134.54
INDIANB-PNB,10,570.14,178.9,163.8
GODREJPROP-PRESTIGE,10,345.79,194.83,90.39
BDL-COCHINSHIP,10,702.73,289.56,206.67
BEL-GRSE,10,708.24,313.24,160.81
DATAPATTNS-MAZDOCK,10,533.49,264.67,149.78
TCS-TECHM,10,701.23,330.71,168.05
HINDALCO-VEDL,10,998.7,255.41,267.09
IRCON-JWL,10,3821.77,286.11,1072.65
GODREJPROP-LODHA,10,300.72,186.82,64.07
BANKBARODA-SBIN,10,1070.42,464.26,275.61
HINDALCO-TATASTEEL,10,944.8,475.67,227.65
INFY-TECHM,10,547.76,235.05,147.48
COFORGE-MPHASIS,10,2320.32,307.52,647.71
ABCAPITAL-LTF,10,438.18,190.7,105.24
GRSE-HAL,10,646.06,259.67,144.89
NATIONALUM-NMDC,10,3191.75,386.19,1085.64
DLF-OBEROIRLTY,10,1784.19,195.31,475.5
JBCHEPHARM-TORNTPHARM,10,102.94,49.06,31.34
GODREJPROP-OBEROIRLTY,10,1511.04,232.09,393.16
IRFC-RECLTD,10,1463.0,202.76,421.87
RAILTEL-RVNL,10,417.51,191.14,124.05
BSE-MCX,10,3332.64,463.98,918.54
HCLTECH-WIPRO,10,670.12,316.77,142.24
MAZDOCK-RVNL,10,3575.38,489.22,955.18
INOXWIND-SUZLON,10,978.88,208.68,263.1
INOXWIND-IREDA,10,4462.86,425.33,1241.13
HUDCO-IREDA,10,771.4,303.8,216.93
PNB-SBIN,10,2072.36,395.86,544.67
COFORGE-INFY,10,1343.05,328.49,370.55
TECHM-WIPRO,10,868.81,393.02,247.07
MPHASIS-PERSISTENT,10,1021.51,230.02,326.98
IRFC-RAILTEL,10,325.51,121.3,83.06
SAIL-TATASTEEL,10,797.09,246.51,199.42
COFORGE-TECHM,10,1299.33,319.52,364.68
BAJAJFINSV-BAJFINANCE,10,605.26,255.96,139.11
CDSL-IREDA,10,955.06,352.21,247.48
ANGELONE-BSE,10,2000.77,453.31,511.89
COFORGE-TCS,10,1562.98,361.2,438.22
BDL-DATAPATTNS,10,2143.11,337.56,563.56
COCHINSHIP-DATAPATTNS,10,1649.85,424.15,452.54
BANKINDIA-SBIN,10,3340.41,330.37,917.4
ADANIGREEN-ADANIPORTS,10,683.42,245.73,143.8
INOXWIND-NBCC,10,491.77,244.45,124.59
HEROMOTOCO-TVSMOTOR,10,1131.31,252.43,301.16
IREDA-PFC,10,849.33,236.71,194.82
JINDALSTEL-JSWSTEEL,10,967.18,370.79,247.05
LODHA-PRESTIGE,10,620.42,188.07,168.39
JINDALSTEL-NMDC,10,1409.92,262.18,467.77
IREDA-JIOFIN,10,746.21,345.87,186.53
HINDCOPPER-HINDZINC,10,2605.69,422.3,700.79
IRCON-RITES,10,295.2,139.12,76.54
IRFC-MAZDOCK,10,688.03,239.46,186.06
IRCON-TITAGARH,10,925.29,246.02,246.96
HINDALCO-HINDZINC,10,815.0,274.98,204.39
COFORGE-WIPRO,10,1261.83,592.24,348.28
IRCON-IREDA,10,1061.87,361.96,261.09
IREDA-SUZLON,10,563.98,290.84,145.33
ANGELONE-CDSL,10,1018.22,242.81,319.61
NATIONALUM-TATASTEEL,10,1721.63,368.12,524.53
CDSL-IRFC,10,1509.11,192.08,424.69
EICHERMOT-HEROMOTOCO,10,2491.54,263.5,669.01
HUDCO-NBCC,10,1054.64,185.43,316.28
OBEROIRLTY-PRESTIGE,10,314.18,227.32,64.39
NTPC-POWERGRID,10,2547.63,279.64,694.66
COFORGE-HCLTECH,10,21715.68,522.65,6379.7
HUDCO-IRFC,10,1166.36,196.02,312.11
ADANIGREEN-ADANIPOWER,10,978.83,301.54,254.33
BAJAJ-AUTO-HEROMOTOCO,10,715.26,375.66,214.46
TATASTEEL-VEDL,10,768.45,343.28,196.99
COFORGE-OFSS,10,672.02,304.52,197.33
SBIN-UNIONBANK,10,465.09,209.43,132.72
MAZDOCK-NBCC,10,6502.36,425.3,1834.41
COFORGE-LTM,10,3690.28,191.91,1112.9
IREDA-MAZDOCK,10,948.21,340.54,229.63
INOXWIND-IRFC,10,710.91,253.81,225.05
JWL-TITAGARH,10,982.89,137.01,309.0
BEML-COCHINSHIP,10,735.77,221.2,202.97
PERSISTENT-TECHM,10,822.69,235.33,217.2
BEL-COCHINSHIP,10,753.17,245.36,211.96
RVNL-TITAGARH,10,2285.67,301.0,627.95
IRFC-PFC,10,1243.13,322.55,371.36
JWL-RVNL,10,11140.77,423.32,3220.16
BEML-MAZDOCK,10,535.41,231.36,170.5
BDL-RVNL,10,1831.74,536.87,449.59
NMDC-VEDL,10,629.67,344.66,174.87
COCHINSHIP-HAL,10,1076.47,245.79,258.28
BEML-GRSE,10,775.33,215.38,225.95
IRFC-SUZLON,10,884.45,414.17,223.63
NBCC-RECLTD,10,2169.52,458.92,661.41
CDSL-NBCC,10,1434.53,368.28,385.59
BAJAJ-AUTO-EICHERMOT,10,519.33,201.87,135.66
EICHERMOT-TVSMOTOR,10,1062.8,196.36,261.81
MAZDOCK-SUZLON,10,1894.02,514.7,503.83
LODHA-OBEROIRLTY,10,3252.47,290.19,910.22
JIOFIN-NBCC,10,632.26,287.35,143.2
M&M-MARUTI,10,605.67,266.79,129.8
JBMA-OLECTRA,10,555.09,163.02,136.02
ADANIENT-AMBUJACEM,10,2621.41,388.86,753.13
OFSS-PERSISTENT,10,1093.5,325.92,298.78
PREMIERENE-WAAREEENER,10,714.55,301.98,196.13
NBCC-SUZLON,10,1663.96,150.1,584.64
MPHASIS-TECHM,10,515.34,316.39,115.88
MAZDOCK-SOLARINDS,10,815.8,252.24,222.84
IRFC-JIOFIN,10,3623.25,346.65,1031.49
HINDCOPPER-NATIONALUM,10,859.06,391.03,256.71
CDSL-JIOFIN,10,1873.34,245.74,648.17
IDEA-INDUSTOWER,10,53876.53,279.76,16071.54
CANBK-RECLTD,10,3538.29,537.02,966.2
BDL-NBCC,10,27589.06,505.25,8119.61
BEL-DATAPATTNS,10,510.67,242.32,125.91
HINDZINC-NMDC,10,5147.43,411.35,1425.24
MPHASIS-OFSS,10,833.77,234.98,195.38
INFY-PERSISTENT,10,956.41,314.69,243.73
INOXWIND-RVNL,10,886.99,276.32,217.28
JIOFIN-RECLTD,10,2264.36,435.72,623.14
KPITTECH-TATAELXSI,10,1794.63,321.47,463.18
JWL-RAILTEL,10,963.94,190.64,293.06
PERSISTENT-TCS,10,4502.55,468.51,1253.34
RECLTD-RVNL,10,671.77,301.93,182.2
NMDC-SAIL,10,1424.36,436.1,347.67
HINDALCO-NMDC,10,821.44,526.97,243.86
KEI-POLYCAB,10,607.46,176.85,146.96
ADANIGREEN-TATAPOWER,10,1452.32,369.32,364.76
HCLTECH-PERSISTENT,10,778.1,285.5,168.94
BAJAJ-AUTO-TVSMOTOR,10,539.63,180.7,150.78
COFORGE-TATAELXSI,10,1779.73,476.51,462.23
BDL-BEML,10,3193.65,258.19,1078.38
IRFC-TITAGARH,10,482.65,207.04,138.02
INOXWIND-MAZDOCK,10,1104.39,394.93,282.62
OIL-ONGC,10,498.71,239.92,97.42
HUDCO-RECLTD,10,1051.22,279.57,248.28
IRCON-NBCC,10,632.57,383.7,173.91
DLF-NBCC,10,756.55,320.54,200.17
IRFC-JWL,10,1876.07,151.7,516.85
CDSL-MCX,10,1211.97,423.13,278.74
M&M-TVSMOTOR,10,2000.59,207.63,543.97
BDL-IREDA,10,2583.43,367.2,685.01
PERSISTENT-WIPRO,10,1089.34,278.51,273.77
EICHERMOT-MARUTI,10,641.95,331.04,156.82
MPHASIS-TCS,10,1037.62,188.25,295.88
ACC-AMBUJACEM,10,714.47,70.53,202.8
DATAPATTNS-HAL,10,953.6,276.73,262.58
COFORGE-KPITTECH,10,2648.32,459.47,707.61
LTM-PERSISTENT,10,1439.76,318.18,367.79
IRCTC-IRFC,10,678.21,210.73,210.86
RECLTD-TATAPOWER,10,1122.28,419.43,287.42
DLF-PHOENIXLTD,10,895.09,226.4,221.27
RVNL-SUZLON,10,9512.94,306.77,2760.6
EICHERMOT-M&M,10,2385.12,276.53,646.62
DLF-IREDA,10,1888.37,302.17,677.38
ADANIENSOL-ADANIPOWER,10,1877.73,333.93,483.42
COCHINSHIP-RVNL,10,3915.41,380.69,1078.1
GODREJPROP-PHOENIXLTD,10,534.71,198.56,141.58
MOTHERSON-TMPV,10,383.37,204.58,94.35
ADANIENSOL-ADANIPORTS,10,1427.63,392.28,374.08
BDL-SOLARINDS,10,3809.31,313.59,1057.88
IREDA-RAILTEL,10,440.24,254.71,117.76
OFSS-TATAELXSI,10,1217.11,371.72,297.7
BEL-RVNL,10,1834.12,307.55,482.28
JIOFIN-RVNL,10,13614.91,382.24,3967.19
JSWSTEEL-NMDC,10,5773.88,254.46,1758.94
NHPC-TATAPOWER,10,379.34,225.57,72.15
HAL-RVNL,10,9391.07,727.89,2689.49
LTM-MPHASIS,10,672.06,154.92,193.3
HINDALCO-JSWSTEEL,10,859.87,366.68,196.38
LTM-TECHM,10,907.01,258.86,294.88
GRSE-ZENTEC,10,1705.76,487.32,417.5
IREDA-TATAPOWER,10,696.76,279.06,144.36
INFY-MPHASIS,10,659.73,204.25,186.22
MPHASIS-WIPRO,10,619.69,254.78,127.56
HDFCLIFE-SBILIFE,10,674.84,273.32,168.32
CANBK-PFC,10,34945.94,494.66,10294.99
HEROMOTOCO-M&M,10,531.29,249.13,127.32
CAMS-CDSL,10,1478.94,208.14,380.77
RITES-RVNL,10,618.42,157.24,145.7
KAYNES-PGEL,10,3716.59,270.57,1030.53
CDSL-RECLTD,10,928.54,470.88,245.75
BANKINDIA-CENTRALBK,10,570.98,369.1,176.81
BAJAJ-AUTO-M&M,10,720.83,201.4,195.15
PERSISTENT-TATAELXSI,10,1099.99,258.63,337.58
JSWENERGY-TATAPOWER,10,773.54,182.49,222.88
INDIANB-SBIN,10,12967.45,542.73,3830.5
CDSL-MAZDOCK,10,1262.08,429.88,297.93
GAIL-IOC,10,954.68,264.9,226.47
BDL-IRFC,10,525.73,347.42,129.25
BANKINDIA-RECLTD,10,1984.11,785.61,658.75
BHEL-MAZDOCK,10,10594.44,472.79,3042.4
HINDZINC-TATASTEEL,10,1779.53,419.88,488.19
CENTRALBK-MAHABANK,10,1432.46,255.04,420.48
GODREJPROP-NBCC,10,20139.0,294.21,5943.76
PFC-TATAPOWER,10,578.87,377.14,127.93
M&M-TMPV,10,2104.59,325.51,540.88
HUDCO-RVNL,10,519.64,398.74,148.24
CENTRALBK-IOB,10,2382.51,171.39,694.16
PNB-RECLTD,10,15601.92,579.2,4521.12
BANKINDIA-MAHABANK,10,4082.1,301.6,1221.89
ABB-SIEMENS,10,2188.42,170.88,596.44
IRCON-MAZDOCK,10,922.37,225.08,267.93
ABCAPITAL-IREDA,10,597.72,432.87,146.15
CDSL-RVNL,10,826.53,388.34,218.93
CANBK-IREDA,10,3204.57,429.48,897.82
HEROMOTOCO-MARUTI,10,1244.72,263.57,307.67
NBCC-PFC,10,1752.61,938.45,547.74
CANBK-CENTRALBK,10,595.89,329.73,198.64
HCLTECH-MPHASIS,10,635.87,190.04,160.22
CENTRALBK-PNB,10,1245.08,137.96,340.74
BDL-SUZLON,10,2264.75,564.74,548.88
JIOFIN-MAZDOCK,10,1151.5,406.66,322.87
LTM-TCS,10,699.23,242.49,193.56
JINDALSTEL-NATIONALUM,10,736.74,351.74,171.15
LTM-WIPRO,10,635.86,260.29,184.94
BANKINDIA-IREDA,10,2373.5,394.52,829.4
HDFCBANK-ICICIBANK,10,399.39,244.23,86.75
IRFC-RITES,10,268.79,108.94,62.2
INFY-LTM,10,1377.4,297.05,369.98
BANKBARODA-RECLTD,10,11435.94,468.0,3586.06
BEL-BHEL,10,1199.81,307.27,316.81
TATAELXSI-TATATECH,10,471.67,211.79,119.87
NTPC-TATAPOWER,10,12781.64,180.95,3762.44
BANKINDIA-RBLBANK,10,2013.07,506.27,549.06
HCLTECH-LTM,10,541.7,233.66,148.89
OFSS-TECHM,10,702.22,415.83,176.7
RAILTEL-RITES,10,311.51,95.75,78.56
JINDALSTEL-SAIL,10,566.65,311.52,110.53
BEML-DATAPATTNS,10,530.37,253.82,138.37
DLF-IRFC,10,1038.99,200.11,295.3
OFSS-WIPRO,10,3577.92,511.4,959.85
ADANIGREEN-IREDA,10,2542.48,345.1,674.99
IREDA-SJVN,10,510.64,207.99,110.54
ETERNAL-SWIGGY,10,762.08,384.32,184.82
DLF-RECLTD,10,2250.5,343.94,810.83
DLF-JIOFIN,10,5417.74,182.57,1555.34
INOXWIND-JIOFIN,10,434.16,216.8,84.06
ADANIENSOL-TATAPOWER,10,1523.83,511.09,407.82
INOXWIND-RECLTD,10,3314.12,284.03,899.04
CENTRALBK-UCOBANK,10,28550.45,85.83,8543.9
GAIL-TATAPOWER,10,1451.82,361.92,427.24
MPHASIS-TATAELXSI,10,781.37,281.94,176.68
MAZDOCK-ZENTEC,10,1560.62,239.63,403.43
IRCTC-IREDA,10,666.68,427.06,203.17
JIOFIN-SUZLON,10,1287.32,267.24,351.61
BAJFINANCE-CHOLAFIN,10,701.35,278.17,169.65
TATAELXSI-WIPRO,10,840.35,284.96,233.12
BDL-INOXWIND,10,14196.46,493.95,4298.81
GODREJPROP-IREDA,10,1325.54,251.04,409.31
AMBER-DIXON,10,4114.67,720.6,1252.39
GRSE-RVNL,10,900.47,472.51,179.51
TATAELXSI-TCS,10,2215.29,339.75,595.47
ADANIENT-ADANIPOWER,10,2164.67,390.74,629.62
COCHINSHIP-NBCC,10,1255.09,310.79,337.66
IREDA-NHPC,10,362.19,233.5,90.23
HAL-NBCC,10,2921.87,820.51,754.73
OFSS-TCS,10,1320.49,319.96,389.25
ADANIENT-JIOFIN,10,3049.81,385.53,852.57
JIOFIN-PFC,10,2338.01,419.48,618.7
IREDA-TITAGARH,10,768.36,378.82,215.19
KPITTECH-MPHASIS,10,1215.31,153.63,328.63
ABCAPITAL-JIOFIN,10,951.77,478.8,282.12
CANBK-JIOFIN,10,2710.44,581.11,672.52
KPITTECH-OFSS,10,1247.82,368.24,361.94
BANKINDIA-PFC,10,5687.87,612.03,1845.39
HINDALCO-JINDALSTEL,10,1103.05,407.02,292.79
BAJFINANCE-SHRIRAMFIN,10,1879.87,521.13,456.53
KPITTECH-PERSISTENT,10,2239.0,549.43,586.87
BHEL-INOXWIND,10,12588.65,379.38,3646.81
POWERGRID-TATAPOWER,10,1049.09,211.0,268.21
MAHABANK-PNB,10,1217.79,150.75,319.86
ADANIPORTS-AMBUJACEM,10,5205.88,374.75,1462.18
TATAELXSI-TECHM,10,1130.41,356.4,282.96
PFC-PNB,10,1351.73,337.53,320.11
ADANIGREEN-NHPC,10,1307.34,354.74,307.36
NBCC-TATAPOWER,10,1198.82,336.81,368.05
CDSL-DLF,10,1308.65,216.05,361.95
IREDA-LICHSGFIN,10,811.46,297.4,198.28
BANKBARODA-CENTRALBK,10,1023.07,180.0,307.8
BHEL-IREDA,10,1724.69,280.12,438.45
PNB-YESBANK,10,8124.47,353.18,2353.64
INFY-OFSS,10,374.81,248.77,94.04
MAZDOCK-TITAGARH,10,3428.45,595.84,932.83
PFC-RVNL,10,28103.07,343.76,8331.47
HUDCO-PFC,10,783.43,415.38,180.93
IREDA-PNB,10,1486.75,356.02,394.37
ADANIGREEN-JSWENERGY,10,1670.44,283.84,482.28
DIXON-KAYNES,10,1044.26,405.51,255.26
CANBK-MAHABANK,10,3041.95,276.39,845.24
ADANIENT-TATAPOWER,10,1123.43,372.08,333.66
GMRAIRPORT-IREDA,10,1222.26,326.37,326.67
ADANIENT-IREDA,10,2247.79,378.75,698.7
BEL-NBCC,10,2464.01,305.18,657.39
IRFC-TATAPOWER,10,1033.97,391.56,273.73
CDSL-INOXWIND,10,4618.36,292.59,1297.85
BHEL-SUZLON,10,3300.27,222.2,974.04
RECLTD-SUZLON,10,1463.89,542.91,459.95
RAILTEL-TITAGARH,10,877.63,101.33,238.45
IREDA-LTF,10,689.73,302.41,165.89
MARUTI-TVSMOTOR,10,763.94,360.21,172.78
HAL-SOLARINDS,10,1667.29,237.24,478.97
BANKINDIA-YESBANK,10,1580.31,377.23,402.75
BHEL-NBCC,10,2521.84,326.7,718.35
CDSL-KFINTECH,10,1303.46,125.61,373.76
CANBK-YESBANK,10,5760.0,519.17,1616.12
CENTRALBK-UNIONBANK,10,874.89,241.86,228.1
BAJAJ-AUTO-MARUTI,10,832.12,196.09,225.99
MAHABANK-UNIONBANK,10,966.67,209.55,279.84
IOC-PETRONET,10,800.48,353.0,188.3
COCHINSHIP-IREDA,10,11451.58,276.8,3339.19
CANBK-RBLBANK,10,1931.37,368.54,554.83
BDL-CDSL,10,5652.85,496.86,1576.07
NBCC-RAILTEL,10,701.37,220.38,184.38
LAURUSLABS-ZYDUSLIFE,10,3691.04,499.71,1065.55
JIOFIN-TATAPOWER,10,963.75,304.35,265.81
ABCAPITAL-BANKINDIA,10,546.1,272.19,114.39
DLF-RVNL,10,47361.84,459.25,14087.59
RECLTD-UNIONBANK,10,3304.45,553.32,838.41
CGPOWER-NBCC,10,976.52,271.06,231.92
LTM-OFSS,10,812.36,320.78,232.53
LUPIN-ZYDUSLIFE,10,886.35,172.91,221.99
IREDA-JWL,10,2521.48,374.55,681.34
ADANIGREEN-ATGL,10,2236.11,260.41,618.82
HCLTECH-OFSS,10,1648.02,259.32,417.6
BDL-BHEL,10,9157.55,519.35,2594.43
ABCAPITAL-CANBK,10,475.14,293.63,97.31
IRFC-NHPC,10,1379.14,322.57,342.74
BSE-IREDA,10,2138.9,667.53,570.53
ABCAPITAL-RECLTD,10,892.18,381.35,232.36
JINDALSTEL-VEDL,10,684.73,348.87,140.87
PHOENIXLTD-PRESTIGE,10,564.49,246.87,136.57
COCHINSHIP-IRCON,10,8131.0,201.27,2367.17
CANBK-NBCC,10,897.02,508.89,210.67
BANKINDIA-NBCC,10,6721.64,519.55,1873.25
CDSL-PFC,10,924.42,417.94,228.32
IRFC-SJVN,10,1495.8,179.2,419.14
LICHSGFIN-RECLTD,10,1001.94,326.97,266.57
BANKINDIA-IRFC,10,6531.17,724.48,1820.32
CDSL-HUDCO,10,565.74,317.1,152.38
BEL-IRFC,10,987.58,305.94,238.32
INOXWIND-IRCON,10,1484.21,193.88,431.23
MANAPPURAM-MUTHOOTFIN,10,943.72,516.56,242.31
ADANIGREEN-AMBUJACEM,10,4251.0,293.42,1220.53
BANDHANBNK-BANKINDIA,10,1161.67,306.16,283.81
BAJFINANCE-JIOFIN,10,4278440.13,399.57,1283376.99
MARUTI-TMPV,10,628.97,304.41,152.75
COFORGE-TATATECH,10,1377.54,310.88,446.45
BANKINDIA-JIOFIN,10,1474.14,434.51,389.38
JIOFIN-PNB,10,5261.71,426.61,1451.05
CGPOWER-HAL,10,1632.23,406.35,491.19
ADANIPORTS-JIOFIN,10,13077.03,339.04,3985.63
LTF-SHRIRAMFIN,10,776.03,319.6,218.51
ANGELONE-IREDA,10,1373.4,662.33,366.88
CONCOR-IREDA,10,2780.89,294.5,756.93
PNB-RBLBANK,10,1632.27,595.11,490.54
MAZDOCK-RECLTD,10,1761.4,579.76,508.72
CGPOWER-RVNL,10,1546.61,481.67,375.11
LTM-TATAELXSI,10,833.28,292.59,253.42
COCHINSHIP-ZENTEC,10,1822.14,349.41,477.68
BHARATFORG-MOTHERSON,10,1820.23,196.54,519.72
GLENMARK-LAURUSLABS,10,1147.66,266.01,295.66
NBCC-TITAGARH,10,775.04,229.47,211.48
HEROMOTOCO-MOTHERSON,10,704.66,318.58,201.63
JIOFIN-LTF,10,1386.66,481.39,342.37
INFY-TATAELXSI,10,2141.13,374.13,548.57
AUROPHARMA-LUPIN,10,1756.56,463.84,441.1
BEL-SOLARINDS,10,342.82,217.42,87.53
LODHA-PHOENIXLTD,10,3409.47,349.34,945.87
HINDCOPPER-VEDL,10,810.07,458.87,210.42
CGPOWER-MAZDOCK,10,9266.23,392.71,2651.69
JIOFIN-RELIANCE,10,1216.69,276.55,316.56
HAL-IREDA,10,1234.18,437.82,372.27
CDSL-TATAPOWER,10,1323.92,454.59,374.24
IRCTC-RVNL,10,857.67,242.61,257.45
HEROMOTOCO-TMPV,10,801.24,312.08,196.33
UNIONBANK-YESBANK,10,1582.82,299.87,398.35
CDSL-LTF,10,1129.34,414.9,285.79
CHOLAFIN-SHRIRAMFIN,10,6685.42,524.36,1874.88
COCHINSHIP-IRFC,10,610.89,267.11,169.83
BSE-JIOFIN,10,1849.06,433.81,490.44
CDSL-SUZLON,10,1824.64,419.33,494.75
BANKBARODA-MAHABANK,10,450.03,239.65,87.65
DLF-PFC,10,2536.49,314.17,845.17
CAMS-IREDA,10,744.27,390.34,162.89
GLENMARK-ZYDUSLIFE,10,979.18,290.25,245.68
BDL-ZENTEC,10,3586.95,378.66,982.49
ABCAPITAL-CDSL,10,605.11,251.85,152.77
CDSL-HDFCAMC,10,648.3,426.89,181.61
JIOFIN-TMPV,10,705.71,368.71,142.27
BHEL-RVNL,10,3069.58,367.63,944.67
BDL-IRCON,10,4499.78,325.96,1253.39
DIXON-KALYANKJIL,10,3187.18,348.01,901.03
ADANIENT-NBCC,10,2672.52,479.76,700.51
BANKINDIA-IDBI,10,780.42,552.37,175.9
LTF-RECLTD,10,597.54,366.81,136.91
HUDCO-INOXWIND,10,1055.49,390.59,273.4
BEML-IRCON,10,381.49,231.17,102.56
BANKINDIA-LTF,10,1744.8,285.47,454.51
CANBK-IRFC,10,1910.44,506.62,491.05
IOB-MAHABANK,10,981.2,127.82,284.16
IDFCFIRSTB-PNB,10,1230.36,174.81,393.86
BDL-JIOFIN,10,1486.91,450.11,378.63
CANBK-LTF,10,542.19,346.61,161.59
HAL-IRFC,10,2667.02,209.84,731.83
HCLTECH-TATAELXSI,10,1151.23,400.34,321.87
JSWENERGY-NHPC,10,592.8,327.41,133.18
INDHOTEL-JIOFIN,10,1752.47,168.88,481.32
BEL-JIOFIN,10,1325.38,284.27,318.73
CANBK-IDFCFIRSTB,10,913.75,360.44,234.9
ADANIENSOL-JSWENERGY,10,1110.4,357.26,270.03
AUROPHARMA-ZYDUSLIFE,10,1487.96,391.6,357.82
GRSE-NBCC,10,1216.15,465.96,320.19
JWL-MAZDOCK,10,506.15,471.49,139.26
ABCAPITAL-PFC,10,1715.86,422.65,435.27
BANKBARODA-PFC,10,4457.52,523.69,1314.76
JWL-RITES,10,931.66,103.36,336.37
KPITTECH-TCS,10,3175.99,403.91,892.23
IREDA-JSWENERGY,10,798.78,335.58,184.17
DIVISLAB-LAURUSLABS,10,603.14,254.28,122.96
GMRAIRPORT-NBCC,10,519.22,270.19,119.01
JIOFIN-LT,10,1595.37,504.93,457.26
EXIDEIND-IREDA,10,3228.34,346.24,894.89
GRSE-IRCON,10,985.98,280.89,233.57
DLF-MAZDOCK,10,963.79,408.34,237.61
BHEL-IRFC,10,2360.4,402.44,697.68
CGPOWER-IREDA,10,3698.74,438.53,1054.27
GODREJPROP-IRFC,10,10702.9,245.07,4070.9
ADANIPOWER-ATGL,10,333.13,140.81,74.98
INDHOTEL-IREDA,10,821.04,226.35,261.22
CANBK-FEDERALBNK,10,1389.13,473.64,372.8
BIOCON-LAURUSLABS,10,593.11,294.84,139.99
EXIDEIND-NBCC,10,2399.81,325.44,650.25
GRSE-IRFC,10,764.84,314.96,194.61
HINDZINC-JINDALSTEL,10,18206.91,495.14,5306.0
AMBUJACEM-ULTRACEMCO,10,495.57,321.91,138.22
BANKBARODA-IREDA,10,13738.82,471.83,3976.0
ADANIPORTS-GMRAIRPORT,10,628.15,380.69,147.91
LODHA-NBCC,10,2357.25,346.15,627.89
ABCAPITAL-IRFC,10,1028.13,322.67,253.57
ABCAPITAL-PNB,10,504.56,260.55,119.08
