symbol_a,symbol_b,best_z_entry,best_z_sl,best_hl_stop,gross_profit,trade_count,win_rate,lagger,ou_sigma,ou_mu,exit_mr_count,exit_sl_count,exit_hl_count,exit_session_count,avg_points_profit,avg_points_loss
COFORGE,PERSISTENT,12.5,13.0,False,106.99999999999909,12,0.5,b,0.0010897083915905,2.067692870407175e-06,7,5,0,0,47.816666666666606,-29.983333333333423
CHENNPETRO,MRPL,14.0,14.5,False,-14.450000000000017,7,0.2857142857142857,b,0.0016744377927508,4.7949193261419e-07,3,4,0,0,2.549999999999997,-3.9100000000000024
TCS,WIPRO,2.0,0.0,False,5561.800000000014,777,0.9369369369369369,a,0.0006844166793081,4.575660584392622e-07,733,0,0,44,7.859340659340672,-3.2612244897958944
DLF,PRESTIGE,2.0,0.0,False,2365.7000000000025,848,0.6922169811320755,b,0.0010013833936895,-1.6881716554037969e-06,803,0,0,45,5.551959114139693,-3.422605363984669
NMDC,TATASTEEL,2.0,11.5,False,144.07000000000005,806,0.630272952853598,b,0.0009434241557386,1.3499175335117832e-07,767,2,0,37,0.45507874015748023,-0.2923154362416104
CANBK,INDIANB,2.0,0.0,False,195.02999999999977,839,0.6889153754469607,a,0.0009738744893649,5.042291965995194e-06,792,0,0,47,0.47745674740484406,-0.3101149425287358
INFY,WIPRO,2.0,8.5,False,1098.0000000000011,686,0.6530612244897959,a,0.0010530458587599,-6.831994032356139e-07,640,10,0,36,3.722544642857142,-2.3936974789915904
IREDA,NBCC,2.0,0.0,False,248.4600000000002,539,0.9313543599257885,a,0.0009216739108149,2.0061440272538294e-06,530,0,0,9,0.5058167330677291,-0.14756756756756587
ADANIENSOL,ADANIENT,2.0,0.0,False,2731.55,839,0.8367103694874851,a,0.0010609912034279,-4.63755157643646e-06,786,0,0,53,4.366025641025638,-2.433576642335758
IREDA,RECLTD,2.0,0.0,False,178.35000000000053,886,0.6851015801354402,a,0.0010717291200957,-8.134261816844683e-07,839,0,0,47,0.4160296540362439,-0.2658781362007164
IRFC,NBCC,2.0,0.0,False,203.54000000000005,492,0.9105691056910569,a,0.0009314202718706,1.7793317912055415e-06,479,0,0,13,0.4731026785714284,-0.19113636363636355
BANKBARODA,INDIANB,2.0,9.0,False,454.02999999999946,879,0.7588168373151308,a,0.0008978266003168,-2.459058496294851e-06,830,10,0,39,0.8300000000000001,-0.4697169811320789
JINDALSTEL,TATASTEEL,2.0,0.0,False,230.03999999999948,823,0.741190765492102,b,0.0010030904600691,1.6219311311694765e-08,782,0,0,41,0.4886885245901632,-0.3195305164319262
BEL,GRSE,2.0,2.5,False,258.8999999999976,251,0.5179282868525896,b,0.0009950974880841,-8.970186001192046e-07,197,53,0,1,9.463846153846163,-8.028099173553748
CANBK,SBIN,2.0,0.0,False,1769.0999999999992,729,0.877914951989026,b,0.0020040268590308,7.43800069828718e-06,679,0,0,50,3.021406249999998,-1.8494382022471785
HCLTECH,TECHM,2.0,0.0,False,3219.0000000000073,719,0.9374130737134909,a,0.0008423146549767,9.331420715661512e-06,662,0,0,57,4.974777448071229,-2.977777777777778
BDL,COCHINSHIP,2.0,0.0,False,1270.7999999999995,554,0.5974729241877257,b,0.0012328160763391,1.3637081251687478e-07,540,0,0,14,6.575528700906336,-4.061434977578468
INDIANB,PNB,2.0,0.0,False,76.36000000000013,793,0.6002522068095839,b,0.0009587285816487,1.327413004167003e-06,754,0,0,39,0.2968907563025211,-0.20492113564668768
